name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,companyStatus,linkedin,longBusinessDescription
ShÅden AI,https://www.eu-startups.com/directory/shoden-ai/,Ireland,"Shōden AI is a cutting-edge, AI-enabled sales messaging co-pilot.",Dublin,"AI, Marketing, Technology",Between €100K-€500K,2023,https://shoden.ai/,IE,Active,https://www.linkedin.com/company/shoden-ai/,
QLindex,https://www.eu-startups.com/directory/qlindex/,Ireland,"At QLindex®, we empower businesses with AI, making it accessible across diverse industries. Based in Ireland, our user-friendly platform is designed for all technical expertise levels.",Dublin,"AI, SaaS",Between €100K-€500K,2020,https://qlindex.com/,IE,Active,https://linkedin.com/company/qlindex/,
NameDown,https://www.eu-startups.com/directory/namedown/,Ireland,"We provide schools with the secure solution to manage the annual admissions process.Receive and evaluate applications, send offers and monitor responses, all from one place.",Dublin,SaaS,Above €25 million,2021,https://namedown.ie/login,IE,Active,https://www.linkedin.com/company/namedown/,
Gemell,https://www.eu-startups.com/directory/gemell/,Ireland,A software solution for the textile industry where mills and their customers can visualise their fabric designs in photorealistic 3D format without the need to make a sample or use a scanner.,Dublin,"Fashion, SaaS, Technology",Between €100K-€500K,2023,https://gemell.io/,IE,Active,https://www.linkedin.com/company/gemelltechnology/,
GamesGrid,https://www.eu-startups.com/directory/gamesgrid/,Ireland,GamesGrid is a disruptive games distribution platform that is also a growth engine for online brands seeking to increase their revenues and their subscribers through the use of our innovative ad-supported games.,Dublin,"Gaming, Marketing, Technology",Between €100K-€500K,2024,https://gamesgrid.gg/,IE,Active,https://www.linkedin.com/company/gamesgrid/,
Farm Fayre,https://www.eu-startups.com/directory/farm-fayre/,Ireland,"Farm Fayre provides a complete field-to-field solution for Farmers to buy & sell their livestock online in a convenient, safe, secure and transparent ecosystem. Eliminating the risks of dealing with unknown third parties.",Kilkenny,IoT,Above €25 million,2016,https://farmfayre.com/,IE,Active,https://www.linkedin.com/company/farm-fayre/,
E-Shared,https://www.eu-startups.com/directory/e-shared/,Ireland,"E-Shared helps charge your EV closer to home and for less by connecting neighbours.E-Shared allows you to access members EV chargers while making passive income from your own charging point. Launched in 2023, our mission is to ease the transition to a green economy.",Dublin,Transportation,Between €2.5 million-5 million,2023,https://e-shared.sharetribe.com/,IE,Active,https://www.linkedin.com/company/sharetribe-ltd/,
Carbon Harvesters,https://www.eu-startups.com/directory/carbon-harvesters/,Ireland,Carbon Harvesters is an ag-tech start-up that monitors farms' emissions on a weekly basis.,Dublin,Agritech,Above €25 million,2020,https://carbonharvesters.com/,IE,Active,https://www.linkedin.com/company/carbon-harvesters/,"Carbon Harvesters is an ag-tech start-up that monitors farms' emissions on a weekly basis, promotes the implementation of economic climate mitigation strategies, and certifies the verified emissions reductions to monetize those as market premiums or through the carbon offsets market - increasing the resilience of rural communities."
BladeBridge,https://www.eu-startups.com/directory/bladebridge/,Ireland,BladeBridge works with wind farms and public bodies to repurpose blade material into low carbon products such as bridges and outdoor furniture.,Cork,"Circular Economy, Purpose",Above €25 million,2023,https://bladebridge.ie/,IE,Active,https://www.linkedin.com/company/bladebridgeireland/,"BladeBridge works with wind farms and public bodies to repurpose blade material into low carbon products such as bridges and outdoor furniture. These products offer green procurement credential for public bodies, and a blade end of life management solution that allows wind farms 100% recycling or repurposing of their wind blades."
Affix API,https://www.eu-startups.com/directory/affix-api/,Ireland,Global Payroll API,Dublin,Fintech,Between €1-€100K,2023,https://affixapi.com/,IE,Active,https://www.linkedin.com/company/affixapi/,Global Payroll API
Galileo,https://www.eu-startups.com/directory/galileo/,Ireland,"GISDATA.io is developing Galileo, an advanced geospatial data platform to assist geospatial professionals with an efficient, unified search engine. Galileo consolidates mapping data resources from hundreds of sources into a single, searchable database, featuring robust API integration and advanced search capabilities, including spatial searches and refined filters. This streamlines data discovery, saving time and reducing costs. Tailored for industries like Surveying & Mapping, Engineering, and Environmental Consulting, Galileo empowers users to focus on analysis and decision-making, making geospatial data more accessible and actionable",Dubline=,"gis, data, search, geospatial",No funding announced yet,2023,https://galileo.gisdata.io,IE,Active,,
AMPLY Discovery,https://www.eu-startups.com/directory/amply-discovery/,Ireland,"Novel Biologics. Designed by Evolution. Discovered by AI.

AMPLY Discovery uses machine learning and synthetic biology to mine vast biological data to discover novel biologic drug and nutraceutical candidates. Using a proprietary in silico and in vitro hybrid platform to discover best-in-class molecules AMPLY is helping tackle some of humankind's greatest challenges such as cancer, MDR infections and metabolic diseases.",Belfast,"Biotechnology, Anti-infectives, Drug Discovery, AI",Between €1 million-€ 2.5 million,2021,https://amplydiscovery.com/,IE,Active,https://www.linkedin.com/company/amply-discovery/,
GreyScout,https://www.eu-startups.com/directory/greyscout/,Ireland,"GreyScout is a leading online brand protection SaaS platform that helps businesses safeguard their reputation and increase revenue by combating IP infringement and unauthorized sellers. With a 95% enforcement success rate, GreyScout empowers eCommerce .",Dublin,"Google Tag Manager,Marketing Automation,Content Management System,",No funding announced yet,2019,https://greyscout.com/,IE,Active,https://www.linkedin.com/company/greyscout/,"GreyScout is a leading online brand protection SaaS platform that helps businesses safeguard their reputation and increase revenue by combating IP infringement and unauthorized sellers. With a 95% enforcement success rate, GreyScout empowers eCommerce ."
Kota,https://www.eu-startups.com/directory/kota/,Ireland,The ultimate insurance and retirement platform for modern companies. We make it extraordinarily easy to roll out and manage benefits globally.,Dublin,Financial Services,No funding announced yet,2024,https://www.kota.io/,IE,Active,https://www.linkedin.com/company/kotabenefits/about/,"The ultimate insurance and retirement platform for modern companies. We make it extraordinarily easy to roll out and manage benefits globally.Instant access to leading insurance and retirement providers, with flexible contributions, automated accounting and a delightfully simple employee app"
Openvolt,https://www.eu-startups.com/directory/openvolt/,Ireland,"Openvolt is building the API for energy data across Europe. As the world accelerates its efforts to reach Net Zero, energy data is becoming increasingly important to enabling the efficient use of our energy resources.",Dublin,"Technology, Information and Internet",Between €500K-€ 1 million,2023,https://www.openvolt.com/,IE,Active,https://www.linkedin.com/company/openvolt-api/about/,"Openvolt is building the API for energy data across Europe.As the world accelerates its efforts to reach Net Zero, energy data is becoming increasingly important to enabling the efficient use of our energy resources. With an initial focus on smart meter data, Openvolt is removing the regulatory, financial and technical hurdles that impede energy innovators from integrating this data into the next generation of energy applications."
GridBeyond,https://www.eu-startups.com/directory/gridbeyond/,Ireland,"GridBeyond's vision is to deliver a global zero carbon future. By leveraging AI, we innovate and collaborate with our customers to create optimal value from energy generation, demand and storage to deliver a zero-carbon future. GridBeyond began trading in 2010 and is home to the world’s first hybrid battery and demand network.",Dublin,"Smart Grid, Metering, Reporting, Energy Management",Above €25 million,2010,https://gridbeyond.com/,IE,Active,https://www.linkedin.com/company/gridbeyond/,
Mail Metrics,https://www.eu-startups.com/directory/mail-metrics/,Ireland,"We’re the essential customer comms experts. For more than a decade, we’ve been working with the likes of insurers, banks, and healthcare providers in Ireland and around the world.",Finland,Wordpress Marketing Automation Content Management System,No funding announced yet,2016,https://mailmetrics.com/,IE,,https://ie.linkedin.com/company/mailmetrics,"We’re the essential customer comms experts. For more than a decade, we’ve been working with the likes of insurers, banks, and healthcare providers in Ireland and around the world. Our job? Give them total clarity on the most vital documents and messages they exchange with their customers so their business can flow and grow"
Ceartas DMCA,https://www.eu-startups.com/directory/ceartas-dmca/,Ireland,"The world's top creators, agencies, and brands rely on Ceartas DMCA to prevent the unauthorized use of their creative work. The World’s Most Advanced Copyright & Leak Protection For Creators, Brands & Enterprise. With Ceartas DMCA, you can easily monitor your content and manage your rights lines.",Dublin,"DMCA, Copyright, IP, Content Creation",Between €2.5 million-5 million,2021,https://www.ceartas.io/,IE,Active,https://www.linkedin.com/company/ceartasdmca/,
Derehoboth Therapeutics,https://www.eu-startups.com/directory/derehoboth-therapeutics/,Ireland,"Derehoboth Therapeutics introduces a paradigm shift in African cuisine by leveraging advanced agro-processing technology to transform organic oats, seeds, and nuts into a revolutionary and health-conscious alternative to traditional fufu swallow.",Limerick,"Mental Health, Internet, B2C",Between €100K-€500K,2023,https://derehoboths.org/,IE,Active,,"Derehoboth Therapeutics introduces a paradigm shift in African cuisine by leveraging advanced agro-processing technology to transform organic oats, seeds, and nuts into a revolutionary and health-conscious alternative to traditional fufu swallow. Our innovative business model integrates a holistic approach, encompassing sustainable farming practices, community empowerment, and nutritional education. Through strategic partnerships, we aim to establish a vertically integrated supply chain, ensuring quality control and creating a positive socio-economic impact. By intertwining traditional flavors with modern nutritional science, Derehoboth Therapeutics is not just redefining food but fostering a healthier and more resilient future for African communities at home and abroad."
devsec.app,https://www.eu-startups.com/directory/devsec.app,Ireland,I developed a Mobile Device Management solution and it has a subscription-based business model.,Dublin,"Software Development, Computer Programming, E-commerce, Food & Beverage Industry, B2C",Between €100K-€500K,2020,https://www.devsec.app/,IE,Active,,"At SecuDev, we believe that everyone has the right to a better and safer digital world. Our mission is to provide easy-to-use mobile device management solutions that can help your company manage and secure all your corporate data. With billions of mobile devices in the world today and the ever-growing need for data security, we are constantly working hard to develop our applications, and incorporating new features to provide better protection against hackers and data leaks. Our commitment is to provide you with peace of mind when it comes to securing your data, so you can focus on growing your business without any worries. Join us on our mission to create a better and safer digital world for everyone."
Disiu Limited,https://www.eu-startups.com/directory/disiu-limited/,Ireland,"Disiu Ltd. has created a Virtual Shopping Centre, tailored for SMEs and completely managed by two Apps, one for the Business and one for the Consumer.",Galway,"E-commerce, Technology, iOS, Development, Mobile, B2B, SAAS, B2C",Between €100K-€500K,2021,https://www.disiu.app,IE,Active,,"Disiu is a mobile commerce platform that offers simple, fast, and customizable tools for businesses to organize their marketing strategies, receive orders, and build customer loyalty.
Simple, Fast, Affordable, Customisable and at your fingertips (App) In Disiu, you will find all the tools to organise your business and marketing strategies to receive more orders and build customer loyalty.
Create Your Free Online Showcase in just Few Clicks with DISIU M-COMMERCE MARKETPLACE."
Tao Climate,https://www.eu-startups.com/directory/tao-climate/,Ireland,"Transaction-based platform model, with commission on sales. We’re bringing a new category of Carbon Credit to market, and offering our customers the opportunity to profit from their purchase. The problem is that Carbon Credit products currently are not effective, scalable or verifiable, and are a sunk cost. We offer scalable, verifiable Carbon Credits, using the power of hemp to capture CO2, then building sustainable housing with the carbon.",Dublin,"Environment, Health & Wellness, Restoration Services, B2B",Between €100K-€500K,2022,https://taoclimate.com/,IE,Active,https://www.linkedin.com/company/taoclimate/,
Breakthrough Maths,https://www.eu-startups.com/directory/breakthrough-maths/,Ireland,"We call ourselves the  ‘Peloton of Maths’. We are an online Maths program, based off data and pedagogical research, that teaches Maths more effectively. We have built our own platform that uses testing in every class. It makes our classes more engaging, more accurate as all our data is collected on the students performance and more comprehensive for the parent who pays for the lesson.",Dublin,"E-learning, Teaching , Math, School",Between €100K-€500K,2021,https://breakthroughmaths.ie/,IE,Active,https://www.linkedin.com/company/btmaths/,
PAAQ,https://www.eu-startups.com/directory/paaq/,Ireland,"PAAQ is a mobile app and social media platform that connects users with experts across various fields, allowing them to receive personalized advice and insights. The app aims to create a community for knowledge sharing, benefiting both users and experts. With PAAQ you are able to earn money from just answering questions. Elevate your personal by becoming a PAAQ expert.",Dublin,"Mobile App, Social Media, Knowledge Exchange Platform",No funding announced yet,2019,https://paaq.app/,IE,Active,https://www.linkedin.com/company/paaq-app,"PAAQ is a mobile app and social media platform that connects users with experts across various fields, allowing them to receive personalized advice and insights. The app aims to create a community for knowledge sharing, benefiting both users and experts. With PAAQ you are able to earn money from just answering questions. Elevate your personal by becoming a PAAQ expert.
Our Mission - “Empowering individuals worldwide by connecting them with trusted experts, fostering knowledge sharing, and facilitating meaningful learning experiences through our innovative social media platform, PAAQ.""
Our Vision - “To become the premier global destination for personalized knowledge exchange, where individuals can effortlessly access expertise across diverse domains, enriching lives and driving continuous learning and growth.""
Our Values -
Expertise: We value the depth of knowledge and experience our experts bring to the platform.
Accessibility: We are committed to making valuable information accessible to all users, regardless of background or location.
Integrity: We prioritize honesty, transparency, and trustworthiness in all interactions on our platform.
Innovation: We embrace innovation to continually enhance our platform's capabilities and user experience.
Community: We foster a supportive and inclusive community where users and experts can connect, collaborate, and grow together.
What we offer our users:
Access to personalized, expert-driven knowledge and advice
Opportunity for experts to monetize their skills and knowledge
Unique, structured knowledge-sharing experience compared to traditional social media"
MarketSizer,https://www.eu-startups.com/directory/marketsizer/,Ireland,MarketSizer offers subscription-based competitive intelligence and market data to SaaS companies so they can make data-driven decisions with confidence.,Dublin,"Competitive Intelligence, Subscription Intelligence, SaaS",Between €1-€100K,2023,https://www.marketsizer.io/,IE,Active,https://ie.linkedin.com/company/data-driven-decisions-marketsizer,
CHAMP Virtual Campaigns,https://www.eu-startups.com/directory/champ-virtual-campaigns/,UK,"Find out about CHAMP Memorial Trees and Digital Campaigns.
Your campaign could be live in as litte as 3 weeks.",Ireland,"GENERATE REVENUE, ACQUIRE DONORS",No funding announced yet,2023,https://champcloud.com/,UK,Active,,"The CHAMP Memorial Tree Online Campaign is a unique, ready to deploy digital campaign, with customised graphics and messaging to suit your charity. With payments processing and custom data capture, the campaign resides on your own website and provides a focal point to promote your organisation across all digital and social media platforms.
The campaign page itself illustrates a beautiful, animated ‘lit up’ Christmas tree and displays a seasonal and emotionally appealing message. This web page is integrated with CHAMP CRM software and Stripe payment processing to capture all donor and donation information and provide the functionality to generate automated receipts, thank you emails, printed letters and cards."
daily.dev,https://www.eu-startups.com/directory/daily.dev,Ireland,Empower your coding journey with daily.dev's insights,Tel Aviv,"developercommunity, technews, programming, social network, developer platform",No funding announced yet,2020,https://daily.dev,IE,Active,https://il.linkedin.com/company/dailydotdev,"daily.dev is the ultimate destination for developers seeking to level up their skills and stay ahead of the curve. Our platform provides a personalized feed of curated content, including articles, tutorials, and industry news, sourced from a diverse range of sources. Join our vibrant community of developers to connect, collaborate, and learn from each other's experiences. With daily.dev, you can say goodbye to information overload and hello to a streamlined browsing experience tailored to your interests. Plus, daily.dev is free, open-source, and requires no sign-up, making it accessible to developers of all backgrounds and experience levels."
fly-highs,https://www.eu-startups.com/directory/fly-highs/,Ireland,"Discover a world of potent and premium products at our online store. Explore a diverse range of smartshop items, liquid incense, smoking blends, and cutting-edge research chemicals.",dublin,"herbal incense, liquid incense",No funding announced yet,2023,https://fly-highs.com/,IE,Active,,"Discover a world of potent and premium products at our online store. Explore a diverse range of smartshop items, liquid incense, smoking blends, and cutting-edge research chemicals. Offering the strongest options available, our collection guarantees quality and efficacy. Benefit from free and discreet worldwide shipping, ensuring a hassle-free experience. With competitive pricing, you can indulge in high-quality products without breaking the bank. Elevate your senses and enhance your lifestyle with our innovative offerings. Explore now and unlock new dimensions of enjoyment and relaxation."
WindCapture Technologies,https://www.eu-startups.com/directory/windcapture-technologies/,Ireland,"WindCapture Technologies is an Irish start-up tackling the challenge of scaling direct air carbon capture. We use the world’s largest air processing machines to capture more carbon than anyone else. Our technology is a wind turbine blade with a solid sorbent mechanism integrated into it, leveraging the ability of wind turbines to process colossal volumes of air passively. Using the energy generated by the turbine we create a self-sustaining carbon capture process that naturally scales, can be readily retrofitted to existing infrastructure, and delivers sub $100 per tonne capture costs at scale.",Dublin,"Carbon Removal, Direct Air Capture, Wind Turbines, ClimateTech",Between €100K-€500K,2022,https://www.windcapturetech.com/,IE,Active,https://www.linkedin.com/company/windcapture/,
SlideFill,https://www.eu-startups.com/directory/slidefill/,Ireland,"SlideFill allows you to connect data from Google Sheets downloaded from your CRM to create data driven Google Presentations and personalized content at scale. Enable your sales or marketing team to save hours making presentations using your client’s data. Easy to use, 100% free.",Dublin,"Sales Automation, SaaS, Content Creation, Marketing Automation",Between €1-€100K,2023,https://slidefill.com,IE,Active,https://www.linkedin.com/company/slidefill,"Save hours creating repetitive data-driven presentations at scale
Start saving time and reducing cost
Sellers creating decks, instead of pitching to clients. Sales Strategy creating reports, instead of finding insights. Marketing creating one-size fits all content, instead of resonating with their audience. And case studies being produced, instead of going online.
In a world where tools and generative AI allow us to create at scale, we need personalization to differentiate from others. SlideFill makes the creation of repetitive data-driven content at scale easy.
⚠️ >8 hours is what it takes to create a presentation for 50% of your employees
⚠️ +35% conversions when you customize sales pitch deck
⚠️ $250 million per day is wasted on creating presentations globally
Use Cases
Sales
Create thousands of personalized client presentations with automatic data insert in seconds and close more deals with your top performing clients.
Marketing
Tailor marketing content with audience specific data and resonate with your target market based on their demographics.
Success stories
Produce case studies showcasing best practices and results in a few clicks and build stronger relationships by highlighting client success.
Revenue Operations
Refresh data-driven weekly business reviews decks with up to date metrics and reduce the cost of your reporting team.
Benefits
• Pay nothing, forever
• Save time and money instantly
• Set up in 3 steps
• Integrate directly with Google
• Personalize content at scale
• Be always on-brand
• Use data securely
• Generate with your CRM data
• Reduce errors in presentations
Excited? Come and start building data-driven presentations on https://slidefill.com"
JustTip Technologies Limited,https://www.eu-startups.com/directory/justtip-technologies-limited/,Ireland,"JUSTTIPTM helps create an environment where tips are paid easily, quickly and fairly. A team approach to business needs a team solution. Welcome to the next generation of team tipping",Dublin,"Tipping, fintech, Payments",Between €500K-€ 1 million,2021,www.justtip.net,IE,Active,https://www.linkedin.com/company/justip/?originalSubdomain=ie,
TAWKX,https://www.eu-startups.com/directory/resourceible/,Ireland,"The TAWKX digital platform empowers speech therapists to extend their care beyond the clinic. Our evidence-based solution, guided by the therapist, facilitates high-intensity therapy at home, placing therapy process into parents' hands. Designed for children aged 3-9, this tool allows practice in their native accent, effectively utilising the 84% of downtime between sessions.",Wicklow,"speech therapy, education, tech, international",Between €1-€100K,2023,www.TAWKX.com,IE,Active,https://www.linkedin.com/company/tawkx/,Our platform is a tool for speech therapists to use with children who have Speech Sound Disorders. Our avatar DARA(R) is the only child avatar that teaches speech sounds in seven different English-speaking accents from around the world. DARA(R) is featured in our clinical textbook 'Ultimate Speech Sounds: Eliciting Sounds Using 3D Animation' (published Jan 2024).
Onpipeline,https://www.eu-startups.com/directory/onpipeline/,Ireland,"Onpipeline is a powerful cloud-based CRM solution that empowers you to effortlessly manage leads, customers, deals, activities, and your complete sales process from any location.

With Onpipeline, you can seamlessly create price quotes and invoices, streamlining your financial operations. Our platform offers a comprehensive set of features that cater to all your sales CRM needs, combined with exceptional service standards, ensuring you have the support and tools necessary for success in sales and customer relationship management.",Dublin,"CRM, Sales Pipeline, Salesforce",No funding announced yet,2020,https://www.onpipeline.com,IE,Active,,
Lingoodle Learning,https://www.eu-startups.com/directory/lingoodle-learning/,Ireland,Elite students deserve an elite education - Unlock your child's full potential with 1-on-1 Tuition for K-12 Students.,Mayo,"K-12 Education, Digital, Online Tutoring,",No funding announced yet,2024,https://www.lingoodle.com/,IE,Active,https://www.linkedin.com/company/lingoodlelearning/,"At Lingoodle, we don’t just teach K-12 students Mandarin Chinese — We inspire your child to thrive beyond the virtual classroom with a personalized program of 1-on-1 Chinese language tuition developed for the future of learning.
We know that when it comes to learning languages; your child can accomplish 10X as much when they’re not in a one-size-fits-all classroom all day. We’ve built a virtual learning environment, with interactive digital content that unlocks your child's true potential across an immersive 7 week program of personalised Chinese language tuition."
Boxcore,https://www.eu-startups.com/directory/boxcore/,Ireland,"Boxcore's simple-to-use Software makes it easy for Construction Companies of all sizes to Capture, Share, and Track on-site Safety records such as worker training records and equipment inspections.

Our Unique software has been built by Builders for Builders to eliminate manual admin tasks and put all critical safety data at the fingertips of all users. 

Users can see in seconds whether training or an asset inspection is in date through our intuitive user interface.",Dublin,"Construction Software, Worker Onboarding, Safety Software",Between €1 million-€ 2.5 million,2021,www.boxcore.com,IE,Active,https://www.linkedin.com/company/boxcoresoftware/,"Boxcore was founded in 2021 by Padraig Reilly, a Civil Engineer who worked as a Project Manager on projects in Ireland, the UK, and Australia. Padraig was frustrated with the lack of practical solutions available for keeping track of safety records on-site and decided to found Boxcore to tackle this Problem.
The Company is experiencing strong growth due to the simplicity of our solution and the ease of adoption with frontline staff on projects. Boxcore is growing fast and now has close to 100 Companies as Customers in Ireland, the UK, the EU, and now also the USA.
To learn how Boxcore can make your teams safer and more productive, please visit www.boxcore.com and book a demo to see our easy-to-use solution."
CoolPlanet,https://www.eu-startups.com/directory/coolplanet/,Ireland,"CoolPlanet is a global leader in industrial-scale decarbonisation. We combine technology and world-leading engineering expertise to help complex organisations reach Net Zero faster at scale.

At CoolPlanet, we transform the complex challenge of large-scale decarbonisation into a significant commercial opportunity, repositioning it as an investment rather than a cost. We make organisations more competitive on a global scale by reducing OpEx, increasing operational efficiency, and delivering consistency of energy supply – all with minimal disruption. We are a trusted and insightful voice in the decarbonisation conversation, with a deep understanding of how to deliver both established and emerging solutions.

Our mission is to significantly reduce the carbon emitted by industry and bring the world closer to solving climate change.",Wicklow,"Energy Solutions, Sustainability, Environmental Innovation, Environmental Engineering, Environmental Consulting, Eco Energy",No funding announced yet,2008,https://www.coolplanet.io,IE,Active,,
Grav8y,https://www.eu-startups.com/directory/grav8y/,Ireland,"At Grav8ty, we're passionate about providing our customers with the best football gear and trending jackets on the market. Our mission is to deliver high-quality products that exceed your expectations and help you perform your best on the field.",Dublin,NFL Gloves,Between €1-€100K,2018,https://www.grav8y.com/,IE,Active,,"From being a customer to becoming an entrepreneur, our journey has been one of passion, dedication, and a relentless pursuit of excellence. This journey has helped us stand out and set ourselves apart from the rest. At Grav8y, we believe that excellence is not just a goal but a way of life. We started our journey as customers, just like you, and this experience has given us a unique perspective on what it means to provide exceptional service and products. As entrepreneurs, we stand out by exemplifying our belief that every customer deserves the best."
DevHub,https://www.eu-startups.com/directory/devhub-2/,Ireland,DevSecOps platform of the future for those who really care about privacy.,Dublin,"git, gitea, privacy, free",No funding announced yet,2023,https://www.dev-hub.eu,IE,Active,https://www.linkedin.com/company/devhub-by-skylinelabs-limited/,"Europe-centric alternative to GitHub, GitLab, BitBucket, and more. Offering a unique set of secure source code hosting and CI/CD based on Gitea an Open Source product that helps avoid vendor locking, ideal for companies.
Offers a multitenant free plan with a really nice feature set and some restrictions and a set of paid options for dedicated single-tenant alternatives with great capacity at an affordable price."
DevHub,https://www.eu-startups.com/directory/devhub/,Ireland,Easy to use FREE privacy-friendly GitHub alternative.,Dublin,"git, privacy, cicd, code",No funding announced yet,2023,https://www.dev-hub.eu,IE,Active,https://www.linkedin.com/company/devhub-by-skylinelabs-limited/,"Privacy-friendly source code hosting where you can upload your code today to our free service. As an alternative, if you want a fully dedicated single-tenant deployment of our tools we can also provide it at an amazing price."
Vespio.ai,https://www.eu-startups.com/directory/vespio-ai/,Ireland,"Vespio AI is a cutting-edge company that offers a powerful Sentiment Analysis tool designed to empower Sales teams with accurate customer interest predictions. Our AI technology goes beyond traditional methods by providing enhanced transparency in video meetings. It dissects sales pitches into smaller, manageable sections, providing valuable insights on the success rate of each segment.",Dublin,"Artificial Intelligence, Sales tool, Sales Insights, Machine Learning",No funding announced yet,2023,http://www.vespio.ai,IE,Active,https://www.linkedin.com/company/vespio-ai/,
TamCalc,https://www.eu-startups.com/directory/tamcalc/,Ireland,"TamCalc is a SaaS platform that instantly provides defensible, evidence-based funding-ready Total Addressable Market (TAM), Serviceable Addressable Market (SAM), Serviceable Obtainable Market (SOM), and company valuations. Our platform helps startups determine the size of their market opportunity and company valuation in a quick and efficient way. TamCalc is easy to use, affordable, and uniquely positioned to deliver accurate and reliable data to its users.",Dublin,"SaaS, Market Research, Business Intelligence, Data Analytics",No funding announced yet,2023,https://www.tamcalc.com/,IE,Active,https://www.linkedin.com/company/tamcalc/,
Solsign,https://www.eu-startups.com/directory/solsign/,Ireland,"Solsign is a powerful, scalable and multi-channel location intelligence tool transforming how land is assessed, valued and marketed for renewable energy projects. The platform uses advanced geospatial techniques and proprietary algorithms to quickly give an indication of the viability of any piece of land as a renewable energy project.",Dublin,"Renewable Energy, Geospatial, Space, Location Data, Solar, Property, Real Estate, Real Estate Software, Europe",No funding announced yet,2023,https://www.solsign.ai,IE,,,
Fada Medical,https://www.eu-startups.com/directory/fada-medical/,Ireland,"Fada Medical has developed a novel infusion technology that extends the cannula's lifespan to 30 days. Fada Medical's mission is to optimize chronic drug therapy, making life easier for the people who need it. Starting with insulin delivery for those with type 1 diabetes, Fada Medical are developing novel diffusion technologies to prevent and negate the causes of early infusion set failure and cannula occlusion that make insulin therapy more difficult.",Galway,"Medical Device, Healthcare, Health Diagnostics",Between €500K-€ 1 million,2023,https://www.fadamedical.com/,IE,,,
TalkAI,https://www.eu-startups.com/directory/talkai/,Ireland,"Your personal assistant for a smarter life. Experience the convenience of getting instant advice through WhatsApp and Telegram with TalkAI's powerful artificial intelligence technology! TalkAI is a software that enables users to communicate with the ChatGPT model through written and voice messages on popular messaging applications such as WhatsApp, Telegram, and others.",Dublin,"Software Development, Tech, Apps",No funding announced yet,2023,https://talkai.net,IE,,,
Capdelta,https://www.eu-startups.com/directory/capdelta/,Ireland,"Capdelta is a wealth-tech startup focusing on client-centric solutions to enhance wealth management and financial services. Our aim is to make processes more efficient and collaborative, modernising the role of the advisors and empowering clients with new digital ways of managing their money and investments. Capdelta offers technology solutions to the wealth management industry.",Dublin,"FinTech, Software, ENterprise Software",No funding announced yet,2023,http://www.capdelta.io,IE,,,
reuzi,https://www.eu-startups.com/directory/reuzi/,Ireland,"reuzi is a one-stop shop for minimal waste lifestyle. We offer a vast range of high quality, ethically made products as well as services such as corporate workshops & advice, school and community talks to help drive change.",Dublin,"sustainability, waste, ethically",No funding announced yet,2023,https://reuzi.ie,IE,,,
probvision,https://www.eu-startups.com/directory/probvision/,Ireland,"Probvision produces the world's smallest and most power-efficient, pocket-size edge AI camera and mini-edge computer to solve critical problems in healthcare, security, transportation, and energy automation applications. 
 
 Our camera with thermal sensors and AI algorithms will provide more resilient health monitoring of vulnerable people in night/ low light conditions, design optimal energy strategies, save money, reduce emissions, and improves safety for the premises and customers. We are presenting our product VIMs (vision based intelligent public health monitoring system).",Longford,"Science, Technology, Engineering, IT Consulting",Between €100K-€500K,2023,https://www.probvision.com/,IE,,,
HivenHub,https://www.eu-startups.com/directory/hivenhub/,Ireland,"Looking for a new way to make use of underutilized spaces? Hivenhub is your answer! We offer a platform that connects owners of underutilized spaces with tenants looking for affordable and flexible space solutions. Our fractional ownership model provides a unique opportunity for tenants to invest in the spaces they rent, creating a mutually beneficial relationship between owners and tenants. Join the Hivenhub community and discover a new way to reimagine real estate.",Dublin,"Real estate, proptech",No funding announced yet,2023,http://hivenhub.ie,IE,,,"Hivenhub is a proptech startup based in Ireland that is focused on transforming the future of real estate through the adaptive reuse of spaces. Our mission is to create a new wave of sustainable urban development by promoting the sharing and reuse of underutilized spaces. We are passionate about finding innovative solutions to address the growing demand for affordable and flexible spaces, particularly in urban areas.
We believe that our approach to adaptive reuse of spaces will not only provide a practical solution to the growing demand for space, but also contribute to sustainable urban development by reducing waste, carbon footprint, and energy consumption. Our platform enables individuals, businesses, and communities to find and share spaces that can be utilized for various purposes such as co-working, events, and retail.
At Hivenhub, we are committed to delivering exceptional customer experience by leveraging cutting-edge technologies such as AI and blockchain to provide a seamless, secure, and transparent platform. Our team comprises experienced professionals from the real estate and technology industries, who are dedicated to revolutionizing the real estate industry by promoting sustainable urban development through adaptive reuse of spaces.
We have a unique value proposition that sets us apart from traditional real estate companies. Our platform provides an alternative solution to the traditional long-term lease model, offering flexible, affordable, and sustainable options for space utilization. With our innovative business model, we are poised to disrupt the real estate industry and make a significant impact on sustainable urban development."
La Ruche Health,https://www.eu-startups.com/directory/la-ruche-health/,Ireland,"We help healthcare teams (hospitals, clinics and labs) go digital so they can onboard, treat and bill patients faster.",Dublin,EMR Digital Health AI Automation,No funding announced yet,2023,https://laruche.health/,IE,,,"The breakthrough digital health solution automates appointment and patient registrations through a self-service instant messaging chatbot (WhatsApp) and delivers an EMR well aligned with simple clinical workflows.
We use AI, instant messaging automation, and web and mobile apps to deliver our B2B SaaS solution."
