name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
NativeExpress,https://www.eu-startups.com/directory/nativeexpress/,Germany,"NativeExpress is the ultimate React Native & Expo boilerplate with everything you need to build, launch, and monetize your mobile app quickly. From concept to App Store and Play Store in record time, complete with step-by-step submission guides.",Berlin,"Expo boilerplate,reactnative",No funding announced yet,2024,https://native.express,Active,https://www.linkedin.com/in/robin-sadeghpour-faraj-204196230/,DE,"NativeExpress is the ultimate React Native & Expo boilerplate with everything you need to build, launch, and monetize your mobile app quickly. From concept to App Store and Play Store in record time, complete with step-by-step submission guides.
Native Express provides all the essential tools and templates to fast-track your mobile app development, saving you time and making the transition to native development seamless and intuitive."
Minimum Code,https://www.eu-startups.com/directory/minimum-code/,Germany,"Minimum Code is a Munich-based no-code development agency that simplifies app and web development for non-technical entrepreneurs. We transform business ideas into custom digital solutions quickly and affordably, making technology easy and accessible for everyone. Whether you're looking to start up or scale up, we enable you to launch your project without needing any coding skills.",Munich,"MVP Development, No-Code/Low-Code, Agile Support",No funding announced yet,2022,https://www.minimum-code.com/,Active,https://www.linkedin.com/company/minimum-code-com/,DE,"At Minimum Code, we help businesses build web and mobile apps faster and smarter - without getting bogged down in traditional coding. Based in Munich, we use powerful tools like Bubble.io, Xano.com, Figma, and Webflow to turn your ideas into reality.
We're particularly passionate about working with founders and startups who need to get their products to market quickly. Why spend months on complex coding when you can launch sooner with no-code and low-code solutions?
Our team believes in keeping things simple:
- We collaborate closely with our clients.
- We communicate clearly and honestly.
- We're always learning and improving.
- We focus on what works, not what's fancy.
- We take the initiative to solve problems.
When you work with us, you're working with people who genuinely care about your project's success. Our experts don't just know the tools - they're constantly pushing the boundaries of what's possible with no-code solutions.
Want to see how we can speed up your project? Visit us at www.minimum-code.com or call us at +4915167775713 to learn more."
owntag,https://www.eu-startups.com/directory/owntag/,Germany,owntag offers server side tagging with 100% European hosting for Google Tag Manager Server Side Container.,Hamburg,"analytics,tracking,gdpr,privacy",No funding announced yet,2022,https://www.owntag.eu,Active,https://www.linkedin.com/company/89655056/,DE,"owntag provides a privacy-friendly, European-hosted infrastructure for server-side tagging using Google Tag Manager (GTM). By routing data through a server-side tag manager, owntag enhances data privacy, control, and quality for digital analytics. Our solution addresses common issues of client-side tagging, such as limited control over data privacy, data quality losses due to ad blockers, and the impact on browser performance. With owntag, businesses can set up and manage a server-side GTM container with ease, ensuring GDPR compliance and data security through our exclusive use of European cloud infrastructure. owntag simplifies hosting, monitoring, and maintaining your GTM setup, making it accessible for both small businesses and large enterprises looking for modern, robust and end-to-end controllable data collection."
Luftling Drohnenfotografie,https://www.eu-startups.com/directory/luftling-drohnenfotografie/,Germany,"Luftling Drohnenfotografie is an innovative German company specializing in high-quality aerial imaging and specialized drone services across various industries. Our customized solutions include real estate photography, construction documentation, inspections, and precise surveying flights. By utilizing state-of-the-art drone technology, we provide clients with unique perspectives and valuable insights that go beyond traditional photography. Our target clients include real estate agents, construction companies, architects, and facility managers who rely on visually compelling and cost-effective solutions. Visit our website at https://luftling.de to discover how our services can contribute to your project’s success.",Bonn,"Aerial Photography, Drone Inspections, Real Estate Imaging, Construction Documentation",Between €1-€100K,2022,https://luftling.de/,Active,https://www.linkedin.com/company/luftling,DE,"Luftling Drohnenfotografie is a forward-thinking German company that leverages the power of drone technology to deliver innovative, high-quality aerial solutions tailored to meet the diverse needs of modern businesses. We offer a comprehensive range of drone services, including real estate photography, construction monitoring and documentation, structural inspections, and detailed aerial surveys. Our aim is to elevate projects across various industries by providing clients with unique, data-driven insights and perspectives.
At Luftling Drohnenfotografie, we understand that each industry has specific requirements. For real estate professionals, we capture visually stunning aerial views and immersive virtual tours that enhance property listings and attract prospective buyers. Our construction documentation services are designed for architects and construction managers who need reliable visual records, enabling them to monitor project progress, identify potential issues early, and ensure compliance with timelines and budgets. For inspection needs, our drones access hard-to-reach areas—whether rooftops, chimneys, or industrial equipment—offering high-resolution imagery and thermal data that ensure safety while saving time and costs. Additionally, our precise surveying flights are ideal for land developers, facility managers, and environmental consultants looking for accurate, comprehensive aerial data.
Our commitment to quality, safety, and customer satisfaction drives us to continuously invest in cutting-edge drone technology and industry-leading techniques. Each project is handled with meticulous care to ensure clients receive tailored, impactful results that add real value to their operations. Discover how Luftling Drone Photography can bring your projects to new heights. Visit our website at https://luftling.de for more information."
nowPredict.ai,https://www.eu-startups.com/directory/nowpredictai/,Germany,Instantly deliver AI use cases without coding,Germany,"Machine Learning, AI, AutoML, Self-Service",No funding announced yet,2024,nowPredict.ai,Active,https://www.linkedin.com/company/nowpredict-ai/,DE,"nowPredict.ai empowers users to rapidly train, analyze, and explain machine learning models (regression and classification) without coding. With just a few guided clicks, users can go from raw data to a fully optimized model, complete with performance insights and explainability features, making ML accessible to both beginners and experts."
FinetuneFast,https://www.eu-startups.com/directory/finetunefast/,Germany,"Finetune ML models in days, not weeks",Warthausen,"boilerplate, No-Code AI, Model Deployment",No funding announced yet,2024,https://finetunefast.com,Active,,DE,"FinetuneFast is your ultimate solution for finetuning AI models and deploying them quickly to start making money online with ease. Here are the key features that make FinetuneFast stand out:
- Finetune your ML models in days, not weeks
- The ultimate ML boilerplate for text-to-image, LLMs, and more
- Build your first AI app and start earning online fast
- Pre-configured training scripts for efficient model training
- Efficient data loading pipelines for streamlined data processing
- Hyperparameter optimization tools for improved model performance
- Multi-GPU support out of the box for enhanced processing power
- No-Code AI model finetuning for easy customization
- One-click model deployment for quick and hassle-free deployment
- Auto-scaling infrastructure for seamless scaling as your models grow
- API endpoint generation for easy integration with other systems
- Monitoring and logging setup for real-time performance tracking
Save hours in complex finetuning setups and deployments with FinetuneFast. Choose from the Starter plan for individuals and small teams or the All In plan for businesses and advanced users. Get access to finetuning boilerplates, production-ready interference boilerplates, RAG examples and templates, best practices for high-standard finetuning models, Discord community access and support, and lifetime updates. Pay once and build unlimited projects with FinetuneFast. Start your AI journey today and join makers who are already benefiting from FinetuneFast."
bestprover,https://www.eu-startups.com/directory/bestprover/,Germany,"The all-in-one review platform that aggregates reviews from various qualified sources into one overall rating. Users will easily find and discover best-rated companies and services, enhanced by an AI-powered algorithm, while businesses will be able to engage directly with new customers. All of this combined in a modern, user-friendly UI/UX design that both users and businesses can access on multiple devices, anytime, anywhere.",Berlin,"review platform, trust platform, saas, recommendations",No funding announced yet,2024,https://www.bestprover.com/,Active,https://www.linkedin.com/company/bestprover,DE,
Webtoptech,https://www.eu-startups.com/directory/webtoptech/,Germany,"We specialize in creating engaging and user-friendly websites, as well as developing custom apps that meet the specific needs of our clients.",München,"web design,web development",Between €1-€100K,2024,https://webtoptech.com/,Active,,DE,
CatchConvert,https://www.eu-startups.com/directory/catchconvert/,Germany,"Catch & Convert is a results-driven SEO agency offering expert services in search engine optimization, content marketing, reputation management, and digital marketing. We help businesses enhance their online visibility, attract targeted traffic, and convert leads into loyal customers. With tailored strategies and a focus on measurable outcomes, Catch & Convert ensures your brand grows, thrives, and maintains a strong, trusted digital presence.",Aichach,"SEO, Digital Marketing, Content Marketing",Between €1-€100K,2024,https://catchconvert.com/,Active,https://www.linkedin.com/company/catch-and-convert/,DE,"Catch & Convert is a results-driven SEO agency offering expert services in search engine optimization, content marketing, reputation management, and digital marketing. We help businesses enhance their online visibility, attract targeted traffic, and convert leads into loyal customers. With tailored strategies and a focus on measurable outcomes, Catch & Convert ensures your brand grows, thrives, and maintains a strong, trusted digital presence."
Sparrow Networks GmbH,https://www.eu-startups.com/directory/sparrow-networks-gmbh/,Germany,"Sparrow is a startup specializing in B2B SaaS for manufacturing. The firm offers a one-of-a-kind, user-friendly, mobile-optimized spare parts management platform for manufacturers of every kind. This tech solution helps clients clean their data, standardize their parts catalogue, find optimal inventory levels, share info across job sites, forecast part usage, and source cheaper parts--and it's available on any computer, tablet, or smart phone.",Berlin,"parts, maintenance, manufacturing, procurement",No funding announced yet,2019,https://www.sparrow.parts/,Active,https://www.linkedin.com/company/sparrow-networks-gmbh/,DE,"Sparrow.Plan is a SaaS product for planning and optimizing  spare parts stocks. Using tens of data points, live info from suppliers and learning algorithms, Sparrow.Plan is able to recommend the ideal stock room level: eliminate over stock and reduce downtime.
Planning and optimization for every spare part on stock:
- Sparrow.Plan uses part specific demand forecasting based on the part classification
- Customized per site based on local historical data for spare parts procurement and usage
- A learning algorithm improves recommendations based on user input and new data
User friendly and intuitive application for data-driven spare parts planning:
- Key stockroom metrics at your fingertips
- Detailed analysis per part gives you confidence and control
- Built-in approval processes reflect your internal processes
Collaboration and integration with leading ERPs:
- Supporting import and export templates
- Live integration with ERP possible - for ingesting updated data and sending planning records"
Kubernetes Training,https://www.eu-startups.com/directory/kubernetes-training/,Germany,Become proficient in Kubernetes and enhance your software development career.,Dublin,education,Between €1-€100K,2016,https://kubernetestraining.io/,Active,,DE,"Step into the future of software development with our Kubernetes training. Led by an expert instructor with extensive experience, this course caters to all skill levels, offering practical insights into Kubernetes, Docker, and related technologies like Java and Spring Boot."
StudyBlaze,https://www.eu-startups.com/directory/studyblaze/,Germany,"Studyblaze transforms boring study materials like documents, presentations, PDFs, URLs, video and audios into interactive quizzes and flashcards. It comes with an AI tutor that grades students answers and explains why they are right or wrong and always provides more information to dive deeper.",Mainz,"Education, AI Tutor, Online Learning",No funding announced yet,2024,https://www.studyblaze.io/,Active,,DE,
TransferRocket,https://www.eu-startups.com/directory/transferrocket/,Germany,"Your fast, secure and affordable way to transfer files",München,"Tech, Productivity, File Transfers, SaaS",No funding announced yet,2024,https://www.transferrocket.io,Active,https://www.linkedin.com/company/transferrocket,DE,"TransferRocket is your launchpad for high-speed, secure file transfers designed to boost your productivity. No need for complicated and time-consuming software installations. With TransferRocket, you can instantly start transferring files in just a few clicks and thanks to the pay-per-use pricing model, you’ll only pay for what you really need."
colormass GmbH,https://www.eu-startups.com/directory/colormass-gmbh/,Germany,"All your 3D needs on one centralized platform. Trusted by leading brands in the furniture, apparel, and automotive industries, colormass simplifies 3D management. From rendering marketing images and digitizing materials to building configurators and exporting data for diverse use cases, colormass streamlines 3D management in the cloud.",Berlin,"3D, SaaS, Cloud, Configurator, Rendering, Material Scanning",No funding announced yet,2016,colormass.com,Active,https://www.linkedin.com/company/colormass,DE,"SaaS company developing and providing cloud-based solutions tailored to the ecommerce-driven industries. Specializing in PBR Material Scanning & Tiling, Image Rendering, Real-time 3D Configurators, Data Exports and much more.
With the colormass platform you can manage your own 3D assets and materials, and use them to independently generate marketing outputs.
We also provide guidance and support, as well as content creation services."
StudyBlaze,https://www.eu-startups.com/directory/studyblaze/,Germany,"Studyblaze transforms boring study materials like documents, presentations, PDFs, URLs, video and audios into interactive quizzes and flashcards. It comes with an AI tutor that grades students answers and explains why they are right or wrong and always provides more information to dive deeper.",Mainz,"Education, AI Tutor, Online Learning",No funding announced yet,2024,https://www.studyblaze.io/,Active,,DE,
Networther,https://www.eu-startups.com/directory/networther/,Germany,"Networther simplifies financial decision-making for expats living in Germany by offering free, intuitive calculators tailored to their unique needs. Focused primarily on real estate investments, our platform helps users evaluate properties and calculate mortgage affordability, rental yields, and potential returns. With our easy-to-use tools, we aim to demystify complex financial scenarios, allowing users to make confident decisions about buying property and managing their finances in a foreign country.",Berlin,"Personal Finance, Financial Planning, Financial Calculators",No funding announced yet,2024,https://www.networther.me/,Active,https://www.linkedin.com/company/networther/,DE,
IsarTech Company (ITC),https://www.eu-startups.com/directory/isartech-company-itc/,Germany,Reinventing E-Commerce through conversational product discovery,Munich,"AI Assistants, Conversational Shopping, SaaS",No funding announced yet,2024,https://isartech.io,Active,https://www.linkedin.com/company/isartech/,DE,"ITC is your one-stop-shop for conversational assistants in e-commerce. We provide fully managed conversational shopping assistants that enable a fast, natural and individualised product discovery journey. Join us in reinventing e-commerce, one conversation at a time."
SportsIn,https://www.eu-startups.com/directory/sportsin/,Germany,"SportsIn is a dynamic startup that provides specialized courses, training certificates, and job opportunities in various sports disciplines. Incorporated with Hopn UG in Munich, SportsIn promotes health and fitness through professional training programs while also offering employment opportunities for specialists in the sports industry. Whether you're a beginner or an experienced athlete, or a sports professional seeking job opportunities, SportsIn caters to all levels with a commitment to fostering excellence and career growth. Backed by its partnership with Hopn UG, the startup benefits from a strong educational and business foundation in Munich.",Munich,SportsIn sports football,No funding announced yet,2024,https://sportiin.com/trainers,Active,,DE,"SportsIn is a dynamic startup that provides specialized courses, training certificates, and job opportunities in various sports disciplines. Incorporated with Hopn UG in Munich, SportsIn promotes health and fitness through professional training programs while also offering employment opportunities for specialists in the sports industry. Whether you're a beginner or an experienced athlete, or a sports professional seeking job opportunities, SportsIn caters to all levels with a commitment to fostering excellence and career growth. Backed by its partnership with Hopn UG, the startup benefits from a strong educational and business foundation in Munich."
Luxus Spanndecken Design,https://www.eu-startups.com/directory/luxus-spanndecken-design/,Germany,"""Luxus Spanndecken Design"" – exclusive stretch ceilings for your interior in Germany",Grünstadt,"stretch, ceilings, design",No funding announced yet,2017,https://luxus-spanndecken.de/,Active,,DE,"""Luxus Spanndecken Design"" offers high-quality stretch ceilings that will add an elegant touch to your home, office, or commercial space. We specialize in installing ceilings of any complexity, from minimalist single-color designs to intricate solutions with lighting and multi-level structures. Our ceilings not only enhance space and style but also provide practical benefits—masking imperfections, improving acoustics, and increasing thermal insulation.
We work with environmentally friendly materials that meet European quality standards and offer personalized solutions for each client. Our team ensures professional and fast installation at reasonable prices."
DmarcDkim.com UG,https://www.eu-startups.com/directory/dmarcdkimcom-ug/,Germany,"DmarcDkim.com is a comprehensive DMARC (Domain-based Message Authentication, Reporting, and Conformance) solution designed to enhance email infrastructure analytics and security. Our platform offers a user-friendly approach to implementing and managing DMARC, which is crucial for improving email delivery rates and combating email impersonation scams.",Berlin,"DMARC Analytics, DMARC Check, B2B, SaaS",No funding announced yet,2024,https://dmarcdkim.com/,Active,https://www.linkedin.com/company/dmarcdkim/,DE,"DmarcDkim.com helps elevate your email campaigns by increasing the likelihood of bypassing spam filters and improving overall email deliverability. This ensures your messages reach their intended recipients effectively. Our system also safeguards your domain reputation against spoofing attacks and implements a compliant email authentication setup to maintain brand integrity.
Users gain access to intuitive dashboards that provide comprehensive insights into email delivery performance. These tools make it easy to identify and address misconfigured email sources, optimizing your email infrastructure. We provide actionable insights through easy-to-handle action plans to fix email delivery issues, along with guided assistance through the process of becoming DMARC compliant.
Our platform is designed for universal accessibility, catering to a wide range of users including CEOs, marketers, product managers, and developers. No expert knowledge is required to start securing your email domain, making it an ideal solution for businesses of all sizes and technical expertise levels.
How It Works
The process begins with a domain check, where we perform an instant analysis of your domain to identify potential threats and weak spots in your email security and deliverability. Next, you'll connect your domain to DmarcDkim.com to start receiving and analyzing DMARC reports. This monitoring setup allows you to gain valuable insights into your email authentication performance.
Once connected, you'll have access to our comprehensive dashboard. This gives you a clear overview of your email sources and helps identify areas for improvement in your email delivery strategy. Throughout the process, we provide step-by-step guidance to achieve full DMARC compliance and maximize your email security.
Why Choose DmarcDkim.com?
DmarcDkim.com stands out for its simplicity. We handle the complex challenges of email security and deliverability, allowing you to focus on your core business activities. Our solution has proven effectiveness, with users reporting increases in email delivery rates of up to 25%.
We offer comprehensive protection against various email-based threats, including Business Email Compromise (BEC) attacks, which have cost businesses billions of dollars. Our platform is specifically designed to backtrace DMARC verification failures and provide actionable solutions, leveraging our expertise in email authentication.
With DmarcDkim.com, you receive continuous support through ongoing monitoring and analysis to ensure your email infrastructure remains secure and efficient. By choosing our service, you're not just implementing a security measure; you're investing in the trust and reliability of every message you send.
Join us in our mission to accelerate worldwide DMARC adoption and create a safer digital communication environment for businesses and individuals alike. With DmarcDkim.com, you can trust that your email communications are protected, compliant, and optimized for delivery."
Transparent Hiring,https://www.eu-startups.com/directory/transparent-hiring/,Germany,Transparent Hiring is a German recruitment & relocation company that supports IT and digital professionals in securing jobs as well as moving to Germany.,Munich,"recruitment, relocation, human resources",No funding announced yet,2020,https://www.transparent-hiring.com,Active,https://www.linkedin.com/in/inessa-tikonov/,DE,"Transparent Hiring is a German recruitment & relocation company that supports IT and digital professionals in securing jobs as well as moving to Germany. They provide comprehensive services including career consultation, job search assistance, visa and relocation support, and help with finding rental apartments. From identifying suitable job openings and crafting CVs to preparing for interviews and facilitating a smooth move to Germany, Transparent Hiring ensures a seamless process. Known for their expertise in visa processing and in-depth knowledge of the German job market, they are a trusted partner for many IT and digital professionals seeking new opportunities in Germany."
Brunae Body,https://www.eu-startups.com/directory/brunae-body/,Germany,"Brunae Body specializes in innovative tanning solutions that enhance melanin production for a quick, sun-kissed glow. Our products nourish and hydrate the skin with natural oils and botanical extracts, ensuring a radiant finish while prioritizing skin health. Available globally, Brunae Body makes healthy tanning accessible for all, empowering individuals to embrace their natural beauty confidently.",Berlin,"BrunaeBody,Tanning,SunKissedGlow",Between €100K-€500K,2024,http://www.brunaebody.com,Active,https://www.linkedin.com/company/brunae-body/,DE,"Brunae Body is at the forefront of the tanning industry, offering innovative products specifically designed to provide a stunning, sun-kissed glow without compromising skin health. Our unique formulations are expertly crafted to enhance melanin production, allowing you to achieve a beautiful tan in significantly less time while minimizing harmful UV exposure. This approach not only saves you time but also reduces the risks associated with prolonged sun exposure.
What sets Brunae Body apart is our commitment to skin nourishment. Each product is infused with natural oils and botanical extracts that hydrate, soothe, and protect your skin while you tan. This dual-action formula ensures that your skin remains soft and healthy, promoting an even, radiant finish suitable for all skin types.
In a fast-paced world, Brunae Body understands the need for effective and convenient tanning solutions. Our fast-acting products seamlessly fit into busy lifestyles, making it easy to maintain a gorgeous glow for any occasion—be it a beach vacation, a special event, or simply a desire to shine all year round.
With a global reach, including availability in Australia, the USA, UK, Europe, and the Middle East, Brunae Body is dedicated to making healthy tanning accessible to everyone. Our mission is to empower individuals to embrace their natural beauty confidently, prioritizing both aesthetics and skin health.
Join us on a journey to illuminate your skin with Brunae Body. Experience the difference of quick, effective, and nourishing tanning solutions that leave you looking and feeling radiant. Let Brunae Body be your partner in achieving a healthy, beautiful tan that showcases your vibrant self."
ADS Quiz,https://www.eu-startups.com/directory/ads-quiz/,Germany,The Smart Landing Builder,Hamburg,"saas, builder, no-code",Between €1-€100K,2022,https://adsquiz.io/en/,Active,https://www.linkedin.com/company/ads-quiz/,DE,"A quiz is a web page for an online survey, the task of which is to interactively collect the necessary data and contacts of potential customers for further communication with them. A quiz can have 5 or 50 questions, depending on the goal.
After the user answers all the questions, the algorithm will offer a personalized offer (based on the answers) or a general offer that the marketer who created the quiz needs.
It can also be an evaluation format where the user receives a certain score for each answer, and at the end of the quiz, the respondent receives a certain grade.
In our case, a quiz should be considered an online tool for marketers.
With ADS Quiz, you can communicate more interactively with your audience, get better leads, and facilitate the work of your sales team, as the received leads contain not only a phone number/name/email, but also additional questions about the potential customer’s preferences, needs, etc."
Explain.Codes,https://www.eu-startups.com/directory/explaincodes/,Germany,"At Explain.codes you will find a broad spectrum of content covering essential development topics, from web design to database management and beyond",London,B2B,Between €1-€100K,2024,https://explain.codes/,Active,,DE,"Explain.codes is your go-to resource for coding knowledge, designed to support and inspire both newbie and experienced developers. Here, you will find a broad spectrum of content covering essential development topics, from web design to database management and beyond. Our goal is to provide you with practical advice, efficient coding techniques, and the latest trends"
Affirmation AI,https://www.eu-startups.com/directory/affirmation-ai/,Germany,"Affirmation AI creates personalized voice-guided affirmation sessions to help users achieve their goals, practice gratitude, and reprogram their mindset for success.",Hamburg,"Affirmation App, Self-Improvement Software, Personal Development, Mental Wellness",No funding announced yet,2024,https://www.affirmationai.io/,Active,,DE,"Affirmation AI is an innovative platform that combines personalized affirmations with goal-setting to support users in achieving personal success and mental well-being. Our app generates tailored, voice-guided affirmation sessions based on individual long-term goals and daily objectives.
Users start by setting their long-term aspirations and reflecting on daily objectives and gratitude before each session. This ensures that every affirmation session is relevant and impactful. By regularly engaging with Affirmation AI, users develop positive habits that foster mindfulness and a growth-oriented mindset.
Designed for flexibility, the app fits seamlessly into any schedule, making it easier for users to practice self-improvement and focus on what truly matters. Transform your mindset and unlock your potential with Affirmation AI."
DepoGenius,https://www.eu-startups.com/directory/depogenius/,Germany,"A smart AI app created for lawyers to engage with their transcripts. Pose a question, and Genius will provide the answer.",London,B2B Legal Software,No funding announced yet,2024,http://www.depogenius.com/,Active,https://www.linkedin.com/in/blake-boyd00/,DE,"DepoGenius.com is an AI-driven platform created to streamline the deposition process for lawyers. The software assists legal professionals by analyzing transcripts, creating summaries, and providing key insights for voir dire, opening statements, and witness preparation. Using advanced AI algorithms, DepoGenius simplifies the often-complex litigation process, saving time and improving precision. It’s a critical tool for trial preparation, offering automated transcript analysis and insights to give lawyers a strategic advantage in both courtrooms and mediations."
Beglaubigt,https://www.eu-startups.com/directory/beglaubigt/,Germany,"We make law accessible to everyone. Now available in Germany.

We simplify the process up to certification or notarization of any kind. Submit a non-binding and free inquiry regarding your matter for quick processing.",Munich,"Legal, notary, digital",No funding announced yet,2023,https://beglaubigt.de/,Active,,DE,
SKILLFIRE,https://www.eu-startups.com/directory/skillfire/,Germany,"SKILLFIRE is your mobile companion & toolbox, designed to help you conquer specific challenges like communication, decision making, leadership and more… with personalized exercises and quests.",Munich,"learning, personalgrowth, ai, adaptivelearning",Between €100K-€500K,2021,https://skillfire.io,Active,https://www.linkedin.com/company/skillfire-io/,DE,"Are you overwhelmed by the vast amount of content, strategies and hacks to achieve your professional goals and still don’t know what to do next?
Don’t worry, we’re here for you.
SKILLFIRE is a mobile companion and toolbox app that helps ambitious professionals and aspiring leaders to master their specific challenges, like communication, decision making, leadership and many more…
How? 
It's simple:
1. Get personalized tools and tactics tailored to your specific needs
2. Practice in AI-driven scenarios that mirror your real-life challenges and get instant feedback
3. Apply what you've learned through guided real-world quests
Whether you're preparing for a crucial presentation or navigating a difficult team dynamic, SKILLFIRE provides the targeted support to master your challenge.
It's like having a personal coach that knows exactly what you need and how to get you moving.
Download now for free on iOS."
ad:personam Gmbh,https://www.eu-startups.com/directory/adpersonam-gmbh/,Germany,"ad:personam is a Self Serve DSP, empowering businesses, startups, and SMB marketing agencies with an all-inclusive solution for programmatic advertising and campaign management. Built directly on Microsoft Invest DSP's API and powered by advanced AI and machine learning algorithms, ad:personam offers a seamless, integrated experience with global inventory and third-party data providers across display, video, audio, and CTVs.

Unlock the full potential of AI with features like the AI-powered Assistant Planner, which simplifies campaign setup and optimization, and Insights CoPilot, which transforms complex data into actionable insights. Leverage our unique Contextual Template for precise real-time content targeting using cookieless segments from Peer39 and Eyeota.

Our flexible pricing model ensures no minimum ad spend, breaking financial barriers and making programmatic advertising accessible to all. Manage your campaigns with ease using our intuitive interface, upload various ad formats effortlessly, and gain access to a comprehensive data marketplace for targeted solutions.

With ad:personam, experience a powerful yet simple way to drive your marketing goals forward, achieve exceptional results, and stay ahead in the competitive programmatic advertising landscape.",Hamburg,"advertising, saas, ai, dsp",Between €1-€100K,2021,https://www.adpersonam.io/,Active,https://www.linkedin.com/company/adpersonamhq,DE,"ad:personam is a Self Serve Demand Side Platform (DSP), empowering businesses, startups, and SMB marketing agencies with an all-inclusive solution for programmatic advertising and campaign management. Built directly on the Microsoft DSP API, it offers seamless integration with global inventory and leading third-party data providers, supporting display, video, audio, and CTV formats.
Our platform features cutting-edge AI-driven tools like Insights CoPilot and AI Assistant Planner to enhance your campaign's efficiency and effectiveness. These tools offer data-driven decision-making, turning complex data into actionable insights and providing multi-channel support to ensure your ads reach the right audience across various platforms.
Key features include:
- Real-time campaign control
- Multi-format creative ad uploads, including GIF, JPEG, PNG, HTML5, video, and audio files
- Smart Templates to simplify the campaign setup process
- No minimum ad spend requirement
- Flexible 'Cancel Anytime' SaaS pricing model
With ad:personam, advertisers can effectively reach their targeted audience through a suite of programmatic buying solutions, including:
- Contextual Targeting
- Audience Segments
- CTV Campaigns
- Video & Audio Ads
- Remarketing
Our platform enables swift adjustments to align with evolving market conditions and includes advanced targeting options such as demographics, interests, and behaviors. Users can employ various Smart Templates to quickly set up their campaigns and enjoy features like whitelisting or blocklisting specific websites, as well as a built-in fraud detection system.
With ad:personam as your Self Serve DSP, you get the tools to take charge of your programmatic advertising campaigns, streamline workflows, and achieve your marketing objectives with unparalleled precision and control."
Stadt Land Stall | Bio-Rindfleisch,https://www.eu-startups.com/directory/stadt-land-stall-bio-rindfleisch/,Germany,"Bio Rindfleisch vom Landwirt direkt zu dir nach Hause - transparent, bewusst und nachhaltig.",Munich,"B2C, E-Commerce, Organic Meat",No funding announced yet,2022,https://stadt-land-stall.de,Active,,DE,"Als Lieferdienst für Bio Rindfleisch direkt vom Landwirt zu dir nach Hause möchten wir das Bewusstsein für den Wert von Tieren, ihren Produkten und den Menschen, die für deren Aufzucht und Produktion sorgen, stärken. Unser Ziel ist es, dir die Möglichkeit zu geben, fundierte Entscheidungen zu treffen, indem du erfährst, wie die Tiere leben, deren Produkte du konsumierst. Es geht nicht darum, mehr Fleisch zu essen, sondern darum, einen verantwortungsvollen Fleischkonsum zu fördern und Lebensmittelverschwendung durch vollständige Verwertung der Tiere zu minimieren."
Xound.io,https://www.eu-startups.com/directory/xoundio/,Germany,"Xound is an AI-powered software that instantly enhances audio quality by removing background noise and improving voice clarity for any video or audio file. Users can simply drag and drop their media into Xound, and the software uses advanced algorithms to analyze and process the sound, focusing on pitch correction, dynamic range compression, and high-frequency presence enhancement. This results in a cleaner, more professional audio output without requiring any manual editing or technical expertise. Designed for content creators, podcasters, YouTubers, and TikTokers, Xound can operate on the user's device, ensuring privacy and security with no need for internet uploads. It offers a free trial and simple pricing options for more extensive use, making high-quality audio accessible to all creators.",Munich,"Artificial Intelligence, SaaS",No funding announced yet,2023,https://xound.io,Active,,DE,"Xound is an AI-powered software that instantly enhances audio quality by removing background noise and improving voice clarity for any video or audio file. Users can simply drag and drop their media into Xound, and the software uses advanced algorithms to analyze and process the sound, focusing on pitch correction, dynamic range compression, and high-frequency presence enhancement. This results in a cleaner, more professional audio output without requiring any manual editing or technical expertise. Designed for content creators, podcasters, YouTubers, and TikTokers, Xound can operate on the user's device, ensuring privacy and security with no need for internet uploads. It offers a free trial and simple pricing options for more extensive use, making high-quality audio accessible to all creators."
blabladoc,https://www.eu-startups.com/directory/blabladoc/,Germany,"blabladoc provides instant translations of medical jargon, making diagnoses clear and accessible. Upload reports and get simple explanations in just seconds.",Berlin,"health, ai, assistant",No funding announced yet,2024,https://blabladoc.de/,Active,,DE,"blabladoc addresses the common problem of patients struggling to understand their medical diagnoses. It translates complex medical terminology into simple language within seconds. Users can upload their doctor's letters and instantly receive clear, accessible explanations. This AI-powered tool helps users engage more fully in their healthcare by providing easy-to-understand information. blabladoc prioritizes privacy, complies with GDPR, and offers data deletion features. It is designed to support patient comprehension, not to replace professional medical advice."
Expressa,https://www.eu-startups.com/directory/expressa/,Germany,"Design stunning newsletters, transactional emails, and pixel-perfect PDF documents in just minutes, not days, with Expressa's powerful nocode editor. Effortlessly create and automate your content.",Berlin,"SaaS,NoCode,EMail Builder",Between €1-€100K,2023,https://www.expressa.io,Active,,DE,"Design your Emails and PDF Documents so quickly without breaking anything and getting the perfect results so easily. Start out on any of our well crafted design blocks.
Pick a template, define your own data model and upload any CSV or provide Data via API to mass-generate Emails and PDF Documents.
Send and track Emails as mailings, quickly generate hundreds of pdfs you can download as a zip or even send them via online letters.
Utilize our easy to use, multi-tenant capable API to manage templates, send Emails and generate PDF Documents quickly from within your application.
Quickly embed our editors into your application to offer powerful yet easy-to-use Email and Report Designers directly to your users.
Quicly try yourself with our interactive demo https://www.expressa.io/demo"
