name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
Loore,https://www.eu-startups.com/directory/loore/,Estonia,"Web3 Social Network. Find any contacts or databases all around the world. Describe the business best are	Blockchain Services, Social Network, Web3. Located at Tallin, Harjumaa, Estonia.",Tallin,"Blockchain Services, Social Network, Web3",No funding announced yet,2023,https://www.loore.io/,EE,,Active,
ImagoSpace,https://www.eu-startups.com/directory/imagospace/,Estonia,"ImagoSpace provides stock photos for designers. On ImagoSpace.com you can discover authentic, story-driven photos, videos, and illustrations that have the power to move, inspire — and engage. We are on a mission to capture, create and to preserve content to elevate visual communications around the globe with a strong focus on the European market.",Tallinn,"Photography, digital content, creatives, illustrations",No funding announced yet,2023,https://imagospace.com,EE,,Active,https://www.linkedin.com/company/imagospace
Salesforge,https://www.eu-startups.com/directory/salesforge-2/,Estonia,Personalize Cold Email Outreach at Scale to 10X Pipeline,Tallinn,"Sales Enablement, SaaS, AI, Cold Email",No funding announced yet,2023,https://www.salesforge.ai/,EE,"Salesforge is an all-in-one sales execution super app that gives every sales team the highest probability to hit their target by tackling email deliverability and the need to personalize cold email outreach at scale.
We do that by enabling real-time AI & machine learning to decision critical sales activities, enhance messaging and eliminate the need for various sales point solutions, therefore driving superior conversion rates.",,
Hom Platform,https://www.eu-startups.com/directory/hom-platform/,Estonia,"We are a globally distributed team passionate about revolutionizing the way hotel staff work together to deliver exceptional service. Hotel operations management platform that allows you to improve communication, task management and guest satisfaction in a single solution. This platform simplifies hoteliers' lives by meaningful engagement with their guests to generate loyal customers.",Tallinn,"SaaS, Mobile Apps, Software, Tourism",No funding announced yet,2023,https://www.homplatform.com/,EE,,,
Salesforge,https://www.eu-startups.com/directory/salesforge/,Estonia,"Salesforge is an innovative sales outreach platform that combines AI automation with human expertise to help businesses scale efficiently. It streamlines outreach, follow-ups, and campaign management, delivering personalized interactions that boost lead engagement, conversions, and overall sales performance.",Tallinn,"AI Sales Outreach,Sales Automation Platform",Between €1 million-€ 2.5 million,2023,https://www.salesforge.ai,EE,"Salesforge is a cutting-edge sales outreach platform designed to revolutionize how businesses engage with prospects and manage their sales pipelines. By combining advanced artificial intelligence with human-driven strategies, Salesforge automates key sales processes—such as outreach, follow-ups, and campaign management—while maintaining a high degree of personalization at scale.
With real-time insights and data-driven recommendations, Salesforge enables sales teams to craft optimized messages, identify the best times to reach out, and stay ahead of evolving market trends. Its intuitive interface and automation tools simplify sales workflows, allowing teams to dedicate their time to high-value tasks and building stronger customer relationships.
Built for businesses of all sizes, from startups to enterprises, Salesforge supports growth through efficiency and scalability. It enhances productivity, ensures top-tier deliverability, and maximizes conversions, making it an essential tool for modern sales teams aiming for consistent success and long-term growth. Whether you're looking to optimize your current process or scale operations, Salesforge empowers you to achieve your sales goals with less effort and more impact.",Active,https://www.linkedin.com/company/salesforgeai/
HELO.io,https://www.eu-startups.com/directory/helo-io/,Estonia,"A whole new world of cloud-native security and observability. At HELO, we're re-imagining the way you monitor your systems with real-time insights and a user-friendly approach. For the unsung heroes of technology, the ones who put out the fires and keep the lights on, life can be a never-ending series of challenges.",Tallinn,"Computer, Network Security, Software",No funding announced yet,2023,https://helo.io,EE,,,
Hellojobz,https://www.eu-startups.com/directory/hellojobz/,Estonia,"Hellojobz.com is an online marketplace that is changing the game of how to work remotely and the future of work globally. Hellojobz's platform connects the business with on-demand freelance partners. Helping fast-growing companies find, engage & hire the world's best remote talent.",Tallinn,"Professional services, marketplace, works remotely",Between €1-€100K,2023,https://hellojobz.com/,EE,,,
Gamevato,https://www.eu-startups.com/directory/gamevato/,Estonia,"Gamevato is a game studio founded by 3 friends whose aim is to be a leader in the mobile game industry.

Gamevato is focused on developing only car and racing games, so we will produce the best car and racing games.

Gamevato is a Estonia-based mobile game studio.",Tallinn,"Mobile, Gaming, Apps",No funding announced yet,2023,https://gamevato.com,EE,,,
Dotmoovs,https://www.eu-startups.com/directory/dotmoovs/,Estonia,"Dotmoovs develops a play-to-earn sports competition platform where users can challenge each other in their favorite sports. We started by developing our proprietary artificial intelligence system, some advanced computer vision algorithms and an arbitration engine that detects the human body and its various limbs positions, followed by a scoring algorithm to measure the player’s skill. And that’s dotmoovs, a tech company that develops and provides artificial intelligence solutions, (AI)-driven video-referees and fraud detection algorithms to monitor practice sessions and oversee sports challenges between users.",Tallinn,"Apps, Crypto, Sports",No funding announced yet,2023,https://dotmoovs.com/,EE,,,
Bob Makler,https://www.eu-startups.com/directory/bob-makler/,Estonia,"Bob Makler is the first mobile property aggregator that matches renters with their desired homes instantly. We help our clients find a new home in a couple of clicks, saving them dozens of evenings. We are a team of experienced engineers, designers, and product managers who have worked at tech startups with millions of users.",Tallinn,"Mobile Apps, Real State, Software",No funding announced yet,2023,https://bobmakler.com,EE,,,
Illustroke,https://www.eu-startups.com/directory/illustroke/,Estonia,Stunning vector illustrations from text prompts,Harjumaa,"AI, Web Design, Illustrations",No funding announced yet,2023,https://illustroke.com/,EE,"Illustroke allows users to easily create stunning vector illustrations (svg) from text prompts. Simply enter in the text you want to use, and our platform will generate a beautiful, customizable illustration that you can download and use on your website or social media. Our illustrations are perfect for adding a unique and eye-catching touch to your online content.",,
Lingobo,https://www.eu-startups.com/directory/lingobo/,Estonia,Lingobo enables language learners to practice conversational language skills through varied and engaging interactions with AI in different real-life scenarios.,Tallinn,"language learning, online learning, edtech, artificial intelligence",No funding announced yet,2023,https://lingobo.com,EE,,,
Vatabout,https://www.eu-startups.com/directory/vatabout/,Estonia,"Vatabout is all about VAT. They offer the easiest way to manage and grow your VAT compliant business in Europe. They are based in Tallinn, Estonia.",Tallinn,"Consumer Services,VAT, Tax Services",No funding announced yet,2022,https://www.vatabout.com/,EE,,,
EachHire,https://www.eu-startups.com/directory/eachhire/,Estonia,"Your candidate pipeline will always be strong with the aid of a smart talent sourcing platform. EachHire offers a Smart Talent Sourcing platform that helps companies make better hiring decisions. The company was founded in 2022 and is based in Tallinn, Estonia.",Tallinn,"Hiring, Smart Talent Sourcing,",Between €1-€100K,2022,https://www.eachhire.com/,EE,,,
Wiply,https://www.eu-startups.com/directory/wiply/,Estonia,Wimply aims to develop a neutral and all-inclusive platform that will function as a safe and free-flowing space for individuals to interact with each other.,Tallinn,"innovation, online platform, influencer",No funding announced yet,2022,https://about.wiply.net/,EE,,,
Designwich,https://www.eu-startups.com/directory/designwich/,Estonia,"The goal of Designwich is to enable everyone to become an expert who is in demand right now. regardless of geography or age.We learn, design, and share our experience with our community with a slant toward action.",Tallinn,"Business of Design, Webflow Development, geography",No funding announced yet,2022,https://designwich.com/,EE,,,
Daisen,https://www.eu-startups.com/directory/daisen/,Estonia,"The purpose of Daisen Ecosystem is to merge the advantages of DeFi and CeFi in a single dApp. Daisen users will have access to a CEX-DEX and all the tools without the inconveniences of those separate systems. 
With a multi-tool ecosystem that functions as an all-in-one platform created for the best user experience and with the best technical support, we shrink the gap between CeFi and DeFi. The best of CeFi and DeFi are combined in Daisen.",Tallinn,"CEX-DEX, DeFi, CeFi, Ecosystem",No funding announced yet,2022,https://daisen.io/,EE,,,
Zero-Code,https://www.eu-startups.com/directory/zero-code/,Estonia,Zero-Code is the ultimate Web3 launchpad designed for brands and serious creators. It delivers integrated tools to launch NFT projects & build Web3 communities without having to write a single line of code. Zero-Code provides you with a set of integrated tools for every part of the process while making it more human.,Tallinn,"Technology, Information and Internet, software",Between €100K-€500K,2022,https://www.zero-code.io/,EE,,,
Choise.com,https://www.eu-startups.com/directory/choise-com/,Estonia,"The simplest and safest method to acquire cryptocurrency is through Choise.com. Nearly a million customers use Choise.com to acquire cryptocurrency, earn up to 26% APY while holding it, or increase their income with all-around security and enticing earn products.",Harju,"Financial Services, cho markets, crpt markets",Between €1 million-€ 2.5 million,2022,https://choise.com/,EE,,,
ChillStock,https://www.eu-startups.com/directory/chillstock/,Estonia,"In Tallinn, Estonia, in 2022, visual specialists and content producers formed ChillStock (Chillstock OÜ). Our goal is to gather, produce, and preserve content to improve visual communications across the globe, with a particular emphasis on the European market. We are enabling the creative economy by identifying cultural shifts, global trends, and commercial dynamics. We are a brand-new community for makers of visual stories, and we cater to both professionals and amateurs. We are enabling our clients to tell stories that will move their brands, their customers, their readers, and their viewers while also fostering long-lasting connections on their behalf as videographers, creators, art directors, creative researchers, data scientists, and customer service professionals.",Tallin,"market dynamics, creative economy, Photography",Between €500K-€ 1 million,2022,https://chillstock.com,EE,,,
Biteful,https://www.eu-startups.com/directory/biteful/,Estonia,"Through the modernization of the food & beverage industry's ordering procedure, we hope to contribute to the development of a more sustainable global food system. With us, they feel entirely independent. Our partners can identify the top vendors in their region, giving them access to precise ordering processes and astute order insights.",Tallinn,"Intelligent & simple ordering, Stress-less, Order Guides",Between €1-€100K,2022,https://biteful.app/,EE,,,
Beltsys,https://www.eu-startups.com/directory/beltsys/,Estonia,"Beltsys is a custom software development company with a primary focus on delivering end-to-end software development services. Companyâ€™s core areas of expertise are blockchain development, web-oriented software products, business software solutions, software integration, updating, support and maintenance of developed applications. Web3 solutions, smart contracts, and blockchain",Tallinn,"Web3 , Smart Contracts, Blockchain",No funding announced yet,2022,https://beltsys.com/,EE,,,
Arbonics,https://www.eu-startups.com/directory/arbonics-2/,Estonia,"Arbonics is a tech-based carbon and ecosystem platform for forest and landowners in Europe. Building the new forest economy will assist landowners in realising the value and good climatic impact of their property. Fair compensation for landowners, validated credits for businesses, and more forests for all of us.",Tallinn,"Landowners, Forest, Planet-friendly forests",Between €1 million-€ 2.5 million,2022,https://www.arbonics.com/,EE,,,
Amploo,https://www.eu-startups.com/directory/amploo/,Estonia,"Amploo is a people management platform that assists cutting-edge, dynamic businesses in identifying the best qualities in their workforce and developing highly qualified teams. We think a team with strong tools can grow businesses and jointly solve the challenges of the entire planet. Improve existing abilities and acquire new ones with the aid of an automated talent management system that collects documents, signs them, displays relationships within teams, and listens to employee input.",Tallinn,"People management platform, LMS",No funding announced yet,2022,https://amploo.io/,EE,,,
admarket.co,https://www.eu-startups.com/directory/admarket-co/,Estonia,Admarket.co is an online marketplace where marketers and media owners can book advertising space.,Tallinn,"E-commerce platform, Advertising Booking,",No funding announced yet,2022,https://www.admarket.co/,EE,,,
Randompile,https://www.eu-startups.com/directory/randompile/,Estonia,"We help researchers in biology present their research to peers, students, funders and the public in a video animation format that is engaging, inspiring, convincing and accessible.",Tallinn,"science, communication, animation, explainers",No funding announced yet,2022,https://randompile.net/,EE,,,
Catalyst Labs OÃ,https://www.eu-startups.com/directory/catalyst-labs-ou/,Estonia,"Our mission is to connect markets and facilitate cross-border exchanges of goods and services, making them globally accessible to those that need it.",Tallinn,"SaaS, E-Commerce, B2B",No funding announced yet,2022,www.catalyst-labs.tech,EE,"Catalyst Labs OÜ provides a supply chain marketplace for connecting European, Middle-East and African markets for sustainable growth.
Following the dearth of a wholesale (B2B) marketplace for European, Middle East and African (EMEA) regions, we provide a SaaS marketplace to help businesses to facilitate trade and get all the support needed while trading goods and services. Developing markets in the Middle-East and Africa's technological are currently undergoing an industrial and agricultural boom which has increased their demand for machinery, industrial equipment, and technology in different industries. Europe has become a natural partner because it has the technological resources or inputs that African and Middle East economies need, and vice versa. 
Our marketplace solutions (SaaS) are assembled in one place because we want to provide a safe ecosystem where this value exchange can take place by providing all the relevant software tools to foster trust, rapid and continued collaboration in the long-run.",,
Uniborn,https://www.eu-startups.com/directory/uniborn/,Estonia,"Uniborn is a platform for sourcing & co-funding startups, that grants an access to the high-grade deals of seasoned investors and offers microfunds to syndicates.",Tallinn,"venture platform, VC, angel investments, startups",No funding announced yet,2022,http://uniborn.com/,EE,"Uniborn is a Tallinn-based venture platform that helps investors to find, fund and amplify purpose-driven startups. Uniborn is the only platform to open access to the deals of seasoned investors, helping emerging investors shortcut their way to gaining experience and access to high-grade deals.
Unlike other venture platforms, Uniborn pools investors into EU-regulated microfunds, which reduces syndication expenses by at least a factor of 2, customizes terms for diverse investors tiers, and simplifies execution of cross-border co-investments. It eases compliance, provides tax transparency and privacy, ensures liquidity on the secondary market and takes administrative costs out, saving not only $7K - $10K for each syndicate but also human resources. 
Uniborn was founded in 2022 by Dmitry Samoylovskikh, a serial entrepreneur and angel investor with 15+ years of experience in technology and investments. Previously, he launched seven startups, and three of them were acquired.",,
Transcodix,https://www.eu-startups.com/directory/transcodix/,Estonia,An easy-to-use platform with one-click transcoding. We learned a lot about transcoding and realized that right now the transcoding services are expensive. Our developers have found a solution to make transcoding more accessible. So we decided to create a high-quality platform to help our clients to reduce the costs.,Tallinn,"platform, transcoding",No funding announced yet,2022,https://transcodix.com/,EE,"We've built a platform that can be easily customized depending on user needs. Our transcoding technology allows users to convert any video and audio codecs, resolutions and bitrates. Our competitors provide only standard transcoding formats. We can do whatever the client wants. Our transcoding price is 5 times lower than other providers.",,
Ehoppler,https://www.eu-startups.com/directory/ehoppler/,Estonia,Finding a suitable partner for a serious relationship becomes effortless and effective with the aid of Ehoppler.,Tallinn,"dating, meetings",No funding announced yet,2022,https://ehoppler.com/en/,EE,"The distinctive matchmaking algorithm used by the Ehoppler platform employs a dual-pronged approach to select compatible partners:
Astrological Compatibility: This aspect involves a comprehensive analysis of mental origin, temperament, and psychotype, offering a highly accurate forecast of the relationship's future.
Vital and Social Alignment: Partners are matched based on questionnaire data, encompassing factors such as location, education, religion, interests, age, appearance, and more.
By amalgamating these compatibility factors and eliminating negative influences, the algorithm fosters the potential for joyful, long-lasting relationships, improved health, overall well-being, and the prospect of nurturing healthy children. Backed by scientific validation, extensive practical testing, and a patented design, the algorithm stands as a robust and reliable system.",Active,https://www.linkedin.com/company/ehoppler/
Pinghome,https://www.eu-startups.com/directory/pinghome/,Estonia,"Pinghome is the leading provider of premium cloud-based uptime monitoring services. Our mission is simple: to empower you with the tools and insights you need to ensure your websites and APIs are always up and running flawlessly.

At Pinghome, we believe in delivering the highest quality service, and that starts with our exceptional team of experienced and passionate developers. With their expertise and dedication, we are ready to cater to all your website monitoring needs, providing you with unparalleled support and guidance every step of the way.",Tallinn,"Monitoring, SaaS, Tech",No funding announced yet,2022,https://www.pinghome.io,EE,,,
Pirsik,https://www.eu-startups.com/directory/pirsik/,Estonia,"Pirsik.com is a marketplace to connect travelers with local guides and travel agencies. We provides opportunities for locals, mostly in underrepresented areas of the world, and let them offer their services to travelers. On the other side, we help visitors from around the world choose their favorite tours or experiences from any local guides or travel companies.",Tallinn,"Travel, Travel Tech, Marketplace,",No funding announced yet,2022,www.pirsik.com,EE,,Active,
Crespect,https://www.eu-startups.com/directory/crespect-ou/,Estonia,"Crespect is a uniquely intelligent, all-in-one software (SaaS) designed not only to operate law firms efficiently but also to provide business development insights. In addition to onboarding new customers, tracking lawyers’ time, managing cases, and handling billing and invoicing, Crespect provides specific business development insights for law firms, as well as client and partner law firms relationship management.",Tallinn,"legaltech, legalservices, SaaS, AI",Between €1 million-€ 2.5 million,2022,www.crespect.com,EE,"Crespect is a uniquely intelligent, all-in-one software (SaaS) designed not only to operate law firms efficiently but also to provide business development insights. In addition to onboarding new customers, tracking lawyers’ time, managing cases, and handling billing and invoicing, Crespect provides specific business development insights for law firms, as well as client and partner law firms relationship management.",Active,https://www.linkedin.com/company/crespect/
Zerofy,https://www.eu-startups.com/directory/zerofy/,Estonia,"Simplify zero carbon lifestyle

Zerofy helps you measure your household’s carbon emissions automated and in real-time. You can then reduce carbon emissions by switching to low carbon energy and products.",Tallinn,"co2, carbon, greentech,",Between €1 million-€ 2.5 million,2022,https://www.zerofy.net,EE,"Zerofy provides and app and a platform to live a zero-carbon lifestyle. We help users measure and reduce carbon emissions (their household carbon footprint), and we introduced the best product for a low-carbon lifestyle in our marketplace.",,
Anyflexo OÃ,https://www.eu-startups.com/directory/anyflexo-ou/,Estonia,Anyflexo is the B2B e-marketplace which offers all consumables/ materials  from multiple vendors and ideally becomes the one-stop-shop for the flexographic printer. Driving digital transformation for flexographic consumables with the the B2B e-marketplace and knowledge site Anyflexo.,Tallinn,"flexible packaging, B2B printing, E-marketplace, flexography printing",No funding announced yet,2022,www.anyflexo.com,EE,"Problem
Print houses need to contact multiple vendors/distributors and agents manually, which is highly inefficient as it takes a lot of time and other resources. And, they often they don't get the optimum materials or products for their printing process. As a rule of thumb, a typical printer is dealing with at least 10 different distributors to get the basic materials required to run their print job. The further never find the optimum product combination for the job.
The second party on the e-marketplace are the vendors. Their general route to market is either through an own sales force, through a distribution network or agents. If they already have a network, they are often limited to this one party as it is exclusive. In case they are a vendor which has no network in a certain market, i.e. the EU, it takes a huge effort to hire personell and likewise recruit a distribution network. In worst case there is no access as the well established distribution partners are taken by competitors.
Solution
Anyflexo is the B2B e-marketplace which offers all consumables/ materials  from multiple vendors and ideally becomes the one-stop-shop for the flexographic printer. For the vendors, Anyflexo is the sales platform to reach a much wider base of customers without adding sales resources. Basically any flexo consumable will be traded on the platform.",,
Briefmapp,https://www.eu-startups.com/directory/briefmapp/,Estonia,"An AI-powered producer in your pocket, for every job. For everyone. 

Briefmapp aims to transform the way we capture, commercialize and digitize ideas starting with the brief. We get creativity organized.",Tallin,"Creative, MarTech, AdTech, Briefs, SaaS",No funding announced yet,2022,briefmapp.com,EE,"Briefmapp is a female-founded company delivering software and a mobile application built for the massive $350-billion and growing AdTech, MarTech, and CreaTech industries.
Say goodbye to endless email chains, scattered notes, and missed deadlines. Say hello to better briefs, with less effort. With Briefmapp, you can streamline your workflow and focus on what really matters - bringing your ideas to life. 
We’re lined up to serve the $4-trillion remote, freelance and gig economies as they become the future of work. 
Using AI as a tool for human-to-machine optimization, we help create a single source of truth to work from for everyone collaborating on a brief. Briefmapp becomes your AI-powered producer in your pocket, for every job. For everyone. 
Briefmapp's AI-powered system helps businesses identify patterns and trends in their ideas over time to inform future decision-making processes and improve overall performance of any projects or ideas briefed in between client and creatives.",Active,https://www.linkedin.com/company/briefmapp/
Guildx,https://www.eu-startups.com/directory/guildx/,Estonia,"GuildX - It is an ecosystem for gaming guilds (Play to Earn games players) and investors. It is a comprehensive tool consisting of a software solution and a set of decentralized solutions for gaming guilds for management and monetization. DAO platform for Play2Earn Guilds management software and Crypto Investors and DeFi instruments connecting Guilds and Investors made by blockchain, fintech and security experts. Investor cabinet and IDO manager backoffice with intuitive interface and 20+ powerful features it helps you focus on investment volume. DAO – The decentralized DAO guild management solution is a smart contract builder. The web interface is a shell for creating and deploying smart contacts, adding / modifying data in a smart contact, an interface for outputting data from smart contracts / blockchains",Tallinn,"Blockchain, Cryptocurrency, Financial Services",Between €100K-€500K,2022,https://guildx.io/,EE,,,
Pinpaya,https://www.eu-startups.com/directory/pinpaya-2/,Estonia,"Pinpaya.com is a global online education platform developed in Estonia. Our mission is to help the people grow by learning online from the comfort of your own home, and to help talented people find jobs. Pinpaya is led by a strong, diligent team of experts who have closely studied trends, markets, societies and the strength that lies in the predictability of a fast-advancing technology. Our team is dedicated to enhance the opportunities for people to teach and learn online.",Tallinn,"Digital Entertainment, E-Commerce, Information Technology, Internet",No funding announced yet,2022,https://www.pinpaya.com/,EE,,,
Pocket IP,https://www.eu-startups.com/directory/pocket-ip/,Estonia,"Pocket IP is a web platform for organizing, searching, and managing Intellectual Property objects worldwide.",Tallinn,"Information Technology, LegalTech, SaaS",No funding announced yet,2022,https://pocketip.com/,EE,"Pocket IP helps to organize and manage IP law objects from one online account worldwide – docketing with automatically updated statuses and communicating with lawyers abroad to manage the assets.
Pocket IP solves the main problems for IP rights owners and for IP lawyers - saves a lot of time, and money and avoids mistakes by missing deadlines, etc.",,
MobiTalents,https://www.eu-startups.com/directory/mobitalents/,Estonia,"Job board of the European GameDev industry. Browse and find positions in mobile game companies - local, remote, for relocation. We aggregate positions open in game development and game publishing companies and let professionals easily find them using our system of search filters and apply. Every game industry professional may explore and widen his/her career opportunities within the GameDev industry here. Jobs published on MobiTalents have different location options - there are traditional local jobs, jobs in game companies for relocation, and remote jobs in gamedev.",Tallinn,"Information Services, Information Technology, Internet, Recruiting",No funding announced yet,2022,https://mobitalents.com,EE,,,
Guul,https://www.eu-startups.com/directory/guul/,Estonia,"Play real-time board games for businesses as a virtual team building activity inside your Slack workspace. Colleagues are encouraged to spend time playing games with each other. This can help create better relationships and boost productivity. Virtual events are a great way to motivate and engage your remote teams. You can organize tournaments as team building activity for those who live far away from offices! Give your employees a chance to blow off steam and have some fun with you like in the office. Games like backgammon, chess or checkers are just some of many great choices we offer!",Tallinn,"Big Data, Human Resources, Online Portals, Productivity Tools, Wellness",No funding announced yet,2022,https://guul.games,EE,,,
Rentity,https://www.eu-startups.com/directory/rentity/,Estonia,"Rentity is an application for the PropTech field that helps clients to find new homes. Rentity was founded in 2022 and was headquartered in Harjumaa, Estonia. We are group of enthusiasts, who can care about your new home. The most revolutionary application in PropTech field, that helps you to find new home without any stress. Most revolutionary PropTech solution.",Tallinn,"Information Technology, Mobile Apps, Payments, Property Insurance",No funding announced yet,2022,https://rentity.ee/,EE,,,
Cexland,https://www.eu-startups.com/directory/cexland/,Estonia,"Cexland is a Estonia based centralized exchange, trade Bitcoin, Ethereum, BNB and any other altcoins with one click! Cexland consists of the two words CEX and LAND, CEX menas Centralized exchange and LAND is because we're interested to the metaverse projects. We don't have any fees for trading and deposite any crypto's, also we're trying to list fresh and new projects before any other CEX exchanges.",Tallinn,"Blockchain, Cryptocurrency, Financial Services",No funding announced yet,2022,https://cexland.com/,EE,,,
Hertzian,https://www.eu-startups.com/directory/hertzian/,Estonia,"Hertzian helps IoT companies that want to bring people and data together by making this collaboration secure, private, and monetizable. Imagine the ultimate marriage of technology, community, capital, ownership and purpose.

Hertzian's is revolutionising social intelligence with its market-leading, free-text analysis software and easy to understand reporting.",Tallinn,"Cyber Security, Enterprise Software, Software",Between €1-€100K,2022,https://hertzian.io/,EE,,,
easyref,https://www.eu-startups.com/directory/easyref/,Estonia,"Easyref, is developing one unified referral program to help users refer any of their favourite brands & collect cash rewards in return. Thereby generating new clients for brands without upfront costs.

Easyref A young startup with an attitude, jump on the adventure roller coaster with us and we'll conquer the referral game together, a single app to refer any brand.",Tallinn,"Advertising Services, Referral Program, Upfront costs",Between €100K-€500K,2022,https://easyref.eu/,EE,,,
Essence App,https://www.eu-startups.com/directory/essence-app/,Estonia,Essence is an employee benefits platform that empowers women and people with cycles to thrive in the workplace by optimizing well-being and productivity according to the menstrual cycle.,Tallinn,"Healthcare, Digital Health, Wellness, Menstrual Health",Between €100K-€500K,2022,www.theessence.app,EE,,,
ÃIO,https://www.eu-startups.com/directory/aio/,Estonia,"We are ÄIO and our mission is to change the way we produce, consume and perceive foods and other products. On the oil drop level. By recognising the full worth of microbial oils, we deliver tailored solutions for industries such as food, feed and cosmetics.  We plan to be the largest biotech company in the Baltics, but baby steps... We were officially founded in January 2022.  How do we plan to do it?  Simple: we use locally available by-products to ""brew"" fats & oils. By-products such as forestry residues and food industry side streams.  Our products are better. Rich in proteins, omega-3s, antioxidants, and pigments - all that by recycling and converting low-value biomass into high-value oil ingredients. Without any dependence on season or climate, or even without using precious arable land. Non-animal, plant-based. Sustainable alternative fats & oils. Point made.",Tallinn,"food, alternative, biotechnology, sustainable",Between €1 million-€ 2.5 million,2022,aio.bio/,EE,,,
Leadfellow,https://www.eu-startups.com/directory/leadfellow-2/,Estonia,Lead and Referral Marketing Software,Tallinn,"referral marketing, sales leads, lead tracking",No funding announced yet,2022,https://leadfellow.com,EE,Leadfellow is platform where you can send and receive sales leads. You can build your own referral marketing solution and benefit from leads in B2B sector.,,
Rapidworks,https://www.eu-startups.com/directory/rapidworks/,Estonia,"Rapidworks is a modular process tracking software for manufacturers. It enables collaboration and fact-based decision-making with automated reports, custom notifications and detailed project plans. Even the most complex processes are digitalised in days without onboarding or IT overhead.",Tallinn,"Manufacturing process tracking software, manufacturing workflow software, collaborative project management software",Between €100K-€500K,2022,https://www.rapidworks.eu/,EE,"Rapidworks is an industrial SaaS company offering modular innovation process tracking for manufacturers. Its focus is helping industrial leaders incrementally transform their day-to-day operations.
We focus on industrial innovation processes, such as new product introduction, product change management and product sourcing. Rapidworks adds the most value to those with unique process flows and iterative process steps, measurements in quality assessments and collaboration with suppliers.
We set the process up for the client ourselves so the onboarding would be as fast and convenient as possible. The client gets a tailored process, which doesn’t need any onboarding as it reflects their existing workflow.",,
Clevon,https://www.eu-startups.com/directory/clevon/,Estonia,Clevon is an Estonian-based technology company which develops and manufactures autonomous robot carriers. Clevon was established after spinning off from Cleveron.,Viljandi,"mobility, autonomous vehicles, sustainability, last-mile delivery",Between €2.5 million-5 million,2022,https://clevon.com/,EE,"We are making last-mile delivery more innovative, environmentally friendly, and efficient with our third-generation platform vehicle CLEVON 1.
Clevon's vehicles will reduce last-mile labour costs by 80-90%. It will help businesses tackle the driver shortage, as one telesupervisor can keep up to 10 vehicles in operation. And last but not least, our all-electric vehicle helps our clients to achieve their carbon emission reduction goals.",,
Rentamon,https://www.eu-startups.com/directory/rentamon/,Estonia,"Rentamon wants to enable people to make informed financial decisions in the real estate industry. Our tool examines all collected data and, using a few key indices and criteria, generates a list of the hottest US cities with the best rental investment returns.",Tallinn,"Fintech, Investment, PropTech",No funding announced yet,2022,https://www.rentamon.com/,EE,,,
Quema,https://www.eu-startups.com/directory/quema/,Estonia,"Quema's primary area of interest and focus is DevOps. DevOps is a field in which our engineers have extensive knowledge, and we also consistently innovate to keep current with the sector. Our qualified specialists use just the best DevOps techniques to guarantee that our clients are always utilising cutting-edge, contemporary methods and advancements.",Tallinn,"DevOps, IT, Organizations",No funding announced yet,2022,https://www.quema.co/,EE,,,
Salu,https://www.eu-startups.com/directory/salu/,Estonia,"Salu is a digital healthcare startup offering affordable and hassle-free primary healthcare service for expats. Its focus is to offer a fast & affordable alternative to a family doctor. With a few clicks, you get quality and personalized medical help from a doctor, regardless of when and where you need assistance.",Tallinn,"healthcare, medical help, online doctor",Between €1-€100K,2022,https://salu.md/,EE,,,
PIXtab,https://www.eu-startups.com/directory/pixtab/,Estonia,"In Tallinn, Estonia, visual professionals and content producers launched PIXtab (PIXTAB OÜ) in 2022. Our mission is to collect, create, and preserve content to enhance visual communications globally, with a focus on the European market. By recognising cultural transformations, global trends, and business dynamics, we are enabling the creative economy. We are a brand-new community for those who create visual stories, and we welcome both experts and beginners.",Tallinn,"Photography, videographers, Creative researchers",Between €1-€100K,2022,https://pixtab.com/,EE,,,
Ovoro,https://www.eu-startups.com/directory/ovoro/,Estonia,Ovoro bitcoin investment tool aims to be as user-friendly as feasible. Simply choose the pools you want to invest in and enter your investment amount. Ovoro handles the remaining details. We provide virtual currency so that you can test the system before depositing real money in order to give you confidence in Ovoro.,Tallinn,"Investment, Cryptomarket, Trading",No funding announced yet,2022,https://www.ovoro.com/,EE,,,
Sweephy,https://www.eu-startups.com/directory/sweephy/,Estonia,"Sweephy offers a no-code Data Cleaning as a Service that improves the quality of data sets, analyzes, and reports using machine learning, deep learning, and data science techniques. The company aims at autonomous analysis and data cleaning by using machine learning algorithms that can facilitate business analysis and data analysis as well as increase the quality of data by cleaning it. Its main purpose is to organize data sets with machine learning techniques and to increase their quality.",Tallinn,"Data Cleaning, machine learning, deep learning, data science techniques",No funding announced yet,2022,https://www.sweephy.com/,EE,,,
MEHRHOFF DIGITAL,https://www.eu-startups.com/directory/mehrhoff-digital/,Estonia,"MEHRHOFF DIGITAL is a marketing and business development firm that works with startups and SMEs in Europe and Asia. It combines sophisticated strategy with careful execution, is results-driven and intuitive, and has a remarkable capacity for conversational humour.",Tallinn,"SMEs, Development, Marketing",No funding announced yet,2022,https://www.mehrhoffdigital.com/,EE,,,
