name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Early Majority,https://www.eu-startups.com/directory/early-majority/,France,"Early Majority creates tools for all genders and situations to lean out. Its goal is to contribute to subcultures that reject consumerism and spectacle as a waking dream. It will contribute to the creation of a world and a company in which people desire to live and work. They will work on products, services, brands, and business methods that will assist a new majority of people prosper.",,Paris,"Developer Tools, Internet",Between €2.5 million-5 million,2021,https://www.earlymajority.com,,FR,
HFactory,https://www.eu-startups.com/directory/hfactory/,France,"We build the platform to train the next generation of data scientists and ML engineers. HFactory empowers educators to create engaging active learning experiences in Data Science and AI. Leveraging years of experience running data science group projects and challenges, ML hackathons as well as bootcamps, HFactory makes organising such activities a breeze. From the formation of diverse groups to multi-dimensional evaluation and accessto high-end computing resources, the platform handles all the dispiriting setup and administrative work, and lets educators focus on the content and the interaction with learners.",,Fontainebleau,"Artificial Intelligence, EdTech",Between €1-€100K,2021,http://hfactory.io,,FR,
Dotfile,https://www.eu-startups.com/directory/dotfile/,France,"Document collection and approval is an important part of many onboarding processes. Ops teams can use Dotfile to create unique validation workflows for every type of document, speeding up approval while decreasing errors.

You no longer have to choose between building your own solution and relying on insufficient tools. Dotfile enables you expand human-powered validation and gives the flexibility your business need, whether you need to process 10 or 10,000 documents per day.",,Paris,"Software, Document collection",No funding announced yet,2021,https://www.dotfile.com,,FR,
Defacto,https://www.eu-startups.com/directory/defacto/,France,"Platforms can get instant embedded lending. We assist new real economy operators in obtaining capital for their sellers, purchasers, or consumers. Our objective is to help European SMEs grow.
Defacto is the only embedded loan API that provides quick, flexible financing to small businesses.",,Paris,"B2B, Credit, FinTech, Information Technology, Lending",Between €2.5 million-5 million,2021,https://www.getdefacto.com,,FR,
Dark,https://www.eu-startups.com/directory/dark/,France,"We're working on a flexible launch path for commercial satellites, a one-of-a-kind platform for high-altitude tests, and a new asset for deploying space capability.
Engine architecture, kernels, GNC systems, and C&C flight software are all new biofuel technologies.
Our model recognises and considers the way things are done, but it does not use it as a foundation.
We're pushing the boundaries of development and technical choices, looking for innovative solutions to meet safety requirements. Our generic parts architecture anticipates future needs, which will be reflected in our production facilities.",,Paris,Aerospace,Between €2.5 million-5 million,2021,https://www.dark-space.co/,,FR,
Datanumia,https://www.eu-startups.com/directory/datanumia/,France,"Our SaaS solutions enable businesses and energy providers to leverage data to create a CO2-neutral energy future that balances environmental preservation, human well-being, and long-term development.
The 150 Datanumia personnel work in an ecosystem at the forefront of data management and IoT to build technologies that aid in the development of energy data management.
Innovative digital technologies for monitoring, optimizing, and managing building energy use and carbon impact.",,Courbevoie,"Database, Energy, Energy Management",No funding announced yet,2021,https://www.datanumia.com/,,FR,
CryptoSimple,https://www.eu-startups.com/directory/cryptosimple/,France,"Without the crypto jargon, CryptoSimple is a roboadvisor-based crypto investing solution that is simple, smart, and secure.
To ensure that our roboadvisor determines the optimal risk profile for you, simply answer a few questions about your crypto expertise, a risk assessment, and your investing goals. All you have to do now is sit back and relax once you've made your initial deposit. We'll take care of everything from here on out.
If you're curious, we can also show you what we invest in and how we rebalance your portfolio when the market changes. Don't worry if this all sounds like jargon; we'll explain everything in plain English as we go.",,Marseille,"Cryptocurrency, FinTech, Information Technology",Between €100K-€500K,2021,https://cryptosimple.finance,,FR,
Code Promo,https://www.eu-startups.com/directory/code-promo/,France,"We've got the best offers on everything you need, making it easier than ever to locate, find, and share your favourite brands' and businesses' discounts. Your coworkers will appreciate and admire you if you participate in the Code de Promo community. Participate in the community by voting and commenting on offers, letting deal experts know how much you value their expertise in saving money.",,Draveil,"E-Commerce, Shopping",No funding announced yet,2021,https://codepromoroi.fr/,,FR,
Cofood,https://www.eu-startups.com/directory/cofood/,France,We assist restaurants in increasing profitability from their existing kitchen. We offer fully co-branded celebrity themes that are simple to incorporate into any kitchen. The recipes we cooked were created by a prominent French chef and can be taught in a matter of days.,,Paris,Food & Beverages,Between €100K-€500K,2021,https://cofood.kitchen,,FR,
Cegedim Sante,https://www.eu-startups.com/directory/cegedim-sante/,France,"VCLM, RMI, Maiia, Smart Rx, and RESIP are all Cegedim Santé brands dedicated to aiding healthcare professionals and their patients in France. Cegedim Santé has a robust organisation and 1,300 people, and it hosts health-related resources in France with HDS and ISO 27001 certification, as well as regional agencies and competence centres that provide local support to more than 100,000 health professionals.",,Boulogne-billancourt,"Computer, Health Care, Software",No funding announced yet,2021,https://www.cegedim-sante.com,,FR,
carbonABLE,https://www.eu-startups.com/directory/carbonable/,France,"Carbon reduction isn't enough. We've progressed past this step. Investing in nature is an unavoidable step in our civilization's progress. Nature is the most reliable, scalable, and cost-effective method for storing carbon. While we still have the opportunity, we must protect and rebuild native natural green and blue carbon sinks.
carbonABLE is a forerunner in the creation of nature-based financial products. To fund CO2 absorption projects, we leverage blockchain as an innovative instrument. We believe that tokenizing natural capital can be a game-changer in catalysing nature's sanctuarization and decarbonization.",,Grenoble,"Blockchain, Energy Management, Finance, Social Impact",Between €1-€100K,2021,https://carbonable.io,,FR,
CalloCallo,https://www.eu-startups.com/directory/callocallo/,France,"CalloCallo is a speech network that connects people by using their voices as a unique and original connection.
It's the possibility of a soothing and unfettered phone chat, free of criticism and anxiety. It's forming an equal-opportunity friendship with a stranger in perfect safety by listening and being listened to. It's simply an opportunity to take a break from their normal routine and empathise with someone else. It's a voyage to be free of a burden, to share thoughts... and, most importantly, to appreciate oneself.
It is situated in Paris, Ile de France, and was created in 2021.",,Paris,"Leisure, Social Network, VoIP, Wellness",No funding announced yet,2021,https://www.callocallo.fr/,,FR,
Cajoo,https://www.eu-startups.com/directory/cajoo/,France,"Cajoo is a new firm that offers grocery delivery to your home.
The meal delivery service is changing the way people shop by providing a fast, dependable, and economical service. It runs dark storefronts and manages its own product inventory. Customers can thus place orders without worrying about whether or not they will be home when the things are delivered. A delivery worker arrives 15 minutes later with their purchases.
In 2021, Henri Capoul established Cajoo in Paris, Ile-de-France.",,Paris,"Delivery, Delivery Service, Grocery, Retail, Same Day Delivery",Above €25 million,2021,https://www.cajoo.eu/,,FR,
In France,https://www.eu-startups.com/directory/in-france/,France,"Economic consulting firm, Measure, improve and communicate your territorial impact. Our experts bring together the best tools to calculate the territorial impact of your company. Knowing the social, ecological and economic resonance of its activity is a first step towards a stronger and more responsible territorial development.",,Issy-les-moulineaux,"Consulting, Economic",Between €1-€100K,2021,http://www.in-france.io/,,FR,
Jimo,https://www.eu-startups.com/directory/jimo/,France,"A modern platform to announce update and get feedback to know what to build next. Engage your users in your product life cycle. Announce your latest updates and collect effortlessly user feedback at any stage of your process: from ideation, design to shipping.",,Paris,"product, update and feedback",Between €1-€100K,2021,https://usejimo.com,,FR,
kanop,https://www.eu-startups.com/directory/kanop/,France,"Unlocking nature's potential to address climate change. Climate change is heating the world and the United Nations declared that 2021–2030 will be the decade for ecosystem restoration.
Nature-based solutions have a huge potential to mitigate climate change at scale by sequestering carbon, while providing substantial co-benefits such as biodiversity conservation.
At kanop, we also think that forests are part of the solution so we help forest managers and project developers scale their operations. We leverage satellite data and state-of-the-art AI models to accurately measure ecosystem services that forests provide.",,Paris,"Software, ecosystem restoration.",Between €1-€100K,2021,https://www.kanop.io/,,FR,
Kobble,https://www.eu-startups.com/directory/kobble/,France,"Kobble is a payment app that allows people sharing expenses to pay together, all at once and each their share. Unlike existing payment applications, Kobble allows its users to bypass all the constraints of reimbursement, increase their purchasing power and improve their relationships.",,Paris,"Financial Services, FinTech, Mobile Payments, Personal Finance",Between €1-€100K,2021,https://kobble.fr,,FR,
Konext,https://www.eu-startups.com/directory/konext/,France,"Brochures? Create your own app for your events and venues in only few minutes, 100% FREE, via our optimization platform. konext is a free mobile app for experience lovers, allowing you to optimize your experience of events and places with access to all the information you need gathered in one and single place, and to stay connected to the people you meet everyday. USP: 1.Generate an app, tailor made for your events and venues, in minutes, 100% free! 2.Enjoy your experience of events and places, get the most out of your visit and have access to all the information you need gathered in one place. 3.Save money and the planet by not printing brochures (generally 2euros per visitors/participants) or generating your own app via web agency companies (generally 35 to 50K). 4.Not only gather qualitative contact cards directly on your app of all the people you meet but also keep in touch with them thanks to our chat feature. Use cases: Venues : shopping centers, museums, city centers, offices, residential, airports, hotels, stations... Events : business conference, fair, festival, wedding ... Generated apps for Plug and Play, Grosvenor, RENT, Le Figaro, Cities of Stockholm and Paris...",,Paris,"Advertising, Apps, Information Services, Information Technology, Internet, Mobile, Software, Web Development",Between €1-€100K,2021,https://www.konext.app/,,FR,
konnectly.io,https://www.eu-startups.com/directory/konnectly-io/,France,"Konnectly.io is a platform that manages all the activities in an e-commerce website. With konnectly.io , you can manage your activity e-commerce from a single interface! Connect your software and centralize your operations simply. With our platform, you can connect the tools you use to manage your e-commerce activity and run your business from the same interface. There are hundreds of features condensed into one platform. Everything you need to monitor and grow your e-commerce activity to gain efficiency and spend more time on your customer relationship.",,Labage,"E-Commerce, Customer management, Logistics management",Between €1-€100K,2021,https://konnectly.io/,,FR,
Labelia Labs,https://www.eu-startups.com/directory/labelia-labs/,France,"Develop the positive impacts of Data Science by equipping and promoting collaborative, responsible and trustworthy approaches! Substra Foundation becomes Labelia Labs and its mission is to develop the positive impacts of Data Science by equipping and promoting collaborative, responsible and trustworthy approaches!",,Paris,"Data Science, AI technologies",Between €1-€100K,2021,https://www.labelia.org,,FR,
m-work,https://www.eu-startups.com/directory/m-work/,France,"M-work is a turnkey solution to calmly approach hybrid work. Simplify the entire work organization
A global and integrated solution for planning teleworking, measuring its impact, and guaranteeing all employees the best conditions to flourish.",,Paris,"hybrid work, teleworking",Between €1-€100K,2021,https://m-work.co,,FR,
Lynx Educate,https://www.eu-startups.com/directory/lynx-educate/,France,An education to employer marketplace to upskill and reskill your workforce. Futureproof your workforce through education. We connect your employees to educational opportunities that transform your training budget into an investment that attracts and retains talent.,,Paris,"Corporate Training, EdTech, Education, Employee Benefits",Between €1 million-€ 2.5 million,2021,https://www.lynxeducate.com,,FR,
Strapi,https://www.eu-startups.com/directory/strapi/,France,"Strapi is the leading open-source Headless CMS. Strapi gives developers the freedom to use their favorite tools and frameworks while allowing editors to easily manage their content and distribute it anywhere. Connect your favorite databases, frontend frameworks, or static site generators. Choose where you want to host your websites. Integrate with your favorite tools, and work with the best of each world. No vendor lock-in.",,Paris,"Developer APIs, Developer Tools, Enterprise Software, Open Source, Software, Software Engineering",No funding announced yet,2021,http://www.strapi.io/,,FR,
Adok,https://www.eu-startups.com/directory/adok/,France,"Adok develops an innovative multi-touch projection technology that transforms any surface into an interactive touch screen.. Adok is to create collaborative tools that are as powerful as our personal devices. Our smartphones and laptops have become fantastic tools in terms of power, performance and fluidity. However, collaborative devices are still lagging behind... It's about time this changed!",,Paris,"Computer, Information Services, Information Technology, Software",Between €1 million-€ 2.5 million,2021,http://www.getadok.com,,FR,
Dealt,https://www.eu-startups.com/directory/dealt/,France,"Dealt (previously Mon Super Voisin) is a service that helps you revolutionise your retail and e-commerce operations.
Assembling, installing, configuring, maintaining, and repairing...
Dealt creates, deploys, and manages white-label service products for retailers to help them better serve their consumers and differentiate themselves from the competition.
With Dealt, you can transition from a product vendor to a solution seller.
These brands have put their faith in us: Why should you use Dealt? E.Leclerc, Mr. Bricolage, Botanic, Conforama, Monoprix, Casino, La Poste, Carmila...
* Average note of 4,86/5 * National coverage of 94 percent",,Levallois,"Customer Service, E-Commerce, Retail, Retail Technology",Between €500K-€ 1 million,2021,https://www.dealt.fr/,,FR,
Nanaba,https://www.eu-startups.com/directory/nanaba/,France,"Nanaba is an internet software that encourages child to learn by requiring him or her to play an educational game. Instead of being a distraction, your child’s smartphone can now become an educational tool to incentivize learning, thanks to Nanaba. Nanaba is an online app that encourages learning by making your child play an educational game before accessing other applications, such as TikTok, YouTube or Instagram.",,Nice,"EdTech, learning, Software",Between €100K-€500K,2021,https://www.nanaba.tech/Home/En,,FR,
Nomadic Labs,https://www.eu-startups.com/directory/nomadic-labs/,France,"Nomadic Labs is providing technical support for the Tezos protocol's fundamental development, evolution, and acceptance. We are composed of more than 50 engineering researchers working on the development and evolution of the Tezos protocol.
We also help companies and institutions to use the Tezos Blockchain for their business needs, providing technical support in France, Luxembourg and Belgium.",,Paris,"Blockchain, Computer, Software",Between €1-€100K,2021,https://www.nomadic-labs.com/,,FR,
OhMyBien,https://www.eu-startups.com/directory/ohmybien/,France,"Real estate services, sales ads comparator, estimator and B2B leads generator. In addition to comparing the real estate ads of the biggest portals and agencies on the web, OhMyBien.com enriches the ads found by crossing them with ""open data"" such as DVF data, which you will provide as much key information as possible to enable you to make the right decision.",,Toulon,"Real estate services, B2B leads generator",Between €1-€100K,2021,https://ohmybien.com,,FR,
Opera tech,https://www.eu-startups.com/directory/opera-tech/,France,"Insurtech based in Paris building innovative insurance products for Pets, Health Homes, Cars and Urban mobility. We build innovative insurance products in five lines of business: pets, health, homes, cars and urban mobility. We will make people love insurance. We know how, and we start now!
We build inspired brands, never-seen-before products, with embedded banking services to change usages, and low acquisition costs. We offer bonuses to encourage good behaviors and prevention. In health insurance, we reward physical activity and weight loss.
In Tech we trust. We do love coding in Python, machine learning, automatic processes, connected objects, and actuarial sciences.",,Paris,"Insurance, Consulting,",Between €1 million-€ 2.5 million,2021,https://opera.tech/,,FR,
Pareto Agency,https://www.eu-startups.com/directory/pareto-agency/,France,"We're only doing a straightforward approach to hunt those who might be ready to move but aren't looking yet. We use all the methods from marketing to convince job profiles: data scrapping, brand speech, copywriting, career projection, etc.
You can recruit the best talent with hunting sourcing.
100% direct approach.
Pareto Agency is a sourcing agency that identifies, hires and prequalifies the talents you are looking for.
Our areas: marketing, sales & operations.",,Paris,"Marketing, Sales, Operations",Between €1-€100K,2021,https://paretoagency.fr/,,FR,
Palette,https://www.eu-startups.com/directory/palette/,France,"Palette develops a sales compensation software that helps companies easily create, manage, and automate compensation plans. Design, manage and optimize sales commission plans. Stop spending hours adjusting spreadsheets to figure out sales commissions. Our sales compensation software helps you design and manage sales commission plans built for your growth and company goals.",,Paris,"B2B, Direct Sales, Sales, Sales Automation, Software",Between €100K-€500K,2021,https://palettehq.com/en,,FR,
Paatch,https://www.eu-startups.com/directory/paatch/,France,Community builders for remote workers and flexible working companies. Community Telework at the Service of Engagement. Work and share unique moments with others working from home with Paatch. Paatch is a SaaS solution for creating teleworking micro-communities inspired by what has made the success of the large Paatch community.,,Paris,"Communities, Human Resources, Software",Between €1-€100K,2021,https://www.paat.ch,,FR,
Piggit,https://www.eu-startups.com/directory/piggit/,France,"Piggit is a finance app that rounds-up debtholders expenses and automatises extra-debt repayments. Piggit is a smart debt reduction app that rounds up the spare change from everyday transactions to automate extra payments towards debt. The app helps debtholders alleviate their psychological and financial burdens by allowing them to save time and money (interests and insurance costs), without even thinking about it.",,Paris,"Digital piggy bank, loan repayment",Between €1-€100K,2021,https://piggitapp.com/,,FR,
Rakons,https://www.eu-startups.com/directory/rakons/,France,"Bankesco offers mobile banking solutions and card payments to customers in the European Union. Rakons is a financial services company that specializes in mobile banking, card payments, money remittance, and foreign exchange. It is on a mission to build a fairand frictionless platform to use and manage money around the world. Philippe Monakhov founded Bankesco in December 2020, with its headquarters in Strasbourg in France",,Schiltigheim,"Banking, Finance, Financial Services, FinTech, Mobile Payments, Payments, Personal Finance",Between €1-€100K,2021,https://rakons.com/,,FR,
Lance ton idÃ©e,https://www.eu-startups.com/directory/lance-ton-idee/,France,"Une plateforme, un accompagnement et une méthode pour te permettre de mettre en place la meilleure stratégie de marché et surtout de passer de l'idée à un projet entrepreneurial viable et solide.","Nous t’aidons à réduire l’incertitude
Tous les projets entrepreneuriaux sont caractérisés par une forte incertitude à leurs débuts. Toutes les idées gagnent à être partagées et testées, c’est pourquoi nous souhaitons te donner accès à une communauté bienveillante et un éco-système compétent. La création d’entreprise passe par la réalisation de nombreux documents, nous avons choisi de t’aider à élaborer ton dossiers, ton pitch deck pour les investisseurs et tes candidatures aux incubateurs. Ainsi, tu arriveras à tes rendez-vous avec un projet structuré et des preuves de sa valeur. Nous sommes convaincus que tu as toutes les bonnes raisons de penser que ton idée est La bonne idée ! Alors fonce, mais pas sans guide !",Paris,"entrepreneuriat, businesdesign, coachingbusiness, startup",No funding announced yet,2021,www.lancetonidee.com,,FR,
Egle Therapeutics,https://www.eu-startups.com/directory/egle-therapeutics/,France,"Egle Therapeutics is an emerging biotechnology company focused on developing First-In-Class immunotherapies targeting immune suppressor regulatory T-cells (Tregs) for oncology and autoimmune diseases. The company was founded in 2020 and is based in Paris, France. Egle Therapeutics has been founded with a vision to become a game changer in the field of immunomodulating. Inspired by the myth of Aglaea, Egle Therapeutics has been built with the sole driver of assembling the most notable scientific expertise with genuine talents to bring well-being to the patient’s community.",,Paris,"Biotechnology, Health Care, Therapeutics",Above €25 million,2020,https://www.egle-tx.com,,FR,
Eden AI,https://www.eu-startups.com/directory/eden-ai/,France,A unique API connected to the best AI engines and combined with a powerful management platform. Eden AI simplifies the use and integration of AI technologies by providing a unique API connected to the best AI engines and combined with a powerful management platform. It allows you to choose the best AI engine for your data and needs. The interface allows you to discover different AI engines from different vendors.,,Eden AI,"Artificial Intelligence, Computer Vision, Developer APIs, Facial Recognition, Machine Learning, Speech Recognition, Text Analytics, Translation Service",No funding announced yet,2020,https://www.edenai.co,,FR,
Easyence,https://www.eu-startups.com/directory/easyence/,France,"Easyence helps retailers create a personalized omnichannel consumer experience.  Easyence provides technologies for data-driven retailers and pure players to deliver memorable Customer Experience. Easyence's business solutions (CDP, Attribution, e-Merchandising) make it possible to optimize your marketing mix, reconcile your online / offline levers, increase your conversion rates and gain in productivity. The Easyence teams based in Paris and Lille support more than 140 clients in 66 countries!",,Paris,"Information Services, Information Technology, e-Merchandising",No funding announced yet,2020,https://www.easyence.com/,,FR,
Diligo,https://www.eu-startups.com/directory/diligo/,France,,,Paris,"Logistics, Supply Chain Management, Transportation",No funding announced yet,2020,https://www.diligo-solutions.com/,,FR,
Deepinfo,https://www.eu-startups.com/directory/deepinfo/,France,"Empower your security with the most comprehensive Internet data. Monitor your attack surface
with smart surface discovery. The data you need to understand what's going on the Internet: 400 million domain names, 4 billion FQDNs, 4 billion IP addresses, 4 billion SSL certificates, 100 billion DNS & Whois records, 100 billion web pages, and more! 
Access the 10+ years of historical data! Use either the web platform or the API.",,Paris,"Big Data, Cyber Security, Information Technology, Information Services",No funding announced yet,2020,https://www.deepinfo.com,,FR,
Crew.work,https://www.eu-startups.com/directory/crew-work/,France,"Crew.work is an all-in-one recruiting CRM that lets teams automate their outbound efforts, streamline the hiring processes, and gather all the data in one place. Instead of waiting for candidates to apply, companies use Crew to pro-actively contact, nurture & close talent, at scale. Before, it used to be that posting a job description on your career page or a job-board was enough to attract large amounts of candidates. Back then, the challenge lied in tracking the applications to make the right hire. Crew is the all-in-one recruiting platform that helps you hire the A players your moonshot mission needs. Please fasten your seatbelt, we're about to skyrocket.",,Paris,"CRM, Recruiting, Software",Between €100K-€500K,2020,https://crew.work,,FR,
Curecall,https://www.eu-startups.com/directory/curecall/,France,Curecall is a telecare solution that allows healthcare professionals to follow their patients by SMS in a personalized and automated way.  Curecall is an intelligent medical conversational agent by text message intended to facilitate consultations in the care services and to support patients in their care. Curecall acts as a pocket assistant to the doctor by allowing remote monitoring and supports the patient in their care journey. Save time in the therapeutic management of your chronic patients. Curecall automates the monitoring of the state of health of your chronic patients by text message and improves their overall care.,,Paris,"B2B, Health Care, Information Services, Information Technology, SMS",Between €1 million-€ 2.5 million,2020,https://www.curecall.fr/,,FR,
Climbing District,https://www.eu-startups.com/directory/climbing-district/,France,"Climbing Disctrict is a training spot for climbing,exercising and gym. Climbing District was created in 2020 by a team of entrepreneurs, fans of climbing, combining their expertise and their complementary backgrounds in finance, entrepreneurship and climbing. Their ambition is to open rooms for all audiences in urban areas, combining a unique experience of climbing in unique spaces in the heart of the city combining: requirement on the opening of blocks / routes, design and user-friendliness. Principles: Time range, digital experience, new services, coaching, inclusion of new audiences and local partnerships. 69 rue Rostropovich is the first hall created by the group.",,Paris,"Sports, Services, Health",Between €2.5 million-5 million,2020,http://www.climbingdistrict.com/,,FR,
ClipDrop,https://www.eu-startups.com/directory/clipdrop/,France,"ClipDrop is an app that turns regular mobile photos into professional product visuals. Create professional product visuals without a photo studio. Available on Android, iOS, macOS, and Windows. We use state of the art vision AI to provide the best analysis & cut-out technology, no matter what you’re capturing. Available on Android, iOS, macOS, and Windows.",,Paris,"Apps, Mobile Apps, Technology",No funding announced yet,2020,https://clipdrop.co/,,FR,
CloudFret,https://www.eu-startups.com/directory/cloudfret/,France,Cloud Fret is a transport and logistics startup that connects loaders to transporters. CloudFret is the first digital platform that links the two shores of the Mediterranean by connecting shippers to an extensive and reliable network of carriers from Europe and Africa. Eliminate empty returns from goods transport trucks and allow shippers to book their transport at the best price in one click while preserving the environment. Our Marketplace smartly connects transport tenders with loading capacities to promote cost optimization for shippers and carriers.,,Marseille,"Fleet Management, Logistics, Supply Chain Management",No funding announced yet,2020,https://cloudfret.com/,,FR,
Clearwage,https://www.eu-startups.com/directory/clearwage/,France,"Clearwage is a total compensation policy management software, that offer a remuneration policy management tool for manage salary policy. We help companies manage their salary policy. So that fair compensation is no longer a headache. Simplify your compensation management with Clearwage . We offer a global remuneration policy management tool.",,Lyon,"Accounting, Customer Service, SaaS, Software",No funding announced yet,2020,https://www.clearwage.com/,,FR,
Centaurus,https://www.eu-startups.com/directory/centaurus/,France,"CENTAURUS is an independent hotel group in France which ambition is to become a leader in Europe and around the world. CENTAURUS is growing destination after destination to offer its guests an odyssey of new experiences, all unique but with the same family spirit that is inherent to the group.",,Paris,"Hospitality, Hotel, Restaurants",No funding announced yet,2020,https://www.groupecentaurus.com/,,FR,
Cedar Oxygen,https://www.eu-startups.com/directory/cedar-oxygen/,France,"Cedar Oxygen (Cedar O2) is an independent Economic Recovery platform established in Luxembourg with teams based in Beirut and Paris. The company was established early 2020 as a private initiative to address the pressing social and economic difficulties faced by Lebanese manufacturers. Cedar Oxygen is an economic recovery platform for industrialists. Cedar O2's support of the industrial sector is designed to help reinvigorate trade in the country and ultimately help attract additional outside capital to invest in Lebanon, paving the road to a stronger and more sustainable economy.",,Paris,"Impact Investing, Industrial",No funding announced yet,2020,https://cedaroxygen.com,,FR,
Caption,https://www.eu-startups.com/directory/caption/,France,"Caption is an internet service company.  Helps scale your team and assets efficiently, by making recording tasks and reporting issues as simple as taking a photo. How does Captur help your business? Transform how your team gathers data in the field, with our easy to use mobile web app and SDK. Say goodbye to spreadsheets and start making decisions in real-time, with our fast to integrate API and desktop app. Measure SLAs with confidence, with our real-time analytics and reporting.",,Paris,Information Technology,No funding announced yet,2020,https://caption.market/,,FR,
Boundless Digital,https://www.eu-startups.com/directory/boundless-digital/,France,"Boundless Digital is a fast-growing IT technology company specialized in the development of network automation, management, and connectivity software. Organizations across all industries are experiencing big changes, and shifting the way they operate towards higher cost-efficiency. IT teams are in the spotlight of these changes, and required to outperform in order to generate more value for their companies. At Boundless, we have made our mission to support IT teams overcome today’s challenges and achieve tomorrow’s goals.
To do so, we provide them with advanced automation solutions that simplify IT management so that they can do more and better, in less time.",,Paris,"network automation, Information Technology",No funding announced yet,2020,https://www.boundlessdigital.com,,FR,
Blendeez,https://www.eu-startups.com/directory/blendeez/,France,Blendeez is the intelligent SaaS software automation platform that enables companies' business functions to create and manage workflows between software applications used without a line of code to improve business performance.,,Paris,"Information Technology, SaaS, Software",No funding announced yet,2020,https://www.blendeez.io,,FR,
Blobr,https://www.eu-startups.com/directory/blobr/,France,"With Blobr, get your API portal, your way. Display your APIs like products and manage access. You can filter content, monitor usage and monetize your APIs. Simplify the API onboarding process for your users and let them see their real-time consumption",,Paris,"Developer APIs, Information Technology",Between €1 million-€ 2.5 million,2020,https://www.blobr.io/,,FR,
BlueActs,https://www.eu-startups.com/directory/blueacts/,France,"We intervene on all aspects of Sourcing of Technologies and innovative solutions, the identification and intermediation of mature Synergies, the Feasibility study and the Portage of Projects at the service of investors motivated by the 'Green / Blue Economy' Our areas of intervention: - Waste Recovery - Vital water needs - Renewable energies - Food Safety - Air Treatment - Realization & Current projects.",,Boulogne-billancourt,Energy,No funding announced yet,2020,http://www.blueacts.com,,FR,
BeFC,https://www.eu-startups.com/directory/befc/,France,"BeFC stands for Bioenzymatic Fuel Cells, and we stand for excellence in everything that we do. BeFC is committed to providing an eco-friendly energy solution to enable the next generation of low-environmental impact electronic solutions. Our company was created in May 2020 as a spin-off of the CNRS. BeFC was founded on decades of pioneering biofuel cell research, pivoted towards emerging markets in the packaging, wearable and single-use medical markets.",,Grenoble,"Electronics, Energy, Fuel Cell, Renewable Energy",No funding announced yet,2020,https://befc.global/,,FR,
BeReal.,https://www.eu-startups.com/directory/bereal/,France,"BeReal is a new kind of photo sharing app where you spontaneously share your real life with your friends. Every day at a different time, everyone is notified simultaneously to capture and share a photo within 2 minutes.",,Paris,"Mobile Apps, Photo Sharing",No funding announced yet,2020,https://bereal.com,,FR,
Beau,https://www.eu-startups.com/directory/beau/,France,"Beau is a no-code tool for businesses to onboard and automate interactions with their clients. Customers use our software collect submissions, payments, send messages and more. Optimizing for the last mile of customer experience.",,Nice,"B2B, CRM, Customer Service, Productivity Tools, Project Management",Between €100K-€500K,2020,https://beau.to,,FR,
Beanstock,https://www.eu-startups.com/directory/beanstock/,France,"Beanstock is a platform that allows you to buy, sell and manage real estate investment goods anywhere in France. Beanstock visits, analyzes and assesses the potential of investment projects to enable individuals to buy and others to sell intelligently. Beanstock makes rental investing incredibly easy, transparent and enjoyable.",,Paris,"Marketplace, Real Estate Investment",Between €2.5 million-5 million,2020,https://beanstock.com,,FR,
BBalance,https://www.eu-startups.com/directory/bbalance/,France,"BBalance is a matscale that seamlessly fits into your life to automatically check and collect your posture, weight, and body composition. So you can effortlessly find your daily balance and live a healthier, more balanced life.",,Neuilly-sur-seine,"Consumer Goods, Fitness, Health Care, Wellness",No funding announced yet,2020,https://bbalance.io,,FR,
B421,https://www.eu-startups.com/directory/b421/,France,"B421 focuses on developing and providing high-end trading services to manage crypto digital assets. B421 was founded in 2020 and was headquartered in Lille, France.",,Lille,"Blockchain, Cryptocurrency, Financial Services",No funding announced yet,2020,http://www.b421.co/,,FR,
Bankesco,https://www.eu-startups.com/directory/bankesco/,France,"Bankesco offers mobile banking solutions to customers in the European Union . It provides international money transfer, investment, overdraft, and cash withdrawal and deposits at stores. Bankesco is a financial services company that specializes in mobile banking, card payments, money remittance, and foreign exchange.",,Schiltigheim,"Banking, Finance, Financial Services, FinTech, Mobile Payments, Payments",No funding announced yet,2020,https://bankesco.com/,,FR,
Arcadium,https://www.eu-startups.com/directory/arcadium/,UK,"Fast and powerful 3D house modelling app. Runs in the browser, no download required. Free to use.","Creating 3D models of houses doesn't need to be difficult. Arcadium wants to replace floor plans by making it easy for anyone to create a virtual 3D house plan. As it's browser based, designs can be shared instantly with clients who can then take virtual walkthroughs.",London,"3d modeling, house plans, floor plans",No funding announced yet,2024,https://arcadium3d.com,Active,UK,
Aploze,https://www.eu-startups.com/directory/aploze/,France,"Aploze is an online shopping platform based in France. We analyze the data and recommend that you send personalized content to promote post-live conversion. The replay is split into Story for easy navigation and quick access to the products presented during the Live. Replay viewers can still buy. In terms of sales, replay can be as important as LIVE.",,Paris,"Computer Systems Design, Information Technology",Between €100K-€500K,2020,https://aploze.com/,,FR,
