name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Better Stack,https://www.eu-startups.com/directory/better-stack/,Czechia,Better Stack’s mission is to help developers in building a better internet by making powerful observability tools that are beautifully designed and a joy to use. Making it easier to ship better and more reliable software faster.,,Prague,"Internet, Software, Saas, Tech",Between €10 million-€25 million,2022,https://betterstack.com,,,Czechia
Readmio,https://www.eu-startups.com/directory/readmio/,Czechia,"Readmio is an app full of stories and tales for children. As a parent reads a story out loud to their child, the app uses voice recognition technology to add fitting sounds, for even more fun. Readmio was launched in June 2020 and offers 200+ stories in English, Czech, and Slovak. It has been downloaded by more than 140,000 people who have read to their children, grandchildren, or siblings almost a million times. On average, that's more than 80,000 hours that people have spent together reading, smiling, learning, being together. And that's what Readmio is set to achieve - help parents spend more quality time with their children, reading engaging stories that support mental development, foster imagination, and instill humanity.",,Prague,"Audiobooks, EBooks, EdTech, Music, Parenting",Between €100K-€500K,2022,http://www.readmio.com,,,Czechia
Stratosyst,https://www.eu-startups.com/directory/stratosyst/,Czechia,"STRATOSYST s.r.o. is a Czech company developing HAPS – High Altitude Pseudo-satellites. As HAPS operator, we will provide services in the area of Earth observation, navigation, telecommunication, testing and other. For more information see our public presentation below.",,Prague,"Aerospace, Satellite Communication, Telecommunications",Between €1-€100K,2022,http://www.stratosyst.com/,,,Czechia
Devart,https://www.eu-startups.com/directory/devart/,Czechia,"Founded in 1997, Devart is currently one of the leading providers of database management software and ALM solutions for the most popular database servers.

We actively participate in integration programs and cooperate with a number of software providers and resellers in the database industry to unlock limitless potential for over 500К developers in 120 countries.","Founded in 1997, Devart is currently one of the leading providers of database management software and ALM solutions for the most popular database servers.
We actively participate in integration programs and cooperate with a number of software providers and resellers in the database industry to unlock limitless potential for over 500К developers in 120 countries.",Prague,"Database, Databases, Software",No funding announced yet,2022,https://www.devart.com/database-software,,,Czechia
RRPFX,https://www.eu-startups.com/directory/rrpfx/,Czechia,The RRPFX service allows you to collect competitor prices for your products.,"The RRPFX service allows you to collect competitor prices for your products. Prices are formed in the form of convenient Excel-reports. Further data processing depends on your task and who you are (shop, supplier, manufacturer). For online stores (and suppliers), this is a revaluation of their products, taking into account the prices of competitors (and / or suppliers). For manufacturers - analysis and work with dumping, with prices for similar products from other manufacturers.",Praga,"competitor, prices, reports",Between €1-€100K,2022,https://rrpfx.com/,,,Czechia
Cloud Cost Compression,https://www.eu-startups.com/directory/cloud-cost-compression/,Czechia,"Cloud Cost Compression is a radical technology innovation, which increases the efficiency of data processing in the cloud 10 times through replacing the most expensive workload jobs by our own data transformation technology and saves up to 80% of the operational costs. Our solution can be deployed as a managed application into customer cloud tenancy. We will provide our customers with three possible commercial options: Annual subscription, pay as you go and outcome-based.",,Czech,"Software, cloud bills, workload compression",No funding announced yet,2022,https://www.cloudcostcompression.com,,,Czechia
Spurr,https://www.eu-startups.com/directory/spurr/,Czechia,Team building activities across timezones,"With Spurr, you can create fun cooperative team challenges in your Slack workspace. Like running 500 miles together or doing 10,000 pushups. Or unleash your creativity and make your very own challenge. Everyone then contributes to the collective goal.",Ostrava,"slack tool, HR-tech, employee engagement",No funding announced yet,2022,https://spurrapp.com,,,Czechia
Trackdesk,https://www.eu-startups.com/directory/trackdesk/,Czechia,"Trackdesk is the smarter affiliate tracking Software. It offers centralised tracking for affiliate marketing, referrals and partnerships programs. Grow your SaaS affiliate program with the latest tools and features accessible from the trackdesk dashboard.",,Prague,"IT Services, marketing, software",No funding announced yet,2022,https://trackdesk.com/,,,Czechia
Kardi AI,https://www.eu-startups.com/directory/kardi-ai/,Czechia,"With KARDI AI, we hope to give you 24/7 control over your heartbeat. We employ artificial intelligence to produce EKG-level performance from a wearable, cost-effective gadget that is always available to you. Where is KARDI AI available? Your doctor of cardiology can provide you with the KARDI AI kit. It includes all you require for cardiac monitoring whenever you need it at home. How is KARDI AI put to use? You may rest easy knowing that the KARDI AI artificial neural network will continuously monitor and assess your heart. KARDI AI connects you with your cardiologist and sends information about your heart through your smartphone to our cloud service, where it is analysed and the most recent information about it is sent.",,Olomouc,"cloud service, ECG recording, artificial intelligence",No funding announced yet,2022,https://www.kardi-ai.com/,,,Czechia
Stackopera,https://www.eu-startups.com/directory/stackopera/,Czechia,"Stackopera is a B2B software web directory & marketplace the helps companies in the Visegrad Group countries discover new software. We want to help Czech SMEs achieve the benefits of digitization and automation through software, from which only large companies have so far benefited. The whole concept is based on the experience of the project authors in their own family business with thirty employees. Although they believed in the benefits of new technologies, digitization and automation, the world of enterprise software seemed unnecessarily complicated.",,Prague,"Information Technology, Marketplace, Software",No funding announced yet,2021,https://stackopera.com/,,,Czechia
Wewell,https://www.eu-startups.com/directory/wewell/,Czechia,"Personalized cosmetics shopping assistant. Wewell aims to develop a mobile application with advanced artificial intelligence to help people find the best cosmetics possible according to their health, skin type, and skin conditions (e.g., if they have acne, wrinkles, pigmentation, or others).",,Prague,"Artificial Intelligence, Health Care, Health",Between €1-€100K,2021,https://wewell.app,,,Czechia
Climatica,https://www.eu-startups.com/directory/climatica/,Czechia,A completely new way to look at the personal role in the global carbon emissions through awareness of personal climatic debt acknowledgement. Understanding the personal role in today's hidden climate colonialism is the major challenge to bring a new global climate justice that will lead into closing the gap between people and will serve the global peace. Awareness of personal responsibility for the state of the climate and the possibility to change this situation is the main mission of the Climatica project.,,Prague,"carbon, climatica, Petr Václavek",No funding announced yet,2021,www.climatica.cz,Closed,,Czechia
Kangelo,https://www.eu-startups.com/directory/kangelo/,Czechia,"Kangelo - new ""AIRBNB"" for travelers and guides","Kangelo is the first online marketplace that lets travelers book active adventures directly with guides,
instead of travel agencies. We are bringing a travel marketplace that handles the entire booking process from A to Z via travel app. Every single adventure is presented by a guide and his/her independent customer reviews. Not only you can travel with your guide, but you can also write/read travelogues, attend events, meet travel community and create your own travel profile.",Prague,"Adventure, Travel, Platform, Guide",Between €100K-€500K,2021,www.kangelo.com,,,Czechia
Roboauto,https://www.eu-startups.com/directory/roboauto-s-r-o/,Czechia,"Roboauto is a team of professional developers with lots of experience from a wide variety of projects. We develop and integrate autonomy with the ultimate goal of powering and operating the world's largest fleet of autonomous robots. Autonomy is changing the majority of industries from the ground up, just like the industrial revolution two centuries ago. It’s here and we’ve got a front seat ticket. Join us and stay ahead of the future.","Roboauto started its journey back in 2007 as a robotics project of a software house ARTIN. Later in 2017, the Roboauto project spun-off and created a stand-alone company, which is a part of ARTIN Group, a strong Czech Republic based partnership of multiple companies. Since then, Roboauto has been continuously developing and integrating autonomy and teleoperation.",Brno,"Autonomy, Teleoperation, Software development",Between €100K-€500K,2021,www.roboauto.tech,,,Czechia
Nelisa,https://www.eu-startups.com/directory/nelisa/,Czechia,"Nelisa is a recruitment solution platform that helps companies find talent effectively, with maximum time and financial savings. Nelisa is a career partner, helping applicants find a job that makes sense to them. It then helps companies find new talents for the team. With cutting-edge technology, Nelisa is determined to change the way the jobmarket works.",,Prague,"Recruitment, Software, Job-market, Human Resources",Between €500K-€ 1 million,2021,https://www.nelisa.com,,,Czechia
Rei Publicae,https://www.eu-startups.com/directory/rei-publicae/,Czechia,"Many of us tend to have trouble orienting in the vast amount of information. Yet, the influence of misleading information and disinformation is a significant threat to society and liberty. So, we are obligated to fight back. Our idea is simple, political education.

Hence, the goal of Rea Publicae is to help people understand fundamental political topics. Ultimately, it is not here to judge or support specific parties. Simply, Rei Publicae aims to bring politics in a brief, yet thorough, fashion.","So, what is Rei Publicae?
In the history of our species, access to information has never been easier. That is, for sure, an advantage we should cherish.
However, many of us tend to have trouble orienting in the vast amount of information. Yet, the influence of misleading information and disinformation is a significant threat to society and liberty. So, we are obligated to fight back. Our idea is simple, political education.
Hence, the goal of Rea Publicae is to help people understand fundamental political topics. Ultimately, it is not here to judge or support specific parties. Simply, Rei Publicae aims to bring politics in a brief, yet thorough, fashion.
The name Rei Publicae is the plural form of the famous Latin phrase “res publica“. Res Publica means “state” or “public affairs“!",Prague,"education, politics, government, encyclopedia",No funding announced yet,2021,https://reipublicae.org/,,,Czechia
Bulios,https://www.eu-startups.com/directory/bulios/,Czechia,"Bulios is a unique social network platform for retail investors with market insights, investing know-how and personal finance tips.",,Ostrava,"Retail Industry, Data",Between €100K-€500K,2021,https://www.bulios.com,,,Czechia
Birdwingo,https://www.eu-startups.com/directory/birdwingo/,Czechia,"Birdwingo is a go-to online investment platform where you can invest in stocks & ETFs like Apple, Tesla, S&P 500 ETF & more. The company is regulated and licensed by the National Bank of Slovakia and the US regulator FINRA.

What does the platform offer?
- 11,000+ most popular stocks & ETFs
- lowest fees on the market
- personalised portfolios
- robo-advisory
- auto-invest",,Czech Republic,"fintech, ETFs, stocks, investment platform",No funding announced yet,2021,www.birdwingo.com,Active,https://www.linkedin.com/company/birdwingo/,Czechia
Byrssa Ventures,https://www.eu-startups.com/directory/byrssa-ventures/,Czechia,"Byrssa Ventures is an operator of digital marketplaces such as Byrssa Fintech Market. The market place facilitates interaction between 4 groups of players in the market place : start-ups, investors, vendors/service providers and industry bodies. The platform streamlines the discovery, research, outreach, matching and deal making between participants, primarily between start-ups and investors. The investment/fundraising deal making happens by means of Security Token Offerings.",,Prague,"blockchain, seed investment, matchmaking , fundraising",Between €1-€100K,2021,byrssa.io,,,Czechia
AI|ffinity s.r.o.,https://www.eu-startups.com/directory/aiffinity-s-r-o/,Czechia,"AI|ffinity leverages NMR, AI, and Cheminformatics to provide innovative solutions to the pharmaceutical and biotech sectors, notably our comprehensive NMR-AI platform covering the entire Target-to-Lead process, and our 4D NMR-AI technology with applications in drug design and protein engineering.

Integrating drug design technology with NMR, our goal is to expedite the initial phases of drug discovery, enhance success rates, and cut costs by circumventing unneeded experiments. We are a spin-off from Masaryk University, supported by the Central European Institute of Technology (CEITEC) in Brno, thus we operate from our headquarters at JIC INMEC in Brno-Medlánky, Czech Republic, but we also have facilities at Prague's 6 Scott.Weber-Blox.","Founded in late 2021, AI|ffinity s.r.o. is a spin-off from Masaryk University, supported by the Central European Institute of Technology (CEITEC) in Brno. We are dedicated to harnessing the power of NMR, AI, and Cheminformatics to create groundbreaking solutions for the pharmaceutical and biotechnology industries. Our offerings include quantifying protein-ligand binding affinity for hit discovery and lead optimization, characterizing protein-ligand interactions, and determining protein 3D structures.
Our comprehensive NMR-AI platform covers the entire target-to-lead process, and our efficient 4D NMR-AI technology finds its application in both drug design and protein engineering, such as nanobody design and biocatalysis.
Integrating drug design technology with NMR, our goal is to expedite the initial phases of drug discovery, enhance success rates, and cut costs by circumventing unneeded experiments. We operate from our headquarters at JIC INMEC in Brno-Medlánky, Czech Republic, and also have facilities at Prague's 6 Scott.Weber-Blox. Our long-term vision includes the establishment of an ""NMR hub"" in Brno and a ""CADD hub"" in Prague.",Brno,"drug design, NMR, AI, protein engineering",No funding announced yet,2021,www.aiffinity.com,,,Czechia
Tolgee,https://www.eu-startups.com/directory/tolgee-2/,Czechia,Tolgee is developer & translator friendly localization platform enabling users to translate directly in the app they develop.,"Tolgee is an open-source developer tool for web apps localization. We try to reshape the process of software localization with a different approach, which aims to save time and effort of everyone who is getting involved in the localization process such as developers and translators. Tolgee is a very simple tool to deploy and to use.",Brno,"saas, localization, i18n, translation",No funding announced yet,2021,https://tolgee.io,,,Czechia
Cheho,https://www.eu-startups.com/directory/cheho/,Czechia,Cheho builds AI-powered communication automations for hospitality services. Its integrated solutions allows for personalized communication with your guests. Have your official communication integrated with your systems and enable automatic but personalized messaging. Let your guests ask their questions anytime and respond to them promptly.,,Ostrava,"Communications Infrastructure, Customer Service, Hospitality, Hotel",No funding announced yet,2021,http://cheho.ai/,,,Czechia
Molki Vision,https://www.eu-startups.com/directory/molki-vision/,Czechia,"The digital age needs digital personas. 3D Avatar does not have personal problems and medial scandals. He, she, or it always has time and work 24/7 for your brand. Let's create such characters and make them alive by stories for social media, presentations, commercials, and so much more.",,Prague,Media Production,No funding announced yet,2021,https://molki.vision/,,,Czechia
Selfplanner,https://www.eu-startups.com/directory/selfplanner/,Czechia,"Self Planner is built as a platform while the primary focus is to ease administration, and to automate, the entire process of shift planning. Its possible to manage organization and employees, create shifts on the fly, manage overtimes, set holidays, adjust planning rules to comply to local labor law or to any personal preferences.",,Prague,"Apps, Information Technology, Professional Services, Software",No funding announced yet,2021,https://selfplanner.app/,,,Czechia
Smartin Framework,https://www.eu-startups.com/directory/smartin-framework/,Czechia,"Get combined decades of experience in business, management, data science, sales, marketing, and design. Meet people who power the unique framework for building successful companies from an idea to a profitable business. Investors require to see a business plan, company structure, and all sorts of smart tables and charts in Excel. That’s not what sells them on your idea, though. They want proof that your idea will work and when will they recoup their investment. Give your potential investors that and you can ask for more money and better terms.",,Stare Zdanice,"Consulting, Information Services, Information Technology",No funding announced yet,2021,https://www.smartinframework.com/,,,Czechia
BOUND,https://www.eu-startups.com/directory/bound/,Czechia,"BOUND is a platform focused on restoring balance in the Startup vs. Funding relationship. It was founded in 2021 and its headquarters is located in Prague, Czech Republic. The largest database of VC funds reviewed and rated by verified, independent founders. Read anonymized yet verified reviews and ratings from other founders + discover the area of focus and track record of every VC.",,Prague,"Information Services, Information Technology, IT Consulting",No funding announced yet,2021,https://boundwell.io/,,,Czechia
Ageware,https://www.eu-startups.com/directory/ageware/,Czechia,"Today is world is where everybody needs to be connected and the boundary between physical and digital is being lost in translation, mainly for our children. Simple yes/no age gates as we know them are a thing of the past. Based on new EU legislation and the latest global consensus, websites with content, products and services that are harmful to children (porn, alcohol, tobacco, weapons, extreme imagery and videos) are now required to seriously step-up the way they check the age of their consumers. This is where Ageware comes in. Our solution is based on state-of-the-art biometric security software and an award-winning facial recognition algorithms. All it takes for a user to be age-verified is to take a selfie and our software does the rest. It is paramount to us that the information of the user will never be available to the website operator, ensuring absolute privacy, while effectively restricting access only to appropriate audiences. This process usually takes 5-15 seconds, and is the least disruptive actual age-gating solution on the market. For a website operator, installing Ageware is a matter of simply implementing a snippet of code into their website. No heavy coding or website alterations are required. What happens when you connect the digital and physical worlds correctly? Kids won't be able to buy the bottle or look at naughty things - parents can sleep well - CEOs won't get fired. We call it a WIN - WIN - WIN situation which creates a safer society for all of us.",,Prague,"E-Signature, Identity Management, Security Systems Services",No funding announced yet,2021,https://ageware.io,,,Czechia
AeskuLab,https://www.eu-startups.com/directory/aeskulab/,Czechia,"AeskuLab provides a wide range of laboratory tests. They offer outpatients, medical facilities, and self-payers timely and comprehensive diagnostic care, including routine and highly specialized examinations in a wide range of diagnostic fields, including cytology and histology. They also collaborate with veterinary practices. AeskuLab is an important, stable and recognized partner of healthcare professionals and a dynamically growing company. The nationwide network of diagnostic laboratories of the AeskuLab Group provides its clients - from the ranks of outpatient physicians, medical facilities, self-payers - with timely and comprehensive diagnostic care, both in routine and highly specialized examinations.",,Prague,"Health Care, Hospital, Medical, Personal Health",No funding announced yet,2021,https://www.aeskulab.cz/,,,Czechia
Tolgee,https://www.eu-startups.com/directory/tolgee/,Czechia,"Tolgee is an open-source tool, making the localization process of apps faster.","Tolgee is an open-source developer tool for web apps localization. We try to reshape the process of software localization with a different approach, which aims to save time and effort of everyone who is getting involved in the localization process such as developers and translators. Tolgee is a very simple tool to deploy and to use.",Brno,"saas, localization, i18n, web app",No funding announced yet,2021,https://tolgee.io,,,Czechia
swifttalk.me,https://www.eu-startups.com/directory/swifttalk-me/,Czechia,"Swifttalk is designed to maintain close relationships within virtual teams. It helps newcomers to integrate into those teams, injects fun into your daily routines and provides knowledge sharing and visible discussion throughout your enterprise.",,Prague,"Remote, video, teams",Between €1-€100K,2021,https://swifttalk.me/,,,Czechia
MeetyMeety,https://www.eu-startups.com/directory/meetymeety/,Czechia,"In early stage - providing companies platform for their employees to easily schedule down 1:1 activities with their co-workers and therefore increase productivity, improve work-life balance and decrease employee turnover. It forms deeper connections and its cheaper than in usual team buildings while supporting healthier lifestyle of the employees. In later stage - revenue can increase by adding premium membership for Personal use of the app. MeetyMeety is an app for efficient scheduling of activity-based meetings between two people.",,Prague,"Technology, Internet, Online Scheduling, Event Planning",Between €100K-€500K,2021,http://meetymeety.com/,,,Czechia
Holdybot,https://www.eu-startups.com/directory/holdybot-2/,Czechia,"HOLDYBOT is flexible desk and parking space booking system that helps you to manage office spaces, schedule desk and parking slot reservations and analyze utilization of office resources.","HOLDYBOT is flexible desk and parking space booking system that helps you to manage office spaces, schedule desk and parking slot reservations and analyze utilization of office resources. HOLDYBOT provides simple user interface that is crucial for common and efficient usage by your employees. Furthermore, office managers appreciate advanced administrative options that make their life easier.
Check out our web page to get more information about HOLDYBOT!",Hradec Kralove,"booking, parking spaces, desk office management",No funding announced yet,2021,https://holdybot.com/,,,Czechia
DataLead,https://www.eu-startups.com/directory/datalead/,Czechia,"DataLead let's you dive into the world's largest B2B database with tools that help you to find the ideal customers. Its data is augmented by artificial intelligence and complex decision making algorithms to get the most out of each contact. Its Growth Platform features more than half a billion people, working in more than 18 million companies.",,Prague,"Advertising, E-Commerce, Information Technology, Marketing",Between €100K-€500K,2021,https://data-lead.com/,,,Czechia
JOB#1,https://www.eu-startups.com/directory/job1/,Czechia,"Upload, Understand & Match
Talent booster, rapid recruitment, profit enhancer
CAREERPAGE#1: FIVE TIMES MORE ACTIVATED CANDIDATES
FILLIT#1: SAVE RECRUITER TIME
CVSEARCH#1 FULLY MONETIZE CANDIDATE DATABASE","FillIt#1
Save up to 2 mandays of recruiter every month
Automatic import of candidate’ information
Assures every received CV is processed and stored in ATS/HRIS
CarrerPage#1
- Smart and efficient process for activating anonymous job seeker
- The most comprehensive job search based on CV powered by AI
- Minimize dependencies on expensive CVs sources
CVSearch#1
- Fully monetize your CV database
- Save hours of manual CV database searches
- Fast find currently unfindable",Prague,Recruitment Artificial intelligence,No funding announced yet,2021,www.jobno.one,,,Czechia
Mewery,https://www.eu-startups.com/directory/mewery/,Czechia,"Mewery is the first European cell-based food tech startup developing cultivated pork on a microalgae base. Their unique technology aims to break down barriers to scaling and accelerating the cultivated meat industry. They are developing a porcine cell line for a proprietary hybrid media, which doesn’t require FBS and uses microalgae base to lower the production costs of cultivated meat significantly.",,Brno,"cell-based pork, microalgae, scafolding",Between €500K-€ 1 million,2021,https://www.mewery.io/,,,Czechia
Carebot,https://www.eu-startups.com/directory/carebot/,Czechia,"Carebot is an AI-based recommendation system that will significantly improve the quality and efficiency of physician diagnoses from X-ray images. In seconds and with 99% accuracy, Carebot can alert doctors to chest findings that they might not notice in the normal course of medical practice. Carebot not only show all findings, but also marks them for the physician using heat maps. The system saves money in the healthcare industry and time for radiologists. But most importantly, it helps save lives. Doctors can choose from two options for system integration. Either directly into the medical PACS systems that doctors are used to working in, or as a standalone application capable of analyzing up to 100 X-ray images at once, which is particularly suitable for telemedicine.","Carebot is an AI-based recommendation system that will significantly improve the quality and efficiency of physician diagnoses from X-ray images. In seconds and with 99% accuracy, Carebot can alert doctors to chest findings that they might not notice in the normal course of medical practice. Carebot not only show all findings, but also marks them for the physician using heat maps. The system saves money in the healthcare industry and time for radiologists. But most importantly, it helps save lives. Doctors can choose from two options for system integration. Either directly into the medical PACS systems that doctors are used to working in, or as a standalone application capable of analyzing up to 100 X-ray images at once, which is particularly suitable for telemedicine.",Brno,"ai, healthcare, healthtech, health",Between €100K-€500K,2021,www.carebot.com,,,Czechia
Almost Friday Events,https://www.eu-startups.com/directory/almost-friday-events/,Czechia,Almost Friday is an agency offering a variety of unique events in Europe. We have a unique combination of experience and expertise that you simply won’t find elsewhere. Our main mission is to help teams and companies develop their team spirit and feel more connected to their colleagues and partners via online and offline events.,,Prague,"company events, employee wellness, team bonding",No funding announced yet,2021,https://almostfridayevents.com/,,,Czechia
1-energy,https://www.eu-startups.com/directory/1-energy/,Czechia,"Based on the knowledge of advanced physics - Theory of Everything, we develop a 20cm small fission-fusion 1-20kW thermal reactor for a single-family home. We develop a 1m small hybrid fission-annihilation antigravitational 600MW reactor as an unlimited source of cheap clean energy, 30000 times more effective, and 1000 times cheaper than today nuclear technologies. We develop antigravity propulsion for cheap orbital launch and traveling to the deep universe. So 1-10 days on Mars, 2 years to anywhere in the galaxy. We developing a Winged Sun antigravity transporter, which accelerates with 20ton load in the atmosphere on speed Mach9, in space to lightspeed, can transport anything anywhere on Earth in 1-2 hours.","Based on the knowledge of advanced physics - Theory of Everything, we develop a 20cm small fission-fusion 1-20kW thermal reactor for a single-family home. We develop a 1m small hybrid fission-annihilation antigravitational 600MW reactor as an unlimited source of cheap clean energy, 30000 times more effective, and 1000 times cheaper than today nuclear technologies. We develop antigravity propulsion for cheap orbital launch and traveling to the deep universe. So 1-10 days on Mars, 2 years to anywhere in the galaxy. We developing a Winged Sun antigravity transporter, which accelerates with 20ton load in the atmosphere on speed Mach9, in space to lightspeed, can transport anything anywhere on Earth in 1-2 hours.",Prague,"nuclear, energy, antigravitational propulsion, hybrid reactor, fission-fusion, fission-annihilation",No funding announced yet,2021,www.1-energy.eu,,,Czechia
Fintree,https://www.eu-startups.com/directory/fintree/,Czechia,"Why?
We are a group of FinTech enthusiasts that feel that FinTech may benefit you as well!

How?
We do what we want to do. With a collection of articles, reviews, and recommendations from the world of FinTech, we want to inspire people.

What?
FinTech becomes more accessible as a result of our efforts.",,Brno,"Content, Digital Media, FinTech",No funding announced yet,2021,https://www.fintree.cz,,,Czechia
Camperguru,https://www.eu-startups.com/directory/camperguru/,Czechia,"Camperguru curates a list of the top camping places and outdoor accommodations. The organisation assists adventurers in creating unforgettable memories.
Camperguru is a source of inspiration for adventurous travellers and outdoor adventurers who don't want to skimp on quality.
With limited time and a plethora of camping options, Camperguru is here to help you pick the greatest ones on the planet. Camperguru is curating a one-of-a-kind collection of meticulously curated campsites, camper parks, private locations, and glamping destinations, along with extensive, honest descriptions and stunning pictures. The company's objective includes, among other things, saving travellers' time, promoting ethical travel, and assisting the greatest hotels in shining.",,Lulec,"Adventure Travel, Outdoors, Travel Accommodations",No funding announced yet,2021,https://camperguru.com/,,,Czechia
Aroha Labs,https://www.eu-startups.com/directory/aroha-labs/,Czechia,"Aroha Labs develops and distributes natural food and dietary supplements. We believe that we can only make the best decision with enough information. We only offer larger packages with stock for a few months to reduce the final price. At the same time, we test all raw materials used by suppliers for undesirable substances such as heavy metals or pesticides.",,Bubenec,"Dietary Supplements, Food and Beverage, Health Care",No funding announced yet,2020,https://aroha.cz/,,,Czechia
Fiduciary Labs,https://www.eu-startups.com/directory/fiduciary-labs/,Czechia,Privacy focused apps for managing finance.,"We are a private company based in Prague, Czech Republic. We are independent and not affiliated with any bank, insurance company, or other financial institution. We are not a broker or an agent. We are not financial or investment advisors. We develop apps that help users understand finance and build their wealth.",Prague,"finance, mobile, ios, android",No funding announced yet,2020,https://www.fiduciarylabs.com/en/,,,Czechia
Instamatic,https://www.eu-startups.com/directory/instamatic/,Czechia,"Instamatic is a Chrome extension tool to help you with tasks on Instagram. You can use it on your daily Instagram routine, and also for tasks on which you don't want to waste your time, such as unfollowing users who are not following you back, mass unfollow, or automatically get thousands of new Followers. 

Instamatic behavior is not like some crazy automation bot – it will not unfollow 1000 users in 1 minute. It’s developed to simulate human behavior, with random delays between every action and if you want to run it for days, it will also simulate your sleeping or lunch breaks.",,Šenov,"Apps, Instagram, Followers, Extension",No funding announced yet,2020,https://www.instamatic.io,Closed,,Czechia
Closr,https://www.eu-startups.com/directory/closr/,Czechia,"Closr is a gifting platform that allows you to break through to prospects, accelerate deals, deliver an unforgettable experience just by sending a personalized gift.",,Prague,"Marketing, SaaS, Sales",No funding announced yet,2020,https://www.closr.cc/,Closed,,Czechia
IKISEQ,https://www.eu-startups.com/directory/ikiseq/,Czechia,"Welcome to the world’s first Ikigai Exchange. Invest in Success. Startup IKISEQ deals with the commodity of human potential and everything around it. We actively seek out potential, help develop it, and for the first time in history, exclusively and publicly trade it. At IKISEQ, we combine experience, technology and vision to enable as many people as possible to live in alignment with their IKIGAI and, in doing so, inspire those who have not yet succeeded.",,Prague,"ikiseq, ikigai, Petr Václavek",Between €100K-€500K,2020,www.ikiseq.com,Closed,,Czechia
Notionery,https://www.eu-startups.com/directory/notionery/,Czechia,Mental models made for notion.,"Notionery makes it easy to apply various mental models to your day-to-day problems and decisions. By giving you access to a library of Notion templates with various mental models (such as ICE, Eisenhower matrix or Second & third-order thinking) you can simply clone a model template and start applying it to your current goals.",Prague,"Notion, mental models, productivity",No funding announced yet,2020,https://www.notionery.com,,,Czechia
Leitners Watch,https://www.eu-startups.com/directory/leitners-watch/,Czechia,"Elegance and practicality should harmonize in one timepiece. Our ambition is to redefine the traditional watch craftsmanship with the latest smart functions. Our hybrid smartwatch Ad Maiora brings you to the new world, and we make no compromises. Ad Maiora is a watch in which smartwatch features are organically integrated into a classic watch with automatic movement.","Leitners Watch is on the way to launch the first product Ad Maiora on Kickstarter.
Ad Maiora is a hybrid smartwatch – it combines automatic mechanical movement with smart circuit. Traditional elegance is embodied in a classic design with high-quality materials. The smartwatch functions you need are perfectly integrated and presented on a full dial e-paper display. The watch is not only always on time but also helps you to manage it.",Brno,"hybrid smartwatch, technology, watches",No funding announced yet,2020,leitners.watch,Closed,,Czechia
AhoyTeam,https://www.eu-startups.com/directory/ahoyteam/,Czechia,"AhoyTeam empowers distributed organisations to save valuable time and be more efficient with a new way of tackling workflows.

Our powerful set of features allows teams to automate manual tasks and operations, assign workflows to teammates and set up notifications through Slack, Teams or email. With the analytics insights, workflows can be tweaked and adjusted to optimise for the best results.",,Prague,"remote, workflow automation, slack, distributed teams",Between €500K-€ 1 million,2020,www.ahoyteam.com,,,Czechia
NamÃ­ru Solutions,https://www.eu-startups.com/directory/namiru-solutions/,Czechia,"Salesforce experts and global business partners. We partner with clients who are bold, passionate and focus on rapid value creation. 20+ clients trust us with projects ranging from initial Salesforce implementations for small teams to large upgrades and integrations involving hundreds of users in multiple countries.",,Prague,"Salesforce Consulting, Salesforce Implementation, Salesforce for Startups",No funding announced yet,2020,namirusolutions.com,,,Czechia
Hedepy,https://www.eu-startups.com/directory/hedepy/,Czechia,"Hedepy is a health app that provides psychotherapy for everyone through video calls and is accessible, easy, and prejudice-free.",,Prague,"Health Care, App, Medical, Software",Between €1 million-€ 2.5 million,2020,https://hedepy.com,,,Czechia
Localazy,https://www.eu-startups.com/directory/localazy/,Czechia,Single app developers and small teams use Localazy to translate their Android apps.,,Brno,"Mobile Apps, Software, Translation Service",No funding announced yet,2020,localazy.com,,,Czechia
Booke.ai,https://www.eu-startups.com/directory/booke-ai/,Czechia,"SaaS B2B platform where business owner, accountants can easily extract data from PDF, PNG invoices/bills and manage bank accounts reconciliation routine with AI support.",,Prague,"Accounting, Banking, FinTech, Software",No funding announced yet,2020,booke.ai,,,Czechia
Superface,https://www.eu-startups.com/directory/superface/,Czechia,"Capability as a Service, integration platform, autonomous integration protocol for machines",,Prague,"Service, integration platform",No funding announced yet,2020,www.superface.ai,,,Czechia
GuardIoT,https://www.eu-startups.com/directory/guardiot/,Czechia,Our mission at GuardIoT is to make sure that Smart Cities are also Safe Cities!,,Prague,"Cyber Security, Industrial, Information Technology, Internet of Things",No funding announced yet,2020,guardiot.io,,,Czechia
Product Fruits,https://www.eu-startups.com/directory/product-fruits/,Czechia,"Thanks to Product Fruits, our All-in-one product adoption platform, you can add interactive boarding tours, hints, walkthroughs, adoption meters, or video feedback to any web app and increase its free trial conversion, speed up the product adoption, boost the engagement, while cutting customer care and IT costs. Without any programming.","Our goal is nothing less than to become The #1 Product Adoption Engagement and Customer service platform. There is no solution like that on the market. We will provide adoption features, chat and customer support in one package – every saas will use our solution as we will become industry standard.",Prague,"Adoption, Engagement, SaaS",No funding announced yet,2020,https://productfruits.com/,,,Czechia
