name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,linkedin,country,companyStatus
Pazar,https://www.eu-startups.com/directory/pazar/,Croatia,"Pazar is an OTC marketplace that is decentralized (pre-seed stage). Pazar was started in mid 2021, by 7 crypto industry heavy-weights from Croatia and Switzerland. t is currently in pre-seed stage, MVP is close to production (deployment to Ethereum mainnet in 8.2022.)",,Zagreb,"Financial Services, Marketplace, FinTech",No funding announced yet,2021,http://pazar.fi,https://www.linkedin.com/company/pazar-fi,HR,Active
Magic Forest,https://www.eu-startups.com/directory/magic-forest/,Croatia,Magic Forest is a biotech firm that democratizes the forestry sector by permitting public investment. Their online trading platform enables private investors to invest in forests and offset their carbon footprint. Magic forest is a biotech company based in Croatia established in 2021. and we aim at disrupting and democratizing the forestry sector by opening it for public investments and providing a simple online trading platform.,,Grubisno Polje,"Biotechnology Research, GreenTech, Sustainability",Between €1-€100K,2021,https://www.magic-forest.eu,https://www.linkedin.com/company/magic-forest-ltd/,HR,Active
Bitreport,https://www.eu-startups.com/directory/bitreport/,Croatia,"Bitreport is a mobile application that facilitates quality control systems and monitoring of internal business processes. It pairs efficient auditing and follow-up with powerful task management for teams on the field.

Bitreport helps with keeping track of business reports, performance and resources, primarily human ones, and monitors the critical things in your day-to-day ops without actively looking and gathers the business intelligence required for decision-making.",,Zagreb,"mobile app, business process, quality control system, reports",No funding announced yet,2021,https://www.bitreport.app/,https://www.linkedin.com/company/bitreport/,HR,Active
Flaster,https://www.eu-startups.com/directory/flaster/,Croatia,"Flaster is a measurable OOH advertising platform specialized in moving ads. Flaster uses technology that enables moving ads measurement and provides advertisers with multiple communication layers within a single media that enables a higher exposure for their clients internationally.

360 omnichannel network of national coverage that connects ATL & BTL activations through drivers every day on the road, in the most frequent city areas.","Flaster is a measurable OOH advertising platform specialized in moving ads. Flaster uses technology that enables moving ads measurement and provides advertisers with multiple communication layers within a single media that enables a higher exposure for their clients internationally.
360 omnichannel network of national coverage that connects ATL & BTL activations through drivers every day on the road, in the most frequent city areas.",Zagreb,"advertising, ooh, ads, omnichannel",No funding announced yet,2021,https://www.flaster.co/hr,https://www.linkedin.com/company/flaster/,HR,Active
ElectricSQL,https://www.eu-startups.com/directory/electricsql/,Croatia,Instant local-first for your Postgres. Active cloud sync for local-first app development. You develop local-first apps. We provide the cloud sync. Without changing your database or your code.,,Vizinada,"Database, Geo-distribution, Low latency",Between €500K-€ 1 million,2021,https://electric-sql.com,https://www.linkedin.com/company/electric-sql,HR,Active
Cosmos Eleven,https://www.eu-startups.com/directory/cosmos-eleven/,Croatia,"The first-ever NFT play to earn Football Manager Game in the Cosmos. Football Manager on the WAX blockchain. Our goal is to provide an immersive experience for players, and we are proud to be at the forefront of the sports metaverse.",,Zagreb,"Computer Games, Crypto, Sports, Blockchain",Between €500K-€ 1 million,2021,https://cosmoseleven.com,https://www.linkedin.com/company/cosmos-eleven,HR,Active
BIRD Incubator,https://www.eu-startups.com/directory/bird-incubator/,Croatia,"BIRD incubator is a software incubator for all data analytics, artificial intelligence, and machine learning ideas. BIRD Incubator facilities include a modern office (450 m2) in center of Zagreb in Tech district (Petračićeva 4) in the same complex with HUB 385 and Fabrika. Incubator features workplaces, meeting rooms, education center, and open space for meetups and hackathons. BIRD Incubator official opening: 01/01/2021.",,Zagreb,"Software, Artificial Intelligence, Machine Learning",No funding announced yet,2021,https://bird-incubator.com,https://www.linkedin.com/company/bird-incubator/,HR,Active
Excitr,https://www.eu-startups.com/directory/excitr/,Croatia,"Excitr seeks to offer music streaming service that supports both artists and listeners. Its game changing app will make music fans happy and rewarded, and make artists earn more and sustain their career.",,Split,"Audio, Internet Radio, Music, Music Streaming",Between €1-€100K,2021,https://excitr.io/,,HR,
ANJY MEAT,https://www.eu-startups.com/directory/anjy-meat/,Croatia,"We make luxurious and delicious cultivated meat like a lion meat. It's real meat, but without killing the animal.	Making new consumer tech products is extremely risky and expensive. Traditional meat is mostly a commodity product.",,Zagreb,"cultivated meat, biotech, cultured meat",No funding announced yet,2021,https://anjymeat.com,https://www.linkedin.com/company/anjy-meat,HR,Active
Agrines,https://www.eu-startups.com/directory/agrines/,Croatia,"Cooperation Manager is a private company specializing in the development of IT solutions for companies in the field of agriculture, ie for traders, warehouses, processors and farmers. Our software solution helps grain storage companies to trade grains and oilseeds with their supplyers more easily and quickly, as well as manage the flow of goods and money as part of the warehouse handling process. Our clients range from companies that have small cooperation to the largest in Serbia, Croatia and Bosnia.",,Osijek,"software development, agroculture software, B2B",No funding announced yet,2021,https://agrines.net/,https://www.linkedin.com/company/cooperation-manager-agrines/,HR,Active
Adria Dental Group,https://www.eu-startups.com/directory/adria-dental-group/,Croatia,"Adria Dental Group is fouded to improve the quality of dental care in the region, making world-class expertise and technology accessible to every one of our patients and physicians. Their top priority is helping patients become healthier, more confident, and satisfied with their smiles. They are a collective of clinics and polyclinics guided by excellence, and together we invest in improving the services they offer.",,Zagreb,"Medical Practices, Clinics, Polyclinics",No funding announced yet,2021,https://www.adriadentalgroup.com/hr/,https://www.linkedin.com/company/adria-dental-group/,HR,Active
Spiritus,https://www.eu-startups.com/directory/spiritus/,Croatia,"Spiritus provides a platform that specializes in creating digital memorials. Its platform provides services to create digital memorials for people's loved ones to help them remember them. Dino Jerković founded Spiritus in 2021 and is based in Zagreb, Croatia.",,Zagreb,"Digital Media, DIY, Graphic Design",Between €1-€100K,2021,https://www.spiritus.app/,,HR,
Silver technologies,https://www.eu-startups.com/directory/silver-technologies/,Croatia,"We  develop and market easy-to-use consumer technology products and services designed towards improving the lives of senior adults. Silver monitor smartwatch, a biometric mobile data and voice communications device, in conjunction with the Silver monitor web application platform allows remote monitoring of wide array of sensed data in real-time. Provides a tightly integrated system for seamless data and voice interaction between elderly, caregiver and healthcare professionals.",,Zagreb,"Health Care, Mobile, Software, Wearables",No funding announced yet,2021,https://www.silvermonitor.care,,HR,
Booking Dentist,https://www.eu-startups.com/directory/booking-dentist/,Croatia,"Booking.dentist is a global platform for dentists. The platform brings together dental service providers and dental service users in one place. It offers extremely effective digital marketing for dental practices. It also allows dental practices to gain new clients from different markets, as Booking.dentist spends the entire commission it receives from the practice on advertising the platform.",,Zagreb,"Dental, Information Technology, Software",Between €100K-€500K,2021,https://www.booking.dentist/hr,,HR,
ELNAV,https://www.eu-startups.com/directory/elnav/,Croatia,"Startup ELNAV is developing Helm Order Monitor, electronic device that utilizes speech recognition technology and combined with data received from ship's sensors, monitors whether issued helm orders are clear, confirmed and correctly executed.

To use analogy with road traffic, the Helm Order Monitor would be a combination of Exit Lane breach control with a Driver drowsiness detection.","At open sea, ships mostly sail with autopilot turned on, but to enter the port or pass-through narrow channels the ship must go to manual steering. Maritime pilot embarks the ship and steering is conducted by a helmsman via verbal helm orders.
All orders and instructions regarding the safe operation of the vessel must be done using closed loop communication. Closed loop communication is a technique utilized to avoid misunderstandings. It involves repeat back of orders and positive confirmation that the message has been understood.
Most obvious problem is that Closed Loop Communication does not prevent a Helmsman putting the rudder over the wrong way. Therefore, the monitoring of the execution of the order remains of paramount importance. This is from the Bridge Resource Management manual and how the idea of technological solution was born.
Problem is well described in an interview with a Captain regarding passage through and grounding of Ever Given in Suez Canal: I leave nothing to chance, I follow every pilot’s helm order and helmsman response, and several times it happened that because of a misunderstanding between the pilot and helmsman, I had to jump and grab the helm to avoid ship grounding. 
Helm Order Monitor uses the speech recognition function and, according to the maritime rules and regulations combined with data received from ship's sensors, monitors whether issued helm orders are clear, confirmed and correctly executed.
In addition to solving communication problems, situation awareness and drop of concentration, the device is also an indicator of the last issued helm order. Clients will have the ability to analyze registered warnings.",Split,"Innovation, Maritime safety, Helm Order Monitor",Between €1-€100K,2021,www.helmordermonitor.com,,HR,
Megi,https://www.eu-startups.com/directory/megi/,Croatia,"MEGI was created within Magdalena Clinic specialized for cardiovascular diseases between patients, cardiologists and experts in psychology. Magdalena is a 100-bed facility providing diagnostics, telemedicine, invasive cardiology, electrophysiology, cardiac and vascular surgery treatments to more than 20.000 cardiovascular patients annually. Founded it 1997, it became one of the largest privately owned cardiovascular centers in the CEE region, employing 250 health professionals.",,Zagreb,"Health Care, Health Diagnostics",Between €100K-€500K,2021,https://www.megi.ai,,HR,
Playsafety,https://www.eu-startups.com/directory/playsafety/,Croatia,"SaaS company, providing outdoor playground management platform compliant with EU regulations, giving owners ability to assess, inspect, monitor and control the safety level of their playgrounds across all locations at all time. Our software is compatible and can be accessed from any type of device. And the console’s unique style solves your tasks with few clicks and makes it easy-to-use for all user types.",,Zagreb,"IT System Data Services, Digital Service",Between €100K-€500K,2021,http://playsafety.eu,,HR,
AymoLive,https://www.eu-startups.com/directory/aymolive/,Croatia,"AymoLive is a live video streaming platform and community for emerging artists. It's where independent and emerging artists come to share their work and audiences come to experience independent, unique and uncensored art. From poetry, storytelling, performance, and music, to painting, sculpture, etc. the idea of the platform is to create art in real time and for artists to connect with peers and audiences from around the world. The streams are really live and the content is not saved or archived with the goal of creating a connection in the moment.",,Split,"Live Streaming Video, Creative Content, Performing Arts",Between €100K-€500K,2021,https://aymolive.com/,,HR,
sportreact,https://www.eu-startups.com/directory/sportreact/,Croatia,"Sportreact is making an IoT device for reaction training & agility testing while assisting athletes to grow their performances. Their device works wirelessly, connecting up to eight modules that emit signals to which the athlete responds. Each of the modules has a rechargeable battery and it is very easy to combine it with all sports equipment.",,Zagreb,"Sports, Lifestyle, Coaching, IoT",No funding announced yet,2021,https://sportreact.com,,HR,
Revuto,https://www.eu-startups.com/directory/revuto/,Croatia,Revuto is an active subscription management app supporting Debit Cards and Crypto to help people save and earn money on their subscriptions.,,Zagreb,"Cryptocurrency, FinTech, Payments",Between €10 million-€25 million,2021,https://revuto.com,,HR,
Codemap,https://www.eu-startups.com/directory/codemap-2/,Croatia,"World's first freelance platform for no-code/low-code, and automation.",,Zagreb,"Information Technology, Software, Web Development",Between €100K-€500K,2021,https://codemap.io,,HR,
grabAhome,https://www.eu-startups.com/directory/grabahome/,Croatia,"Online marketplace for booking mid/long-term rental. We personally verify properties and make the most realistic and immersive way to experience a property online (professional photos, 360° virtual and video tour). This enables tenants to feel like they’re really there and book their new home from anywhere in the world!",,Zagreb,"real estate, proptech, marketplace",No funding announced yet,2021,www.grabahome.com,,HR,
Pas Kitchen,https://www.eu-startups.com/directory/pas-kitchen/,Croatia,"Delivery of fresh, healthy, insect based pet superfood",,Zagreb,"food, pet, insect, sustainable",Between €1-€100K,2021,www.pas.kitchen,,HR,
Heritage,https://www.eu-startups.com/directory/heritage/,Croatia,Smart Systems based on blockchain built for automatization of everyday life. Next-gen smart systems based on advanced blockchain.,,Osijek,"Apps, IT Infrastructure, Retail Technology, Software",Between €1-€100K,2021,https://heritage.app/,,HR,
Clastr,https://www.eu-startups.com/directory/clastr/,Croatia,"We're a business dedicated to giving gamers an incredible gaming experience while also strengthening the gig economy in local communities and reducing electrical trash throughout the world. Folks who are competitive and have a team spirit are valued, but we also value people who have a reliable internet connection and say GG after a loss.",,Jaksic,"Gaming, Information Technology, Video Games",Between €1-€100K,2021,https://bit.ly/3DFAUhq,,HR,
Break Stuff App,https://www.eu-startups.com/directory/break-stuff-app/,Croatia,"We enjoy collecting sports cards as a hobby.
We love to purchase, sell, trade, and collect stuff as avid sports card collectors since the 1990s.
As a result, the ""Break Stuff App"" will be released soon. This will quickly become your go-to smartphone app for chatting with other sports card collectors, discussing the hobby, grading your cards, and trading them.
To be the first to obtain early access to the prototype, join the waiting list immediately and share it with your friends!",,Zagreb,"Artificial Intelligence, Collectibles, Social Network, Sports",No funding announced yet,2021,https://tradingcards.ai,,HR,
Lotus Lambda,https://www.eu-startups.com/directory/lotus-lambda/,Croatia,"The app platform of the future. Build apps faster than ever. A language and platform made for the future of apps. Create native, crossplatform apps that live in the clouds - faster than ever. Create screens and forms in minutes with code or drag & drop, test them with instant preview, manage your styles and translations dynamically or create a whole app from scratch!",,Zagreb,"Android, Developer Platform, Developer Tools, iOS, Mobile, Mobile Apps, Software",Between €1-€100K,2021,https://lotuslambda.com,,HR,
Mantil,https://www.eu-startups.com/directory/mantil/,Croatia,"We think that writing software is an artisanal craft. It requires focus, dedication and inspiration. Software writers shouldn't be bothered with the intricacies of The Cloud any more than with the architecture of the transistors in a CPU. As seasoned technology entrepreneurs with 15+ years in running high-traffic microservices with billion messages daily, tens of thousands of concurrent users, and 99,99% uptime we are rolling out development tools with built-in DevOps best practices to enable that same experience with serverless. Mantil is creating a friendly experience of launching and observing serverless backends on AWS Lambda with Go for development teams",,Zagreb,"Cloud Infrastructure, Developer Tools, Software",Between €1-€100K,2021,https://www.mantil.com/,,HR,
MyValet,https://www.eu-startups.com/directory/myvalet-j-d-o-o/,Croatia,Updating car parking and car services to the 21st Century.,"MyValet is a full, end to end, digital solution dedicated to car parking and car services, with no paper and no cash, no hassle, and no issues. Anyone can get started in few days: no down payments, no software licenses, no complex setups. A simple registration process is all that is required.
MyValet is dedicated to entrepreneurs who wants to start and run their own operations, to parking management and car service company aspiring to go digital and improve their reputation, to retails striving to add value to their customers, to hospitals, airports and train stations willing to create efficiency and reduce congestion.
Drivers have access to their own dedicated mobile app, while operators run the service by a combination of a mobile app and a web portal.
MyValet assists and follows its customers and partners throughout the entire lifecycle of the service, by providing consultation, a state-of-the-art technology, active support and all the reports needed. All this with guaranteed quality and security.
MyValet is a green, easy to use, safe and performing solution to digitalize any parking business and to offer drivers direct digital access to car services anywhere in the World.",Zagreb,"valet, driver on demand, green tech",Between €100K-€500K,2020,https://wwwmyval.et,,HR,
Elevien,https://www.eu-startups.com/directory/elevien/,Croatia,Elevien is a sports application that enables gymnasts to compete in international tournaments from their own gyms or training facilities — all they need is a smartphone and an internet connection.,,Zagreb,"Sport, SporTech, Gymnastics",Between €1 million-€ 2.5 million,2020,https://www.bornfight.com/work/elevien/,,HR,
UniCompoST,https://www.eu-startups.com/directory/unicompost/,Croatia,"UniCompoST is a startup that develops solutions that combine on-site biowaste treatment and indoor gardening. We are currently focused on the development of a product called ""C-Eco for Home"" - a small and compact device, educational in nature, which provides the user with practical education on composting and indoor gardening, thus acquiring good habits of biowaste management and postulates of the circular economy. The device comes with the e-learning platform UniCompoST Classroom as customer support and a database of practical training.",,Split,"environmentally-oriented, practical, climate resilience",Between €1-€100K,2020,https://unicompost.com.hr/,,HR,
CRYSTAL Idea,https://www.eu-startups.com/directory/crystal-idea-kristalna-ideja-ltd/,Croatia,"The company was founded in November. 2013., as a design and equipment company in the field of air and water purification technology. The owner is Mrs.Inga Kovacic Sindik .
In recent years, the company has been intensely focused on the creation and application of new technologies for the control, supervision and purification of indoor and outdoor air explores tests and applies new materials for the purpose of air purification using artificial information and communication technology for programmed management, detection, measurement and download complete control of internal and external pollutants.","In its work so far, the company has innovated a whole range of products, registering a number of patents and copyrights, of which we emphasize: iTherapy technology which is installed in few devices for air cleaning and purification and for controlling and supervision of indoor air.
Company innovate few types of air filter composites for indoor air purification, smart module for measuring and control indoor and outdoor air quality, colour communication module, and device for the production of microclimate conditions.
Most of the projects are completed and some have already been placed on the market. Some of them are in the phase of commercial testing and preparation for production organization as they are a novel filter for destroying bioaerosol pollutants in the air.
iTherapy technology (patent registrated) is based on 11 high technologies in combination with super ionization , ventilation, UV sterilization and composite nanocoating filter, which can decompose and eliminate viruses, organic compounds, bacteria, mold, and other particle matters from the room air.",Split,"air cleaning, air purification, air bioaerosol filtration and virus deactivation, nano- coating filter materials",No funding announced yet,2020,https://itherapy.shop/; www.crystal-idea.com,,HR,
Liquid Metal Sound,https://www.eu-startups.com/directory/liquid-metal-sound/,Croatia,Croatian startup developing the next generation of sound speakers and other related audio equipment based on liquid metal sound technology.,,Korcula,"Electronics, Media and Entertainment",No funding announced yet,2020,www.liquidmetalsound.com/,,HR,
Etobico,https://www.eu-startups.com/directory/etobico/,Croatia,"Etobico wellbeing technologies is a start-up company providing IT & Electronics solutions with an emphasis on stuttering. The mission of Etobico is to provide high-quality products and customer service with a focus on positive energy, confidence, and a sense of pride and excitement. We yearn to bring trust, encouragement, and joy to the stuttering community around the world by enhancing their quality of life with our products.",,Zagreb,"Assistive Technology, Consumer Electronics, Electronics, Health Care",Between €1-€100K,2020,www.etobico.hr/,,HR,
Lendica,https://www.eu-startups.com/directory/lendica-2/,Croatia,"Lendica is a digital lending platform building next-generation lending infrastructure by leveraging the benefits of open banking. The company's digital solutions enable profitable customer base expansion for banks, quick and easy onboarding and attractive financing options for customers and financial incentive for merchants. Their consumer finance app digitizes the credit granting process, removing credit card processors from it and thus eliminating credit card processing costs.",,Zagreb,"Banking, Consumer Lending, Finance",Between €1-€100K,2020,https://www.lendica.co/,,HR,Active
InsiderCX,https://www.eu-startups.com/directory/insidercx/,Croatia,"InsiderCX is a voice of customer of platform that capture, analyze and act on customer feedback. They provide self-service analysis tool that allow users to unlock the value of CX insights. Your go-to partner for delivering patient-centric experiences and elevating healthcare quality.",,Varazdin,"Customer feedback, Customer experience, Voice of Customer,Market Research",Between €100K-€500K,2020,https://www.insidercx.com,https://www.linkedin.com/company/insidercx,HR,Active
IE-Energy,https://www.eu-startups.com/directory/ie-energy/,Croatia,"IE-Energy operates as an energy company focused on creating flexible smart grid. We are using new technologies and new electricity market designs to create a new business model: VIRTUAL POWER PLANT.

A virtual power plant is a business model that recognizes and satisfies current and future market needs for competitive renewable energy supply, energy flexibility, and ancillary services to the grid.",,Rijeka,"battery energy storage, virtual power plant, renewable energy, grid balancing",Between €10 million-€25 million,2020,https://ie-energy.hr/,https://www.linkedin.com/company/ie-energy-d-o-o/,HR,Active
Decoditive,https://www.eu-startups.com/directory/decoditive/,Croatia,Decoditive is focused on providing neuromarketing analysis and insights to businesses looking to truly understand their customers. Our AI-powered neuromarketing analysis tool allows our customers to test their services and products with real users and provide crucial feedback based on the testers' attention and their displayed emotions via facial coding and gaze tracking.,,Zagreb,"Analytics, Emotion analysis, Facial coding, Gaze tracking",No funding announced yet,2020,https://decoditive.com,https://www.linkedin.com/company/decoditive/,HR,Active
Bracopone,https://www.eu-startups.com/directory/bracopone/,Croatia,"My story started 10 years ago when we started doing photography. Creating a photo, which allows you to create a unique story, makes a small story of 1000 words. To not be left alone in photography, and given previous experience in marketing, PR, and organizing various events, I launched Bracopone to unite all of the above industries. There is gaming, too.",,Zagreb,"Graphic Design, Advertising, Consulting, Marketing",Between €1-€100K,2020,https://bracopone.com/,https://www.linkedin.com/company/bracopone/,HR,Active
Blank,https://www.eu-startups.com/directory/blank-2/,Croatia,"Blank is a software company focused on building digital products. We create business web & mobile apps for our clients all across the globe. Being very passionate about web3 and Metaverse, we love creating digital products in web3 and NFT space.",,Split,"Backend development, Frontend development, Blockchain",No funding announced yet,2020,https://www.blankhq.co/,https://www.linkedin.com/company/blankhq/,HR,Active
Savvy Boats,https://www.eu-startups.com/directory/savvy-boats/,Croatia,"Modular electric boats with infinite customization possibilities. Build your own perfect boat for any purpose.
Powerful. Flexible. Easy. We are a marine technology start-up based in Split, Croatia. The company was founded on the belief that boats shouldn’t dictate how you work or have fun — you should dictate how it works. Our mission is to democratize yachting by enabling anyone to build boats that meet their needs.",,Split,"Boating, Electric Vehicle, Sailing",No funding announced yet,2020,https://www.savvyboats.com/,,HR,
Azikus,https://www.eu-startups.com/directory/azikus/,Croatia,"Azikus offers web development, mobile application development, UX/UI design and consulting services. AZIKUS is a full-service agency dedicated to developing and designing beautiful digital products and experiences. Digital agency Azikus was launched in 2020.",,Zagreb,"IT Services, IT Consulting, SOftware, UXDesign",No funding announced yet,2020,https://www.azikus.com/,https://www.linkedin.com/company/azikus/,HR,Active
AImages,https://www.eu-startups.com/directory/aimages/,Croatia,The easiest way to remaster your videos. Upscale and Enhance videos and images online using AI. Enhance video and image quality in less than 3 minutes.,,Zagreb,"IT Services, IT Consulting, Artificial Intelligence, Machine Learning",No funding announced yet,2020,https://aimages.ai/,https://www.linkedin.com/company/aimages-vr,HR,Active
Databuilder,https://www.eu-startups.com/directory/databuilder/,Croatia,"Databuilder is a user-friendly online tool, for creating custom data-driven applications in the cloud. No coding required. With Databuilder, you can manage your business with secure, flexible workflows that scale as your team grows.",,Split,"Business Intelligence, Database, Software",No funding announced yet,2020,https://www.databuilder.io/,,HR,
PlatePay,https://www.eu-startups.com/directory/platepay/,Croatia,PlatePay is an online payment platform that allows users to pay for any drive-in and drive-through service automatically. The platform provides an option to pay with their plates by simple one-click confirmation on their mobile phone (or another preferred device) after the information about their registration plate that is just recognized is linked to their Plate Pay account. Their main goal is to optimize the payment process in the existing drive-through services or to provide a plate payment solution for as much other business as possible.,,Zagreb,"FinTech, Information Technology, Payments",Between €1-€100K,2020,https://www.platepay.ai/,,HR,
Treblle,https://www.eu-startups.com/directory/treblle/,Croatia,"Treblle makes it super easy to understand what's going on with your APIs and the apps that use them. We help you focus on what actually matters. We know you like spending your time writing great code and not providing support, writing documentation and jumping on calls every hour.",,Zagreb,"Developer APIs, Developer Tools, Software",Between €1 million-€ 2.5 million,2020,https://treblle.com/,,HR,
Wasp,https://www.eu-startups.com/directory/wasp/,Croatia,"Wasp aims to be at least as flexible as the traditional web frameworks like Ruby on Rails. Start your project quickly with the best defaults and customize and scale it as it grows. Describe high-level features with Wasp DSL and write the rest of your logic in React, Node.js and Prisma. Wasp is an open source, declarative DSL for devs who want to use modern web dev stack (React, Node.js, Prisma , ...) without writing boilerplate.",,Zagreb,"Information Technology, SaaS, Software, Web Development",Between €1 million-€ 2.5 million,2020,https://wasp-lang.dev,,HR,
Zoyya,https://www.eu-startups.com/directory/zoyya/,Croatia,"Zoyya is the first online service marketplace for all service providers whose business is based on a meeting or providing a service in a specific, agreed time.  Benefits for end consumers Through a modern web and mobile interface, Zoyya makes it possible to find a local service provider and order orders 24-7 quickly and easily.  Benefits for service providers Zoyya offers a wide range of professional tools to improve sales, organize time, resources and staff, and a channel for multifunctional interaction with customers (marketing, sales, communication).",,Zagreb,"B2B, B2C",No funding announced yet,2020,https://www.zoyya.com,,HR,
Meddox digital,https://www.eu-startups.com/directory/meddox-digital/,Croatia,"Meddox helps keeping all medical history in one place. Meddox is a medical record keeping app that enables medical records to be stored safely and always available. Meddox is patient directed: consented by the used, records are collected, stored and shared by an individual.",,Zagreb,"app, medtech, health",No funding announced yet,2020,https://www.meddox.com,,HR,
Trawerk,https://www.eu-startups.com/directory/trawerk/,Croatia,"Trawerk is a long-term rental platform for digital nomads and exchange students. No fee and no forced ads. Their goal is to only provide tenants with useful information for their stay (local businesses, internet providers speed, delivery zones).",,Zagreb,"Travel, Real Estate, Rentals",No funding announced yet,2020,https://trawerk.com/,,HR,
REEV,https://www.eu-startups.com/directory/reev/,Croatia,"REEV is accelerating the path to electrified mobility by making EV’s affordable to the general public. They do it by having a universal and modular solution that has the lowest number of parts, therefore making it highly efficient and cost-effective for mass-market adoption.",,Zagreb,"Automotive, Electric Vehicles, Mobility",No funding announced yet,2020,https://www.reevelectric.com/,,HR,
Neolight.ai,https://www.eu-startups.com/directory/neolight-ai/,Croatia,"Neolight platform helps hotels, resorts, camps, and the rest of the tourism sector to create a virtual assistant based on AI that makes it easier for their guests to use the services and provides insight into the entire tourist offer, thus raising the quality of customer care and interaction. With the collected data and statistics that they get to see, tourist facilities can improve their offer and services.",,Zagreb,"Travel, Tourism, Artificial Intelligence",No funding announced yet,2020,https://neolight.ai/,,HR,
Noelight,https://www.eu-startups.com/directory/noelight/,Croatia,"Neolight.ai is an all-in-one hotel management system with a focus on business intelligence and targeting optimization based on gathered customer data. Neolight platform helps hotels, resorts, camps, and the rest of the tourism sector to create a virtual assistant based on AI that makes it easier for their guests to use the services and provides insight into the entire tourist offer, thus raising the quality of customer care and interaction.",,Zagreb,"Tourism, Travel, SaaS, B2B",No funding announced yet,2020,https://neolight.ai/,,HR,
WebBookingPro,https://www.eu-startups.com/directory/webbookingpro/,Croatia,All-in-one solution for managing hotels and vacant rentals,"A cloud-based, all-in-one integrated platform for managing hotels, hostels, apartments (holiday homes) to grow revenue, streamline operations, and deliver memorable guest experiences.  Vacant rentals, hostels, b&bs and smaller hotels can use our solution for all operations from recieving booking (either via OTA or direct via web site), managing reservations in calendar/timeline, creating invoices and processing payments, managing guest book. Larger hotels usually use their own PMS, while WebBookingPro acts as Channel Manager, Booking Engine and Revenue Manager and communicates via 2-way API connection with PMS. Next-generation Booking engine certified by Google.","Zagreb, Croatia","Hotels, hostels, vacant rentals, PMS",No funding announced yet,2020,https://www.webbookingpro.com,,HR,
Codemap,https://www.eu-startups.com/directory/codemap/,Croatia,"World's first freelance platform for no-code, low-code, and automation. Build software up to 10x faster with minimal or no coding.","By providing direct access to curated and pre-vetted no-code experts, we enable founders, startups, scaleups, and SMEs to leverage the power of no-code, low-code, and automation, and build software up to 10x faster with minimal or no coding. Codemap matches you with the right no-code expertise so you can launch your products in a matter of days or weeks, iterate with ease, and boost your team’s productivity by automating repetitive manual tasks and workflows.",Zagreb,"freelance, outsourcing, development, MVP",No funding announced yet,2020,https://codemap.io/,,HR,
MetaBelly,https://www.eu-startups.com/directory/metabelly/,Croatia,"We currently work as a B2C company providing insight into gut microbiota and personalized nutrition plans based on gut bacteria. At the moment, we are building a smart diagnostic aid that will help doctors/nutritionists/personal trainers treat and diagnose their patients better (B2B2C). Also, we have our own prebiotic supplement. MetaBelly, a gut health company, has been in business for a little over a year and has already received two in startup competitions, one first and one second place.",,Split,"Internet Publishing, Medical, health, B2C company",Between €100K-€500K,2020,https://metabelly.com/,,HR,
TheGepek,https://www.eu-startups.com/directory/thegepek/,Croatia,Carpooling for packages,"The Gepek is a new platform for package delivery based on a carpooling model. It’s intended exclusively for the carriage of packages, not people!
It helps reducing COVID pandemic by lowering the number of people in shopping for example as one person can manage multiple contactless deliveries. Of course it gives opportunity for extra profit and flexible time management - in a period of economic crisis new revenue could always help!
It’s also a platform for volunteer work as we encourage not charging package delivery for elders or other vulnerable groups.
Platform has security feature to ensure safe delivery like driver ratings and identity check through social platform login.
We are volunteering on this project and we give up all the transaction profits during COVID-19 pandemic crisis.",Zagreb,"delivery, carpooling, package, parcel",,2020,www.thegepek.com,,HR,
Include,https://www.eu-startups.com/directory/include/,Croatia,Include is a hardware startup that develops and manufactures smart street furniture.,,Klis,"Electronics, Furniture, Internet of Things",,2020,https://www.include.eu/,,HR,
