name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin,longBusinessDescription
Propchain,https://www.eu-startups.com/directory/propchain/,Luxembourg,"A Blockchain-powered Real Estate investing marketplace and ecosystem, Propchain allows its users to invest in fractional Real Estate properties of the highest quality. Our marketplace provides users with a platform to monitor, manage, and collect rent returns of their investments directly from our platform. We tackle due diligence, administrative processes, and high entry barriers.",Luxembourg,"Blockchain, Marketplacce, Real state",Between €5 million-€10 million,2021,https://propchain.com/,Active,LU,https://www.linkedin.com/company/propchain-global/,
Planned.me,https://www.eu-startups.com/directory/planned-me/,Luxembourg,"Multi-party events can be simplified using Planned.me, a web application that enables event planning. The application frees users from the stress of following up with their event projects. Through the application users can plan vacations with friends, weekends, and even housewarming parties in a simple and quick manner.",Bertrange,"Software Development, IT, Event Management, Software",No funding announced yet,2021,https://en.planned.me/,Active,LU,https://www.linkedin.com/company/planned-me,
OWNERO,https://www.eu-startups.com/directory/ownero/,Luxembourg,Ownero is a real estate and hospitality company. It also enables people to buy a second home at market price and own it free of remote management hassle. They provide buying and selling home services.,Luxembourg,"Real State, B2B, Rental",Between €1 million-€ 2.5 million,2021,http://ownero.com,Active,LU,https://www.linkedin.com/company/ownero/,
Mission Space,https://www.eu-startups.com/directory/mission-space-2/,Luxembourg,"Mission Space delivers global predictive space weather system designed to serve as a decision support tool for customers from energy, maritime, aviation, supply chain, and oil & gas industries, helping them to predict space weather events and develop proper mitigation strategies supporting uninterrupted service. 

Mission Space is developing the first private satellite-based space weather nowcast and forecast system to help satellite operators solve the problem of data deficit and lack of warning tools to mitigate the effects of the geomagnetic storms and coronal mass ejections. 

With our space weather intelligence system, you can quantify your business’ assets exposure to solar storms.",Luxembourg,"Defense, Aerospace, Information Services, Software",Between €100K-€500K,2021,https://www.mission.space/,Active,LU,https://www.linkedin.com/company/missionspace/,
MediNation,https://www.eu-startups.com/directory/medination/,Luxembourg,"Medination is a recruitment platform for people looking for a job in the field of healthcare and social care. Discover Medination.lu, the first recruitment platform dedicated exclusively to the jobs you are looking for. the 1st recruitment platform dedicated exclusively to the professions that interest you.",Luxembourg,"Online Audio, Video Media, Recruitment Platform",No funding announced yet,2021,https://www.medination.lu,Active,LU,https://www.linkedin.com/company/medination,
Docify,https://www.eu-startups.com/directory/docify/,Luxembourg,"Docify is no-code technology that allows for the automation of any legal, finance and administration document.
Docify, a Luxembourg based Document Automation company, provides document automation technologies and solutions that allow your business to leverage your legal expertise. Docify is a completely flexible tool that removes the requirement to manually prepare documents, letting your staff focus on content and quality.",Luxembourg,"Software Development, Compliance, Legal Tech",No funding announced yet,2021,https://www.docify.lu/,Active,LU,https://www.linkedin.com/company/docifysoftware/,
DEFYCA,https://www.eu-startups.com/directory/defyca/,Luxembourg,"DEFYCA provide access for investors to invest frictionlessly in the private credit markets, whilst providing debt funds with a fully-digital end-to-end infrastructure built on blockchain technology. DEFYCA was born out of a mission to decrease friction and create liquidity in private credit markets. We are digital securities firm, operating in compliance with the securitization and blockchain laws of Luxembourg.",Capellen,"Financial Services, flexible liquidity, algorithmic investment",Between €1 million-€ 2.5 million,2021,https://defyca.com/,Closed,LU,https://www.linkedin.com/company/defyca/,
Cherry.tv,https://www.eu-startups.com/directory/cherry-tv/,Luxembourg,"The camming industry is on fire these days (in a good way!), with consumer demand for authenticity and intimacy at all-time highs. Even before lockdowns spiked traffic with folks stuck at home, the desire to interact live with beloved creators, be they of the mainstream Twitch variety or in adult entertainment, was well on its way to becoming a massive global phenomenon -- Enter Cherry.tv!",Luxembourg,"Entertainment Providers, Sex Tech, Video Streaming",No funding announced yet,2021,https://cherry.tv,Active,LU,,
B-ON,https://www.eu-startups.com/directory/b-on/,Luxembourg,"B-ON is a full-service solution provider democratizing fleet electrification, providing access to an entire ecosystem of services through one simple process. B-ON is focused on transforming last mile transportation of people and goods to zero emissions. B-ON was established in 2021.",Luxembourg,"Electric Vehicle, Renewable Energy, Motor Vehicle Manufacturing",No funding announced yet,2021,https://www.b-on.com,Active,LU,https://www.linkedin.com/company/b-on-automotive-ltd/,
BlocHome,https://www.eu-startups.com/directory/blochome/,Luxembourg,"BlocHome is a platform to access the real estate market. They enable users to access property ownership thus, users can buy and sell via tokens representing shares in the legal entity that owns their real estate portfolio. BlocHome gives everybody access to real estate ownership.",Luxembourg,"Real estate, Investments, Immobilier",Between €1 million-€ 2.5 million,2021,https://www.blochome.com/en,Active,LU,https://www.linkedin.com/company/blochome/,
Appic,https://www.eu-startups.com/directory/appic/,Luxembourg,"Appic is a mobile app development company that builds a large portfolio of apps that help customers lead better lives. Appic is headquartered in Luxembourg, Luxembourg and was founded in 2021. At Appic, we’re all about testing, testing, testing whilst iterating to find out what works, and then measuring the outcome.  Appic is a technology startup that focusses on acquiring and scaling mobile apps.",Luxembourg,"Internet Publishing, Mobile Apps, App, Tech",No funding announced yet,2021,http://appic.io,Active,LU,https://www.linkedin.com/company/appic-group/,
Nash fintechX,https://www.eu-startups.com/directory/nash-fintechx/,Luxembourg,"Nash fintechX provides software solutions to aid in the digital transformation journey of enterprises. Our software solution DCarbonX is a pioneer in the ESG space and provides a blockchain-based carbon market, fully owned by the organisation. Our vision, mission and mantra are geared towards ensuring sound progress of organisations in the digital era and sparking mass adoption of sustainable finance.",Luxembourg,"Blockchain, FinTech, Software",No funding announced yet,2021,https://nashfintechx.com,,LU,,
FleetLab,https://www.eu-startups.com/directory/fleetlab/,Luxembourg,"Reach the full potential of your minibus fleet. Never face empty legs or kilometres again. Forget about drivers not being on the road but idling while waiting for their next trip. FleetLab is one single software to manage all aspects of your minibus fleet (vehicle, driver & shift management, sales channels, BI tool, etc.) and vertical integration of all operational aspects of a mobility business through one software.",Differdange,"Mobile Apps, SaaS, Transportation",No funding announced yet,2021,https://fleetlab.com/,,LU,,
Collectory,https://www.eu-startups.com/directory/collectory/,Luxembourg,"Secure and Leverage Your Art Collection Collectory audits, secures and leverages Art valuables through a proprietary patented technology that delivers - Artworks documents verified through the direct consensus of the legally legitimate parties - Then certified in a blockchain Smart Contract: Artwork assumes an Asset Class status - Permanent pairing between artwork and Certificate through ultra-destructible serialized stickers with a nanoparticle fluorescent coating visible only at a unique light wavelength Secured Artworks leveraged through : - Verify | Certify Audit process - Collection Management - Succession Management - Art Lending - Property Management",Luxembourg,"Financial Services, Artists, Writers",No funding announced yet,2021,https://www.collectory.art,,LU,,
Aumint.io,https://www.eu-startups.com/directory/aumint-io/,Luxembourg,"Aumint.io specializes in helping companies to protect their assets and information from Social Engineering related hacker attacks. The company's services are tailored to each company is unique mental and operational business vulnerabilities. The company was founded in 2021 and is based in Luxembourg. Aumint SARLs is a Luxembourgish company with worldwide distributed team that building the smartest social engineering simulator. Now you can train your employees not just against phishing, but against all social engineering attacks. Attacks like: Whailing, Smshing, Warshipping, Fake news, Social accounts impersonating, Vendor shifting, and more.",Esch-sur-Alzette,"Cyber Security, Security, Software",No funding announced yet,2021,https://www.aumint.io/,,LU,,
digitalUs,https://www.eu-startups.com/directory/digitalus/,Luxembourg,"DigitalUs is the search engine for public digital footprints. They are able to seek, retrieve and merge public and social pieces of information into a report. digitalUs retrieves information and builds reports on-demand providing real-time information in a GDPR compliant platform, unlike traditional data silo solutions.",Esch-sur-Alzette,"Data Integration, Data Visualization, Information Technology, Software",No funding announced yet,2021,https://digitalus.io/,,LU,,
Greenworlder,https://www.eu-startups.com/directory/greenworlder/,Luxembourg,"Greenworlder is a social media for sustainability, creating a global community to drive for a sustainable future. Greenworlder is a multisided platform with a social media feed, messaging and group functionalities, B2C marketplace and a dedicated news section based on trusted sources - to inspire for responsible lifestyle. We believe intransparent, trustworthy social media that does not wash their hands from responsibility but instead, does good for the people and planet.",Luxembourg,"Networking, Social Media, Social Network, Sustainability",Between €2.5 million-5 million,2021,https://greenworlder.com,,LU,,
Circu Li-ion,https://www.eu-startups.com/directory/circu-li-ion/,Luxembourg,"It’s Circu Li-ion's vision to accelerate the green revolution by maximizing the value of each battery to enable a sustainable economic electrification. Circu Li-ion is a European battery upcycling startup. Our vision is to fight the climate crisis by maximizing the lifecycle of each Lithium-ion cell. In 2021, we have embarked on our journey to enable a circular lifecycle to batteries in three steps: the dismantling of batteries, the diagnostic of cells and the reassembly based on reused components - automated and at scale.",Hesperange,"Renewables, Environment, Automated Battery",Between €500K-€ 1 million,2021,https://www.circuli-ion.com/,,LU,,
Xuppi.com,https://www.eu-startups.com/directory/xuppi-com/,Luxembourg,Xuppi is a social commerce platform that makes e-commerce entertaining via Live streaming. Sellers partner with verified Influencers & Live streamers and tap into their fanbase & enable on-spot sales in a social way by creating content around commerce.,Luxembourg,"socialcommerce, live streaming, influencers",Between €100K-€500K,2021,https://xuppi.com,,LU,,"Xuppi’s Objective
1. Create an environment that instils the mood to shop 2. Initiate and restart Consumer spending 3. Build excitement and hope through shopotainment 4. Create sales for partnered products 5. Introduce new products and newer ways of using those products 6. Build engagement and connect with the products
Xuppi for Sellers
Your storefront & Live Shop
Your storefront with a unique URL is dedicated to your brand or your label. The 3D interactive Live Shop is where your consumers can ask questions about the product, quality etc. And pre-recorded videos or Live streams on your shop front for consumers to watch and make buying decisions. We recommend sellers create eye-catchy content around commerce where consumers receive a fun-filled shopping experience.
Discovery of your product launches
Channel and deal filter
Live shows
Scheduled Live
Pre-recorded videos
Discover and explore
Combine Content And Commerce
Content
Weekly Content Stories around sellers store
Showroom, factory or shop visits on Live stream
Interview session with owners or sales team. Provide more information about the brand to build trust.
Interview with consumers on experience or testimony.
Special product launches with KOL Influencers.
Peer recommendation through chats and videos.
Commerce
Daily or weekly FLASH SALE for a range of products
Virtual events with Host & Guest Influencers to boost the sale of new products or collections
Discount Sales.
Time-sensitive seasonal sales
Influencer exclusive deals and shows.
Sell Excess Inventory at lower
Influencer led free sample brand promotion.
Brand and Creator/Influencer Collaboration
Brands around the world are leveraging the power of Influencers to market their products and reach out to their target audience. To make this movement more effective and direct, Xuppi introduces a multipurpose tool called the Collaboration tool. This tool allows Creators/Influencers and Brands to connect with each other without any intermediaries. To simplify things between the two parties, the Collaboration tool is more like a messaging app where they can converse easily, quote offers, negotiate, and settle the deal. Xuppi promotes conversational commerce. Brands and Creators/Influencers can discuss the Live stream details, the deLiverables, promotion techniques, and much more.
How do I become a Seller on Xuppi?
You can become a Seller on Xuppi right away. All you need to do is register yourself as a user first and then click on Become a Seller. By clicking on that option, you’ll have to go through our KYC process, wherein you submit all the details about yourself, your business, and more. Once you complete the KYC process, our team will verify you in less than 48 hours. We do not charge you any kind of fees to register as a Seller on Xuppi. You can start selling today from anywhere in the world. When you become a selling partner on Xuppi, you step into the Xuppi marketplace, where you meet thousands of verified Sellers and get access to millions of active buyers around the world. Whether you sell one product or millions, Xuppi helps you achieve the best customer satisfaction. Transparent analytics of sales, trust-based interaction, curated resale network, on-spot sales, extensive reach, and so much more! This is your platform for discovery."
Dynaccurate,https://www.eu-startups.com/directory/dynaccurate/,Luxembourg,"Dynacurate solves the problem of keeping track of medical codes, clinical terminologies, and controlled vocabularies as they change. Ontologies in the health and life sciences sectors now require a significant amount of manual reconciliation, but Dynaccurate's AI cuts this effort from months to days, thanks to a highly sophisticated algorithm that took many years to develop. The Health and Life Sciences businesses are particularly interested in Dynaccurate since they use Clinical Terminologies like as SNOMED, ICD, and MedDRA, as well as regulatory database extracts. These terminologies are needed for a variety of tasks, including: - Maintaining large-scale knowledge graphs with numerous clinical terminologies in scope, such as in drug research -",Esch-sur-alzette,"Artificial Intelligence, Health Care, Information Technology, Knowledge Management, Semantic Web, Software",Between €100K-€500K,2021,https://www.dynaccurate.com/,,LU,,
data.europa.eu,https://www.eu-startups.com/directory/data-europa-eu/,Luxembourg,"Open data from international, EU, national, regional, municipal, and geo data websites is made available. The European Data Portal and the EU Open Data Portal are being phased out.
From data publishing to data reuse, the portal serves the entire data value chain. The portal's strategic goal is to improve accessibility and raise the value of open data, which goes beyond collecting metadata (info about data).",Luxembourg,"Big Data, Data Center, Data Integration, Database",No funding announced yet,2021,https://data.europa.eu/en,,LU,,
eureKARE,https://www.eu-startups.com/directory/eurekare/,Luxembourg,"eureKAWARDS is a science-based pitch contest aimed at discovering and supporting ambitious synthetic biology projects from across Europe. You are a researcher working on a fantastic synthetic biology project in your university lab, biohacking space or personal garage and looking to get a well-deserved head start? eureKAWARDS is exactly what you need: a great opportunity to present your idea, concept or even your pre-startup plan in front of our panel of renowned scientific experts and business partners to compete for a full year of free access to eureKARE’s synthetic biology studio, eureKASYNBIO",Luxembourg,"Biotechnology, Finance, Financial Services",No funding announced yet,2020,https://eurekare.eu/,,LU,,
Yazzyâs Fashion Accessories,https://www.eu-startups.com/directory/yazzys-fashion-accessories/,Luxembourg,"Yazzy's Fashion Accessories sells unique jewellery and accessories online. 
Our products consist out of necklaces, jewellery sets, bracelets, rings and earrings. Children's jewellery, handbags, wallets and belts. 

Shipping is fast, reliable and worldwide.",Weiswampach,"jewellery, handbags, leather items, home furnishing",No funding announced yet,2020,https://yazzys.com/,,LU,,"Yazzy's Fashion Accessories or short YFA is a company part of B-Important GmbH established in the North of Luxembourg. We aim to bring one-of-a-kind jewellery and accessories to a broad public. We are mainly working from online; however, a visit is also possible.
Products we currently carry are: Jewellery adorned with Swarovski elements, Sterling Silver, Silver Plated, Gold plated. Handbags, wallets and belts of the best quality leather one can find. We are the process of rolling out a line of home accessories and clothing.
We ship worldwide and have a fast shipping process."
Finwyn,https://www.eu-startups.com/directory/finwyn/,Luxembourg,Peer-to-peer business lending and beyond marketplace.,Luxembourg,"FinTech, Lending, Peer to Peer",No funding announced yet,2020,www.finwyn.com,,LU,,
Paywoke,https://www.eu-startups.com/directory/paywoke/,Luxembourg,"Paywoke is an all-in-one Saas platform for B2B customers, who strive to use digital services like KYC, AML digital signature, credit history check, etc., seamlessly. Our portfolio includes an Open banking solution backed up by a payment license for our B2B customers and aims to provide a single mobile app for B2C later on.",Luxembourg,"SaaS, B2B, APIs, Digital services, Open banking",,2020,www.paywoke.com,,LU,,
The Hokus Platform,https://www.eu-startups.com/directory/the-hokus-platform/,Luxembourg,The Hokus Platform is a SaaS-based life insurance distribution platform for private banks. Empowering distribution of life insurance in open architecture. The Hokus Platform offers a unique digital solution in SaaS mode that standardizes and centralizes the management of life insurance contracts for wealth management players in open architecture.,Luxembourg,"Life Insurance, Private Banking, Wealth Management, Weath Tech",Between €1 million-€ 2.5 million,2020,https://www.thehokusplatform.com,Active,LU,https://www.linkedin.com/company/thehokusplatform/,
Sanawerk Technology,https://www.eu-startups.com/directory/sanawerk-technology/,Luxembourg,"Sanawerk Technologies uses cutting-edge technology to improve healthcare while also having a beneficial social impact. The firm behind Xcope, an electronic stethoscope that connects to your smartphone and analyzes heart and lung sound, is Sanawerk Technology. Their illness analysis software use artificial intelligence to diagnose ailments such as pneumonia, heart valve issues, atrial fibrillation, and others by recognizing aberrant heart and lung sounds.",Luxembourg,"Artificial Intelligence, Health Care, Machine Learning, Medical Device",No funding announced yet,2020,https://www.sanawerk.com,Active,LU,,
ROOM,https://www.eu-startups.com/directory/room-2/,Luxembourg,"ROOM 3D Communications is an entirely new way to meet, work, and collaborate in the digital space. It offers natural, immersive social interaction and collaboration paired with top-level security standards. ROOM is the first manifestation of the Internet of Life.",Luxembourg,"video conferencing, 3D Communication, IT, Services",No funding announced yet,2020,https://room3d.com,Active,LU,https://www.linkedin.com/company/room3dcom/,
Rolling Wireless,https://www.eu-startups.com/directory/rolling-wireless/,Luxembourg,"In order to enable telematics control of automobiles, Rolling Wireless develops cellular modules and software applications. The company caters to OEMs and Tier 1 automotive suppliers and offers an open-source embedded platform for them to build a Linux-based telematics control unit (TCU) using a single module. Rolling Wireless is a developer of cellular modules and software applications that enable telematics control for automobiles.",Luxembourg,"Automotive modules, Telecommunications, Wireless",No funding announced yet,2020,https://www.rollingwireless.com/,Active,LU,https://www.linkedin.com/company/rollingwireless,
MyProfilia,https://www.eu-startups.com/directory/myprofilia/,Luxembourg,"My Profilia is a personality assessment platform that assists in determining a person's motivations and communication style. My Profilia is a personality analysis platform that helps identify a person's motivations and communication style, based on the DISC analyses of the psychologist Dr Marston (1928). You can use this information to communicate more effectively, write more persuasively and build trust quickly.",Luxembourg,"Consulting, Financial Services, FinTech",No funding announced yet,2020,https://www.myprofilia.com,Active,LU,https://www.linkedin.com/company/myprofilia/,
kodehyve,https://www.eu-startups.com/directory/kodehyve-2/,Luxembourg,"Data-driven, connected operating systems helping the built industry win in quality, efficiency and profitability. kodehyve comply is a standalone compliance platform, enabling real estate professionals of all kinds to more efficiently execute their due diligence processes so as to comply with KYC/AML/CTF/BO regulation and seamlessly manage the entire compliance lifecycle. kodehyve sign is a standalone e-signature platform dedicated to real estate professionals of all kinds.",Luxembourg,"digital transformation, SaaS, applications, scalable products",Between €2.5 million-5 million,2020,https://www.kodehyve.com/,Active,LU,https://www.linkedin.com/company/kodehyve,
Jobfirst,https://www.eu-startups.com/directory/jobfirst/,Luxembourg,"Jobfirst is an HR tech solution which allows employers to hire faster without a resume but based on hard and soft skills. On the candidate side, Jobfirst is a gamified digital pro profile and a recruitment solution that helps job seekers to find job offers according to their profile. The company was founded in 2020 and is based in France and Luxembourg.",Luxembourg,"HRtech, SaaS, digital CV, Recruiting",Between €100K-€500K,2020,https://jobfirst.io,Active,LU,https://www.linkedin.com/company/jobfirst/,
Ignize,https://www.eu-startups.com/directory/ignize/,Luxembourg,"Ignize generates higher sales, better margins, and sustainable profit improvements to its clients. Ignize was founded in 2020 by Stybjorn Horn and Andreas Westling, two experienced entrepreneurs with a long track record in both analytical tools for business management and S-a-a-S (Software as a service) solutions for large enterprises. It is a distributed operation with commercial bases in Luxemburg and Sweden, and technical development in North Macedonia.",Luxembourg,"Software Development, Saas, Analytics, Software",No funding announced yet,2020,https://www.ignize.com/campaign/generic-2,Active,LU,https://www.linkedin.com/company/ignize,
Fundcraft,https://www.eu-startups.com/directory/fundcraft/,Luxembourg,"Fundcraft is a financial firm that offers portfolio management, risk management, valuation, and deal compliance services. fundcraft is on a mission to create a robust digital infrastructure for asset managers. We develop and operate a custom-built  platform that centralises all fund back-office operations and stakeholders, allowing asset managers to focus on their core business.",Luxembourg,"Private Equity, Venture Capital, Funds, Financial Services",No funding announced yet,2020,https://www.fundcraft.lu/,Active,LU,https://www.linkedin.com/company/fundcraft-services,
Eazitron,https://www.eu-startups.com/directory/eazitron/,Luxembourg,"Eazitron manages invoicing, inventories, projects, human resources, agendas, cash flows, and time. Eazitron is a software firm that offers business management templates, invoicing, inventories, CRM, projects, and human resource services. Secure & easy-to-use. From 99 EUR now, and own them forever.",Luxembourg,"Construction, Invoicing, Project Management, Inventory Management",No funding announced yet,2020,https://eazitron.com,Active,LU,https://www.linkedin.com/showcase/eazitron/,
Buyzooka Technologies,https://www.eu-startups.com/directory/buyzooka-technologies/,Luxembourg,"Buyzooka.io, the merchant agnostic fast check-out platform (1.5 million shops covered) built on MATIC blockchain. It's FREE, EASY and SECURE, Buyzooka is made by shoppers for shoppers. Describe the business best are E-commerce, Blockchain, Merchant.",Luxembourg,"E-commerce, Blockchain, Merchant",Between €100K-€500K,2020,https://buyzooka.io,Active,LU,,
exalti,https://www.eu-startups.com/directory/exalti/,Luxembourg,"exalti is a digital platform through which associations and NGOs (nonprofits) but also companies can publish their requests for mutual assistance in carrying out activities with a social, societal or environmental impact.  Individuals, through skills sponsorship or volunteering, can lend their time and expertise to others through the platform to meet the proposed challenges posted by nonprofits. exalti aims to bring together all of the society's skills and expertise in carrying out SDGs accomplishment missions.",Esch-sur-alzette,"Information Technology, SaaS, software",No funding announced yet,2020,https://exalti.org/,,LU,,
Avega Capital Management,https://www.eu-startups.com/directory/avega-capital-management/,Luxembourg,"Avega Capital Management is a privately-held owner-managed service AIFM based in Luxembourg. We focus purely on Private Markets (Fund-of-Funds, Private Equity, Venture Capital, Private Debt, Infrastructure, and Real Estate. Our understanding is that market participants in the Alternative Investments space value consistency in their day-to-day contacts and adequate senior management involvement.",Luxembourg,"Investment Management, Asset Management, Real State",No funding announced yet,2020,https://www.acm-aifm.com,Active,LU,https://www.linkedin.com/company/acm-aifm/,
APIDNA,https://www.eu-startups.com/directory/apidna/,Luxembourg,"APIDNA enables businesses to access the latest digital services through a simple self-service API platform. APIDNA mission is to change how companies connect, use and provide digital services. Change vendors real-time via standardized endpoints, while making API integrations easier, faster, and without any switching costs.",Luxembourg,"IT Services, IT Consulting, B2B, SaaS",No funding announced yet,2020,https://apidna.io,Active,LU,https://www.linkedin.com/company/apidna/,
Happy Local,https://www.eu-startups.com/directory/happy-local/,Luxembourg,"Happy Local is an online local marketplace where farmers who produce local products get a free online store, list their products to sell to our growing local community of consumers. It focuses on organic, plastic-free and zero waste for a better consumption in order to take care of our planet and secure a better future for the children. The startup is empowered by University of Luxembourg and is located in the Incubator, University of Luxembourg in Belval.",Esch-sur-alzette,"E-Commerce, Marketplace, Sustainability",No funding announced yet,2020,https://happylocal.lu/,,LU,,
Greenomy,https://www.eu-startups.com/directory/greenomy/,Luxembourg,Greenomy is a Luxembourg based startup whose mission is to accelerating the transition to a sustainable future. The company provides digital tools helping organizations measure and improve their sustainability level. It was founded in 2020.,Luxembourg,"Financial Services, Sustainability, Carbon Neutrality, Technology",No funding announced yet,2020,www.greenomy.io,,LU,,
PURE LAMBDA,https://www.eu-startups.com/directory/pure-lambda/,Luxembourg,"PURE LAMBDA provides expert advice to help startup CTOs reach a higher level of engineering excellence and business success. Combining a European perspective with Silicon Valley experience, we offer guidance in how to hire the most qualified engineers, integrate the best tools for your tech stack, and streamline research and development. Our comprehensive approach enables you, the CTO, to bring new technology products to market faster and more efficiently, delivering measurable ROI.",Luxembourg,"advisory services, technical expertise, startup guidance",No funding announced yet,2020,https://pure.purelambda.com/,Active,LU,https://www.linkedin.com/company/pure-lambda/,"Pure Lambda provides expert advice to help startup CTOs reach a higher level of engineering excellence and business success. Combining a European perspective with Silicon Valley experience, we offer guidance in how to hire the most qualified engineers, integrate the best tools for your tech stack, and streamline research and development. Our comprehensive approach enables you, the CTO, to bring new technology products to market faster and more efficiently, delivering measurable ROI.
Engineers are a technology startup’s most precious resource. Leading tech companies know that a top-notch engineering team is crucial for innovation and success. Now more than ever, engineers can be located anywhere and work for any company. International competition to hire and retain quality engineers has never been so fierce.
Cloud services, computer languages, and versioning frameworks are the building blocks to develop cutting-edge product solutions. These sophisticated tools are improving all the time. Companies that apply them well can dramatically increase performance while reducing costs. Up-to-date coding practices are also essential. Every technology organization has the opportunity to use its technology stack in a more efficient, sustainable way.
Even with the right technology team and tools, many companies struggle to innovate. The marketplace is ever-changing, and such companies risk falling behind competitors. On the other hand, empowering engineers to do their best work can deliver new and differentiated solutions. A culture focused on research and development makes the impossible achievable."
Voicemed,https://www.eu-startups.com/directory/voicemed/,Luxembourg,"Leading healthcare organizations, accelerators, and universities that are supporting VoiceMed. Screen millions of people simultaneously with an internet-independent, intuitive and automated call. Ensure safety in the workplace by monitoring the health of employees and clients with their phone from anywhere. Integrate our solution within your platform.",Luxembourg,"healthcare organizations, automated call, health, platform",No funding announced yet,2020,https://www.voicemed.io/,,LU,,
AR HUB Luxembourg,https://www.eu-startups.com/directory/ar-hub-luxembourg/,Luxembourg,"AR Hub seeks to provide custom made Augmented Reality solutions for companies and institutions. They are based in Luxembourg, and endeavor to make AR accessible to businesses that have no in-house capabilities for such tech, providing them with hi-tech solutions.",Sandweiler,"Air Transportation, Automotive, Data Visualization, Industrial Automation, Information Technology, Robotics, Software",Between €100K-€500K,2020,www.arhub.lu,,LU,,
No Big Deal,https://www.eu-startups.com/directory/no-big-deal/,Luxembourg,"No Big Deal (NBD) is a Mobile Engagement Marketing tool in which businesses incentivise users to perform wellbeing challenges – both physical and mental – for exclusive rewards from brands. In doing so, businesses are able to engage their customers while supporting community health. The app is designed based on gamification, digital wellbeing tech, and behavioural economics to make promoting wellbeing an easy, economical choice for brand marketers.",Luxembourg,"Fitness, Health Care, Marketing, Wellness",Between €100K-€500K,2020,https://nobigdeal.io/,,LU,,
Nabucko,https://www.eu-startups.com/directory/nabucko/,Luxembourg,"Nabucko is an investment firm that uses an innovative approach to choose shares and equity funds to sustain returns over its benchmark. It was founded in 2020 and is based in Luxembourg, Europe. They aims at delivering sustainable returns above its benchmark by selecting superior equities and equity funds through an alternative approach. Selecting superior equities and equity funds through an alternative approach.",Luxembourg,"Finance, Financial Services, Venture Capital",No funding announced yet,2020,https://www.nabucko.com/,,LU,,
FundsDLT,https://www.eu-startups.com/directory/fundsdlt/,Luxembourg,"FundsDLT is reshaping investment funds distribution by leveraging on leading-edge technologies such as blockchain, cloud and APIs. FundsDLT is shifting the technological paradigm in the wealth and asset management industry using a decentralized network and APIs. We streamline a range of fund administration and order-routing tasks by using blockchain to automate several processes in a secure manner. The platform enables a cooperative ecosystem between all actors in the investment fund distribution chain to exchange data in real time and remove redundant activities. Our fully integrated model makes investment fund distribution easier, cheaper and faster. Launched in 2020, FundsDLT operates mainly in Europe and is backed by four major players in the industry: Clearstream, Credit Suisse Asset Management, the Luxembourg Stock Exchange and Natixis Investment Managers.",Luxembourg,"Asset Management, Blockchain, Financial Services, FinTech, IT Infrastructure",No funding announced yet,2020,https://www.fundsdlt.net/,,LU,,
WealthPlus,https://www.eu-startups.com/directory/wealthplus-2/,Luxembourg,"WealthPlus operates as a De-Fi Staking company that aggregates interest for investment in Cryptocurrency. We are a staking company, that aggregates interest for investment in Cryptocurrency. We believe the world is full of wealth so we're here to spread it with our skills.",Luxembourg,"Financial Services, Investment, Quick Analysis",Above €25 million,2019,https://www.wealthplus.io/,,LU,,
WealthPlus,https://www.eu-startups.com/directory/wealthplus/,Luxembourg,WealthPlus operates as a De-Fi Staking company that aggregates interest for investment in Cryptocurrency.,Luxembourg,Financial Services,Above €25 million,2019,https://www.wealthplus.io/,,LU,,
Legalfinder,https://www.eu-startups.com/directory/legalfinder/,Luxembourg,"Legalfinder.com is a legal platform where you as a lawyer can easily and safely sell your legal services. To ensure high quality, they ensure that all attorneys and attorneys meet the following criteria that is minimum 5 years experience in the industry, specialist in the selected service, subject to statutory insurance.",Luxembourg,"legal, legaltech",Between €1-€100K,2019,https://legalfinder.com/,,LU,,
neontools.io,https://www.eu-startups.com/directory/neontools-io/,Luxembourg,"Neontools, the 8-in-1 toolbox that hosts a variety of essential marketing tools and replaces the most used platforms of the industry.
- Micro Landing-Pages to gather your important links on one page. 
- URL Shortener with integrated analytics and the option to customize your domains
- IG Hashtag Analyzer
- and much more!",Luxembourg,"social media marketing, url-shortener, landing-pages",No funding announced yet,2019,www.neontools.io,,LU,,"Neontools hosts a variety of essential marketing tools that combines the most used platforms of the industry in one place.
Its micro landing pages allow users to gather all important links and social accounts on one easy-to-build page. Perfect to share in your Instagram bio and other social profiles. You can shorten your URLs to more attractive links and simultaneously gather essential click data. You have the option to customize your URLs and even use custom domains instead of using our domain name.
The hashtag analyzer, analyze, gathers, and groups your Instagram hashtags to successfully enhance your IG campaigns. Additionally, this tool will propose big, small, and niche hashtags to perfectly accompany your own hashtags.
IG social audit functionality analyzes and groups Influencer or business accounts on Instagram to help create your own collections. Ideal to share with your customers or keep track of your competitors.
Other features include a QR Code generator with included analytics, a reach calculator to estimate the engagement and reach of your advertisement budget, Facebook interest browser to search for hidden interest to better target your audiences with Facebook ads, and UTM generator to create your own campaign URLs."
WareApp,https://www.eu-startups.com/directory/wareapp/,Luxembourg,"WareApp is a technology startup that will empower fashion influencers to create engaging and shoppable fashion content. Our platform operates in fashion vertical, which created an eco-system where everyone can earn a “social"" salary through the creation and sharing of inspirational content WareApp was founded in 2019 and is headquartered in Luxembourg.",Luxembourg,E-Commerce,No funding announced yet,2019,wareapp.co,,LU,,
